"date","positive","death","positiveIncrease","deathIncrease","hospitalized","hospitalizedIncrease","hospitalizedCurrently"
2020-03-05,0,0,0,0,0,0,0
2020-03-06,0,0,0,0,0,0,0
2020-03-07,0,0,0,0,0,0,0
2020-03-08,0,0,0,0,0,0,0
2020-03-09,0,0,0,0,0,0,0
2020-03-10,3,0,3,0,0,0,0
2020-03-11,5,0,2,0,0,0,0
2020-03-12,10,0,5,0,0,0,0
2020-03-13,10,0,0,0,0,0,0
2020-03-14,13,0,3,0,0,0,0
2020-03-15,17,0,4,0,0,0,0
2020-03-16,23,0,6,0,0,0,0
2020-03-17,28,0,5,0,0,0,0
2020-03-18,35,0,7,0,0,0,0
2020-03-19,43,0,8,0,0,0,0
2020-03-20,57,0,14,0,0,0,0
2020-03-21,57,0,0,0,0,0,0
2020-03-22,65,0,8,0,0,0,0
2020-03-23,83,0,18,0,0,0,0
2020-03-24,100,1,17,1,0,0,0
2020-03-25,112,1,12,0,0,0,0
2020-03-26,136,1,24,0,0,0,0
2020-03-27,191,1,55,0,0,0,17
2020-03-28,237,2,46,1,0,0,19
2020-03-29,237,2,0,0,0,0,22
2020-03-30,281,4,44,2,0,0,22
2020-03-31,315,5,34,1,0,0,24
2020-04-01,363,6,48,1,0,0,31
2020-04-02,403,7,40,1,0,0,31
2020-04-03,495,10,92,3,0,0,41
2020-04-04,543,11,48,1,0,0,37
2020-04-05,624,12,81,1,0,0,45
2020-04-06,686,12,62,0,0,0,48
2020-04-07,794,13,108,1,0,0,51
2020-04-08,865,16,71,3,0,0,59
2020-04-09,1091,19,226,3,0,0,73
2020-04-10,1091,19,0,0,0,0,75
2020-04-11,1174,20,83,1,0,0,78
2020-04-12,1245,26,71,6,0,0,80
2020-04-13,1345,31,100,5,181,181,87
2020-04-14,1407,36,62,5,181,0,87
2020-04-15,1484,36,77,0,215,34,90
2020-04-16,1597,44,113,8,230,15,90
2020-04-17,1711,51,114,7,242,12,96
2020-04-18,1798,53,87,2,258,16,92
2020-04-19,1845,55,47,2,274,16,103
2020-04-20,1971,58,126,3,291,17,116
2020-04-21,2072,65,101,7,306,15,119
2020-04-22,2210,71,138,6,331,25,121
2020-04-23,2379,78,169,7,367,36,123
2020-04-24,2521,84,142,6,412,45,152
2020-04-25,2660,93,139,9,412,0,152
2020-04-26,2726,99,66,6,412,0,148
2020-04-27,2823,104,97,5,481,69,155
2020-04-28,2974,110,151,6,509,28,157
2020-04-29,3213,112,239,2,536,27,163
2020-04-30,3411,123,198,11,536,0,172
2020-05-01,3513,131,102,8,587,51,159
2020-05-02,3732,139,219,8,587,0,168
2020-05-03,3850,151,118,12,587,0,164
2020-05-04,4031,156,181,5,667,80,181
2020-05-05,4138,162,107,6,687,20,178
2020-05-06,4291,169,153,7,687,0,193
2020-05-07,4493,172,202,3,760,73,197
2020-05-08,4673,181,180,9,789,29,201
2020-05-09,4778,191,105,10,789,0,198
2020-05-10,4863,200,85,9,789,0,194
2020-05-11,5069,208,206,8,886,97,207
2020-05-12,5212,219,143,11,886,0,199
2020-05-13,5364,231,152,12,886,0,200
2020-05-14,5503,242,139,11,886,0,209
2020-05-15,5662,253,159,11,886,0,223
2020-05-16,5847,259,185,6,886,0,208
2020-05-17,5938,265,91,6,886,0,211
2020-05-18,6096,270,158,5,886,0,213
2020-05-19,6192,276,96,6,886,0,204
2020-05-20,6317,283,125,7,1139,253,206
2020-05-21,6472,294,155,11,1139,0,205
2020-05-22,6625,302,153,8,1139,0,206
2020-05-23,6795,308,170,6,1139,0,208
2020-05-24,6943,317,148,9,1243,104,213
2020-05-25,7026,320,83,3,1264,21,216
2020-05-26,7130,325,104,5,1282,18,211
2020-05-27,7252,329,122,4,1282,0,210
2020-05-28,7364,335,112,6,1317,35,196
2020-05-29,7493,344,129,9,1317,0,193
2020-05-30,7624,351,131,7,1317,0,189
2020-05-31,7689,356,65,5,1317,0,182
2020-06-01,7800,362,111,6,1317,0,191
2020-06-02,8024,367,224,5,1416,99,182
2020-06-03,8140,375,116,8,1416,0,170
2020-06-04,8353,383,213,8,1416,0,170
2020-06-05,8672,387,319,4,1489,73,175
2020-06-06,8800,392,128,5,1489,0,176
2020-06-07,8940,396,140,4,1533,44,177
2020-06-08,9062,400,122,4,1558,25,183
2020-06-09,9105,404,43,4,1583,25,193
2020-06-10,9250,410,145,6,1583,0,197
2020-06-11,9367,420,117,10,1625,42,183
2020-06-12,9526,426,159,6,1625,0,179
2020-06-13,9621,431,95,5,1625,0,172
2020-06-14,9723,435,102,4,1625,0,162
2020-06-15,9845,440,122,5,1686,61,161
2020-06-16,9933,447,88,7,1698,12,156
2020-06-17,10065,452,132,5,1715,17,161
2020-06-18,10153,456,88,4,1726,11,157
2020-06-19,10260,464,107,8,1735,9,147
2020-06-20,10430,466,170,2,1740,5,145
2020-06-21,10565,469,135,3,1746,6,134
2020-06-22,10694,469,129,0,1754,8,139
2020-06-23,10838,476,144,7,1776,22,141
2020-06-24,10990,480,152,4,1793,17,149
2020-06-25,11192,485,202,5,1811,18,135
2020-06-26,11408,489,216,4,1828,17,128
2020-06-27,11619,491,211,2,1851,23,122
2020-06-28,11809,492,190,1,1865,14,114
2020-06-29,11982,493,173,1,1876,11,119
2020-06-30,12147,497,165,4,1902,26,127
2020-07-01,12276,500,129,3,1928,26,127
2020-07-02,12520,503,244,3,1945,17,127
2020-07-03,12776,511,256,8,1970,25,130
2020-07-04,13063,513,287,2,1988,18,121
2020-07-05,13256,513,193,0,2006,18,119
2020-07-06,13507,515,251,2,2033,27,129
2020-07-07,13727,519,220,4,2056,23,133
2020-07-08,14017,527,290,8,2101,45,154
2020-07-09,14251,533,234,6,2137,36,154
2020-07-10,14549,539,298,6,2161,24,151
2020-07-11,14773,543,224,4,2187,26,158
2020-07-12,15028,545,255,2,2204,17,170
2020-07-13,15291,548,263,3,2227,23,172
2020-07-14,15514,551,223,3,2261,34,171
2020-07-15,15841,557,327,6,2284,23,174
2020-07-16,16138,562,297,5,2312,28,170
2020-07-17,16456,565,318,3,2337,25,166
2020-07-18,16736,569,280,4,2364,27,160
2020-07-19,16971,571,235,2,2387,23,161
2020-07-20,17215,578,244,7,2399,12,154
2020-07-21,17517,588,302,10,2433,34,154
2020-07-22,17828,591,311,3,2470,37,178
2020-07-23,18163,596,335,5,2500,30,167
2020-07-24,18475,601,312,5,2525,25,161
2020-07-25,18788,607,313,6,2542,17,148
2020-07-26,19042,614,254,7,2560,18,144
2020-07-27,19502,619,460,5,2590,30,159
2020-07-28,19791,626,289,7,2614,24,160
2020-07-29,20136,632,345,6,2643,29,158
2020-07-30,20388,635,252,3,2667,24,156
2020-07-31,20600,642,212,7,2686,19,152
2020-08-01,20796,651,196,9,2703,17,134
2020-08-02,21016,654,220,3,2720,17,127
2020-08-03,21130,655,114,1,2730,10,131
2020-08-04,21340,658,210,3,2753,23,133
2020-08-05,21566,667,226,9,2781,28,138
2020-08-06,21773,669,207,2,2803,22,138
2020-08-07,21965,675,192,6,2819,16,132
2020-08-08,22115,681,150,6,2838,19,127
2020-08-09,22315,685,200,4,2851,13,121
2020-08-10,22444,690,129,5,2870,19,127
2020-08-11,22643,693,199,3,2897,27,134
2020-08-12,22816,695,173,2,2907,10,119
2020-08-13,22987,697,171,2,2928,21,128
2020-08-14,23160,703,173,6,2946,18,125
2020-08-15,23302,711,142,8,2957,11,113
2020-08-16,23408,714,106,3,2965,8,109
2020-08-17,23500,718,92,4,2984,19,119
2020-08-18,23579,723,79,5,2998,14,111
2020-08-19,23749,729,170,6,3002,4,94
2020-08-20,23951,734,202,5,3009,7,74
2020-08-21,24095,739,144,5,3018,9,65
2020-08-22,24302,743,207,4,3030,12,68
