"date","positive","death","positiveIncrease","deathIncrease","hospitalized","hospitalizedIncrease","hospitalizedCurrently"
2020-03-07,0,0,0,0,0,0,0
2020-03-08,0,0,0,0,0,0,0
2020-03-09,0,0,0,0,0,0,0
2020-03-10,0,0,0,0,0,0,0
2020-03-11,0,0,0,0,0,0,0
2020-03-12,1,0,1,0,0,0,0
2020-03-13,1,0,0,0,0,0,0
2020-03-14,1,0,0,0,0,0,0
2020-03-15,1,0,0,0,0,0,0
2020-03-16,1,0,0,0,0,0,0
2020-03-17,1,0,0,0,0,0,0
2020-03-18,6,0,5,0,0,0,0
2020-03-19,15,0,9,0,0,0,0
2020-03-20,20,0,5,0,0,0,0
2020-03-21,28,0,8,0,3,3,0
2020-03-22,28,0,0,0,3,0,0
2020-03-23,30,0,2,0,4,1,0
2020-03-24,33,0,3,0,5,1,0
2020-03-25,39,0,6,0,8,3,0
2020-03-26,52,0,13,0,10,2,0
2020-03-27,61,0,9,0,13,3,0
2020-03-28,80,1,19,1,16,3,0
2020-03-29,97,1,17,0,17,1,0
2020-03-30,107,2,10,1,19,2,0
2020-03-31,117,3,10,1,21,2,0
2020-04-01,139,3,22,0,23,2,0
2020-04-02,159,3,20,0,28,5,0
2020-04-03,173,3,14,0,29,1,0
2020-04-04,186,3,13,0,30,1,0
2020-04-05,207,3,21,0,31,1,20
2020-04-06,225,3,18,0,32,1,19
2020-04-07,237,4,12,1,33,1,18
2020-04-08,251,4,14,0,34,1,16
2020-04-09,269,5,18,1,34,0,14
2020-04-10,278,6,9,1,36,2,13
2020-04-11,293,7,15,1,36,0,10
2020-04-12,308,8,15,1,39,3,12
2020-04-13,331,8,23,0,40,1,13
2020-04-14,341,9,10,1,42,2,13
2020-04-15,364,9,23,0,44,2,13
2020-04-16,392,9,28,0,45,1,14
2020-04-17,438,9,46,0,47,2,16
2020-04-18,528,9,90,0,47,0,13
2020-04-19,584,10,56,1,51,4,15
2020-04-20,626,13,42,3,53,2,17
2020-04-21,644,13,18,0,54,1,17
2020-04-22,677,14,33,1,62,8,23
2020-04-23,709,15,32,1,65,3,18
2020-04-24,747,15,38,0,67,2,17
2020-04-25,803,16,56,1,70,3,17
2020-04-26,867,17,64,1,71,1,18
2020-04-27,942,19,75,2,77,6,23
2020-04-28,991,19,49,0,79,2,25
2020-04-29,1033,19,42,0,82,3,28
2020-04-30,1067,19,34,0,85,3,30
2020-05-01,1107,23,40,4,86,1,27
2020-05-02,1153,24,46,1,90,4,32
2020-05-03,1191,25,38,1,90,0,31
2020-05-04,1225,25,34,0,94,4,31
2020-05-05,1264,25,39,0,95,1,31
2020-05-06,1320,31,56,6,97,2,32
2020-05-07,1369,31,49,0,102,5,35
2020-05-08,1422,33,53,2,104,2,33
2020-05-09,1462,35,40,2,110,6,34
2020-05-10,1488,35,26,0,110,0,29
2020-05-11,1514,36,26,1,115,5,34
2020-05-12,1566,38,52,2,122,7,38
2020-05-13,1640,40,74,2,127,5,37
2020-05-14,1707,40,67,0,129,2,38
2020-05-15,1758,42,51,2,130,1,35
2020-05-16,1845,42,87,0,130,0,33
2020-05-17,1896,43,51,1,130,0,30
2020-05-18,1927,44,31,1,133,3,32
2020-05-19,1987,45,60,1,135,2,32
2020-05-20,2068,49,81,4,142,7,38
2020-05-21,2163,51,95,2,144,2,39
2020-05-22,2233,52,70,1,147,3,39
2020-05-23,2282,52,49,0,150,3,39
2020-05-24,2336,53,54,1,152,2,40
2020-05-25,2376,54,40,1,154,2,41
2020-05-26,2419,54,43,0,156,2,40
2020-05-27,2436,59,17,5,161,5,40
2020-05-28,2477,60,41,1,161,0,35
2020-05-29,2517,62,40,2,164,3,36
2020-05-30,2551,63,34,1,165,1,34
2020-05-31,2574,64,23,1,167,2,36
2020-06-01,2621,64,47,0,169,2,35
2020-06-02,2643,68,22,4,170,1,34
2020-06-03,2676,69,33,1,172,2,34
2020-06-04,2702,69,26,0,175,3,32
2020-06-05,2742,74,40,5,180,5,30
2020-06-06,2813,75,71,1,182,2,29
2020-06-07,2857,75,44,0,183,1,28
2020-06-08,2876,75,19,0,184,1,29
2020-06-09,2898,75,22,0,189,5,32
2020-06-10,2938,76,40,1,193,4,33
2020-06-11,2976,77,38,1,193,0,32
2020-06-12,3012,77,36,0,197,4,35
2020-06-13,3054,77,42,0,197,0,35
2020-06-14,3076,77,22,0,197,0,35
2020-06-15,3098,77,22,0,197,0,31
2020-06-16,3121,77,23,0,200,3,26
2020-06-17,3160,78,39,1,201,1,25
2020-06-18,3189,81,29,3,208,7,26
2020-06-19,3221,82,32,1,210,2,26
2020-06-20,3246,82,25,0,213,3,28
2020-06-21,3283,83,37,1,216,3,31
2020-06-22,3308,83,25,0,218,2,31
2020-06-23,3315,84,7,1,218,0,28
2020-06-24,3356,86,41,2,219,1,27
2020-06-25,3388,87,32,1,222,3,25
2020-06-26,3416,87,28,0,222,0,23
2020-06-27,3453,87,37,0,225,3,23
2020-06-28,3488,88,35,1,226,1,24
2020-06-29,3534,88,46,0,227,1,25
2020-06-30,3572,88,38,0,231,4,25
2020-07-01,3611,89,39,1,234,3,20
2020-07-02,3654,89,43,0,234,0,19
2020-07-03,3717,89,63,0,237,3,20
2020-07-04,3774,89,57,0,241,4,22
2020-07-05,3810,89,36,0,242,1,22
2020-07-06,3843,89,33,0,245,3,22
2020-07-07,3894,93,51,4,248,3,24
2020-07-08,3967,89,73,-4,252,4,26
2020-07-09,4066,89,99,0,257,5,30
2020-07-10,4150,89,84,0,260,3,33
2020-07-11,4238,91,88,2,263,3,31
2020-07-12,4329,91,91,0,271,8,38
2020-07-13,4431,91,102,0,277,6,43
2020-07-14,4485,92,54,1,280,3,42
2020-07-15,4556,92,71,0,284,4,42
2020-07-16,4659,93,103,1,285,1,38
2020-07-17,4781,94,122,1,290,5,36
2020-07-18,4896,94,115,0,295,5,38
2020-07-19,5009,96,113,2,302,7,45
2020-07-20,5115,97,106,1,305,3,47
2020-07-21,5197,98,82,1,309,4,46
2020-07-22,5356,100,159,2,317,8,52
2020-07-23,5481,101,125,1,322,5,57
2020-07-24,5603,103,122,2,325,3,37
2020-07-25,5724,103,121,0,328,3,39
2020-07-26,5864,103,140,0,333,5,42
2020-07-27,5975,103,111,0,337,4,43
2020-07-28,6126,104,151,1,343,6,35
2020-07-29,6215,106,89,2,351,8,39
2020-07-30,6287,107,72,1,356,5,43
2020-07-31,6454,107,167,0,364,8,47
2020-08-01,6586,107,132,0,371,7,45
2020-08-02,6643,109,57,2,371,0,45
2020-08-03,6770,109,127,0,379,8,46
2020-08-04,6919,111,149,2,389,10,51
2020-08-05,7041,112,122,1,394,5,42
2020-08-06,7163,113,122,1,400,6,46
2020-08-07,7312,114,149,1,408,8,48
2020-08-08,7491,116,179,2,414,6,49
2020-08-09,7582,116,91,0,415,1,47
2020-08-10,7699,117,117,1,417,2,48
2020-08-11,7868,122,169,5,430,13,55
2020-08-12,7955,124,87,2,440,10,58
2020-08-13,8155,124,200,0,445,5,59
2020-08-14,8307,125,152,1,455,10,65
2020-08-15,8430,125,123,0,457,2,55
2020-08-16,8573,129,143,4,459,2,54
2020-08-17,8632,130,59,1,461,2,55
2020-08-18,8765,132,133,2,469,8,47
2020-08-19,8953,134,188,2,478,9,49
2020-08-20,9227,134,274,0,478,0,45
2020-08-21,9458,136,231,2,491,13,54
2020-08-22,9714,136,256,0,499,8,53
2020-08-23,9852,140,138,4,501,2,52
2020-08-24,9978,140,126,0,505,4,51
2020-08-25,10211,142,233,2,519,14,50
2020-08-26,10444,142,233,0,525,6,53
2020-08-27,10776,143,332,1,534,9,61
2020-08-28,11083,143,307,0,550,16,70
2020-08-29,11455,145,372,2,551,1,65
2020-08-30,11676,145,221,0,554,3,68
2020-08-31,11790,147,114,2,554,0,68
2020-09-01,11982,149,192,2,564,10,62
2020-09-02,12247,152,265,3,575,11,66
2020-09-03,12606,154,359,2,583,8,51
2020-09-04,12946,154,340,0,590,7,67
2020-09-05,13301,159,355,5,596,6,67
2020-09-06,13599,160,298,1,598,2,64
2020-09-07,13768,160,169,0,602,4,68
2020-09-08,13842,160,74,0,604,2,63
2020-09-09,14078,160,236,0,611,7,53
2020-09-10,14413,163,335,3,624,13,62
2020-09-11,14654,163,241,0,630,6,64
2020-09-12,15120,170,466,7,634,4,56
2020-09-13,15549,171,429,1,643,9,62
2020-09-14,15801,173,252,2,646,3,65
2020-09-15,16033,175,232,2,657,11,62
2020-09-16,16298,175,265,0,674,17,62
2020-09-17,16690,185,392,10,691,17,69
2020-09-18,17195,187,505,2,705,14,77
2020-09-19,17573,195,378,8,716,11,78
2020-09-20,17925,195,352,0,723,7,81
2020-09-21,18209,196,284,1,730,7,87
2020-09-22,18473,199,264,3,752,22,92
2020-09-23,18945,206,472,7,763,11,89
2020-09-24,19412,216,467,10,777,14,89
2020-09-25,19843,222,431,6,789,12,89
2020-09-26,20340,230,497,8,809,20,104
2020-09-27,20681,234,341,4,815,6,96
2020-09-28,20940,237,259,3,828,13,105
2020-09-29,21359,242,419,5,848,20,105
2020-09-30,21803,249,444,7,859,11,89
2020-10-01,22170,259,367,10,884,25,106
2020-10-02,22641,267,471,8,902,18,111
2020-10-03,23084,274,443,7,912,10,100
2020-10-04,23495,277,411,3,925,13,100
2020-10-05,23806,280,311,3,939,14,112
2020-10-06,24308,284,502,4,968,29,116
2020-10-07,24798,308,490,24,995,27,116
2020-10-08,25321,314,523,6,1016,21,214
2020-10-09,25965,325,644,11,1037,21,202
2020-10-10,26563,340,598,15,1062,25,219
2020-10-11,27200,343,637,3,1076,14,231
2020-10-12,27673,350,473,7,1099,23,233
2020-10-13,28163,362,490,12,1126,27,206
2020-10-14,28826,370,663,8,1159,33,206
2020-10-15,29522,375,696,5,1192,33,207
2020-10-16,30402,393,880,18,1221,29,217
2020-10-17,31173,404,771,11,1242,21,217
2020-10-18,31886,409,713,5,1253,11,210
2020-10-19,32544,413,658,4,1267,14,205
2020-10-20,33593,417,1049,4,1301,34,209
2020-10-21,34114,427,521,10,1324,23,219
2020-10-22,35162,427,1048,0,1351,27,276
2020-10-23,36058,445,896,18,1388,37,282
2020-10-24,37025,453,967,8,1405,17,278
2020-10-25,37874,461,849,8,1417,12,272
2020-10-26,38406,467,532,6,1437,20,256
2020-10-27,39309,481,903,14,1478,41,283
2020-10-28,40127,493,818,12,1519,41,284
2020-10-29,41355,504,1228,11,1547,28,287
2020-10-30,42733,517,1378,13,1586,39,294
2020-10-31,44194,529,1461,12,1618,32,309
2020-11-01,45344,536,1150,7,1634,16,278
2020-11-02,46311,545,967,9,1656,22,274
2020-11-03,47532,560,1221,15,1702,46,335
2020-11-04,48704,572,1172,12,1738,36,352
2020-11-05,50276,601,1572,29,1776,38,366
2020-11-06,52081,618,1805,17,1817,41,375
2020-11-07,53727,633,1646,15,1858,41,374
2020-11-08,54844,644,1117,11,1881,23,408
2020-11-09,55997,649,1153,5,1906,25,383
2020-11-10,56944,649,947,0,1906,0,383
2020-11-11,58040,691,1096,42,1967,61,411
2020-11-12,59875,703,1835,12,2082,115,399
2020-11-13,61365,713,1490,10,2120,38,421
2020-11-14,63694,732,2329,19,2153,33,425
2020-11-15,64654,742,960,10,2178,25,400
2020-11-16,65738,749,1084,7,2195,17,400
2020-11-17,66867,775,1129,26,2261,66,399
2020-11-18,68208,791,1341,16,2307,46,384
2020-11-19,69658,801,1450,10,2338,31,387
2020-11-20,71092,840,1434,39,2390,52,395
2020-11-21,72664,840,1572,0,2424,34,376
2020-11-22,73844,846,1180,6,2459,35,379
2020-11-23,74556,852,712,6,2481,22,377
2020-11-24,75622,889,1066,37,2528,47,377
2020-11-25,76806,893,1184,4,2587,59,321
2020-11-26,77813,903,1007,10,2608,21,321
2020-11-27,78564,908,751,5,2620,12,347
2020-11-28,79359,921,795,13,2649,29,345
2020-11-29,80084,921,725,0,2667,18,337
2020-11-30,80679,933,595,12,2708,41,333
2020-12-01,81145,960,466,27,2751,43,320
2020-12-02,81696,972,551,12,2791,40,316
2020-12-03,82713,983,1017,11,2813,22,306
2020-12-04,83604,995,891,12,2842,29,324
2020-12-05,84219,1013,615,18,2868,26,298
2020-12-06,84707,1019,488,6,2880,12,305
2020-12-07,85094,1028,387,9,2896,16,304
2020-12-08,85676,1070,582,42,2896,0,337
2020-12-09,86149,1086,473,16,2984,88,284
2020-12-10,86707,1109,558,23,2984,0,302
2020-12-11,87214,1136,507,27,2984,0,277
2020-12-12,87590,1158,376,22,2984,0,282
2020-12-13,87871,1158,281,0,2984,0,270
2020-12-14,88067,1163,196,5,3073,89,277
2020-12-15,88395,1176,328,13,3073,0,277
2020-12-16,88686,1200,291,24,3073,0,160
2020-12-17,89063,1210,377,10,3073,0,148
2020-12-18,89557,1231,494,21,3349,276,144
2020-12-19,89788,1231,231,0,3387,38,154
2020-12-20,90039,1237,251,6,3394,7,156
