"forecast_date","target","target_end_date","location","type","quantile","value"
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","point",NA,16855+0i
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.01,16133+0i
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.025,16330+0i
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.05,16400+0i
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.1,16519+0i
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.15,16597+0i
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.2,16649+0i
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.25,16687+0i
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.3,16725+0i
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.35,16753+0i
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.4,16794+0i
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.45,16826+0i
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.5,16855+0i
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.55,16885+0i
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.6,16923+0i
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.65,16958+0i
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.7,16989+0i
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.75,17030+0i
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.8,17077+0i
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.85,17129+0i
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.9,17180+0i
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.95,17261+0i
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.975,17360+0i
"2020-05-24","1 wk ahead cum case",2020-05-30,"01","quantile",0.99,17551+0i
"2020-05-24","2 wk ahead cum case",2020-06-06,"01","point",NA,19740+0i
"2020-05-24","2 wk ahead cum case",2020-06-06,"01","quantile",0.01,17440+0i
"2020-05-24","2 wk ahead cum case",2020-06-06,"01","quantile",0.025,17895+0i
"2020-05-24","2 wk ahead cum case",2020-06-06,"01","quantile",0.05,18236+0i
"2020-05-24","2 wk ahead cum case",2020-06-06,"01","quantile",0.1,18751+0i
"2020-05-24","2 wk ahead cum case",2020-06-06,"01","quantile",0.15,18998+0i
"2020-05-24","2 wk ahead cum case",2020-06-06,"01","quantile",0.2,19132+0i
"2020-05-24","2 wk ahead cum case",2020-06-06,"01","quantile",0.25,19265+0i
"2020-05-24","2 wk ahead cum case",2020-06-06,"01","quantile",0.3,19356+0i
"2020-05-24","2 wk ahead cum case",2020-06-06,"01","quantile",0.35,19449+0i
"2020-05-24","2 wk ahead cum case",2020-06-06,"01","quantile",0.4,19558+0i
"2020-05-24","2 wk ahead cum case",2020-06-06,"01","quantile",0.45,19640+0i
"2020-05-24","2 wk ahead cum case",2020-06-06,"01","quantile",0.5,19740+0i
"2020-05-24","2 wk ahead cum case",2020-06-06,"01","quantile",0.55,19841+0i
"2020-05-24","2 wk ahead cum case",2020-06-06,"01","quantile",0.6,19957+0i
"2020-05-24","2 wk ahead cum case",2020-06-06,"01","quantile",0.65,20045+0i
"2020-05-24","2 wk ahead cum case",2020-06-06,"01","quantile",0.7,20172+0i
"2020-05-24","2 wk ahead cum case",2020-06-06,"01","quantile",0.75,20325+0i
"2020-05-24","2 wk ahead cum case",2020-06-06,"01","quantile",0.8,20552+0i
"2020-05-24","2 wk ahead cum case",2020-06-06,"01","quantile",0.85,20727+0i
"2020-05-24","2 wk ahead cum case",2020-06-06,"01","quantile",0.9,20899+0i
"2020-05-24","2 wk ahead cum case",2020-06-06,"01","quantile",0.95,21157+0i
"2020-05-24","2 wk ahead cum case",2020-06-06,"01","quantile",0.975,21460+0i
"2020-05-24","2 wk ahead cum case",2020-06-06,"01","quantile",0.99,22462+0i
"2020-05-24","3 wk ahead cum case",2020-06-13,"01","point",NA,22844+0i
"2020-05-24","3 wk ahead cum case",2020-06-13,"01","quantile",0.01,18228+0i
"2020-05-24","3 wk ahead cum case",2020-06-13,"01","quantile",0.025,18950+0i
"2020-05-24","3 wk ahead cum case",2020-06-13,"01","quantile",0.05,19594+0i
"2020-05-24","3 wk ahead cum case",2020-06-13,"01","quantile",0.1,20602+0i
"2020-05-24","3 wk ahead cum case",2020-06-13,"01","quantile",0.15,21179+0i
"2020-05-24","3 wk ahead cum case",2020-06-13,"01","quantile",0.2,21460+0i
"2020-05-24","3 wk ahead cum case",2020-06-13,"01","quantile",0.25,21711+0i
"2020-05-24","3 wk ahead cum case",2020-06-13,"01","quantile",0.3,21948+0i
"2020-05-24","3 wk ahead cum case",2020-06-13,"01","quantile",0.35,22207+0i
"2020-05-24","3 wk ahead cum case",2020-06-13,"01","quantile",0.4,22435+0i
"2020-05-24","3 wk ahead cum case",2020-06-13,"01","quantile",0.45,22671+0i
"2020-05-24","3 wk ahead cum case",2020-06-13,"01","quantile",0.5,22844+0i
"2020-05-24","3 wk ahead cum case",2020-06-13,"01","quantile",0.55,23046+0i
"2020-05-24","3 wk ahead cum case",2020-06-13,"01","quantile",0.6,23229+0i
"2020-05-24","3 wk ahead cum case",2020-06-13,"01","quantile",0.65,23434+0i
"2020-05-24","3 wk ahead cum case",2020-06-13,"01","quantile",0.7,23710+0i
"2020-05-24","3 wk ahead cum case",2020-06-13,"01","quantile",0.75,24005+0i
"2020-05-24","3 wk ahead cum case",2020-06-13,"01","quantile",0.8,24320+0i
"2020-05-24","3 wk ahead cum case",2020-06-13,"01","quantile",0.85,24803+0i
"2020-05-24","3 wk ahead cum case",2020-06-13,"01","quantile",0.9,25438+0i
"2020-05-24","3 wk ahead cum case",2020-06-13,"01","quantile",0.95,25935+0i
"2020-05-24","3 wk ahead cum case",2020-06-13,"01","quantile",0.975,26641+0i
"2020-05-24","3 wk ahead cum case",2020-06-13,"01","quantile",0.99,29083+0i
"2020-05-24","4 wk ahead cum case",2020-06-20,"01","point",NA,26706+0i
"2020-05-24","4 wk ahead cum case",2020-06-20,"01","quantile",0.01,18671+0i
"2020-05-24","4 wk ahead cum case",2020-06-20,"01","quantile",0.025,19565+0i
"2020-05-24","4 wk ahead cum case",2020-06-20,"01","quantile",0.05,20564+0i
"2020-05-24","4 wk ahead cum case",2020-06-20,"01","quantile",0.1,21912+0i
"2020-05-24","4 wk ahead cum case",2020-06-20,"01","quantile",0.15,22883+0i
"2020-05-24","4 wk ahead cum case",2020-06-20,"01","quantile",0.2,23583+0i
"2020-05-24","4 wk ahead cum case",2020-06-20,"01","quantile",0.25,24127+0i
"2020-05-24","4 wk ahead cum case",2020-06-20,"01","quantile",0.3,24790+0i
"2020-05-24","4 wk ahead cum case",2020-06-20,"01","quantile",0.35,25310+0i
"2020-05-24","4 wk ahead cum case",2020-06-20,"01","quantile",0.4,25745+0i
"2020-05-24","4 wk ahead cum case",2020-06-20,"01","quantile",0.45,26205+0i
"2020-05-24","4 wk ahead cum case",2020-06-20,"01","quantile",0.5,26706+0i
"2020-05-24","4 wk ahead cum case",2020-06-20,"01","quantile",0.55,27163+0i
"2020-05-24","4 wk ahead cum case",2020-06-20,"01","quantile",0.6,27639+0i
"2020-05-24","4 wk ahead cum case",2020-06-20,"01","quantile",0.65,28155+0i
"2020-05-24","4 wk ahead cum case",2020-06-20,"01","quantile",0.7,28704+0i
"2020-05-24","4 wk ahead cum case",2020-06-20,"01","quantile",0.75,29294+0i
"2020-05-24","4 wk ahead cum case",2020-06-20,"01","quantile",0.8,29965+0i
"2020-05-24","4 wk ahead cum case",2020-06-20,"01","quantile",0.85,30835+0i
"2020-05-24","4 wk ahead cum case",2020-06-20,"01","quantile",0.9,31461+0i
"2020-05-24","4 wk ahead cum case",2020-06-20,"01","quantile",0.95,32518+0i
"2020-05-24","4 wk ahead cum case",2020-06-20,"01","quantile",0.975,33565+0i
"2020-05-24","4 wk ahead cum case",2020-06-20,"01","quantile",0.99,38742+0i
"2020-05-24","1 wk ahead inc case",2020-05-30,"01","point",NA,2772+0i
"2020-05-24","1 wk ahead inc case",2020-05-30,"01","quantile",0.01,2078+0i
"2020-05-24","1 wk ahead inc case",2020-05-30,"01","quantile",0.025,2263+0i
"2020-05-24","1 wk ahead inc case",2020-05-30,"01","quantile",0.05,2331+0i
"2020-05-24","1 wk ahead inc case",2020-05-30,"01","quantile",0.1,2443+0i
"2020-05-24","1 wk ahead inc case",2020-05-30,"01","quantile",0.15,2515+0i
"2020-05-24","1 wk ahead inc case",2020-05-30,"01","quantile",0.2,2569+0i
"2020-05-24","1 wk ahead inc case",2020-05-30,"01","quantile",0.25,2607+0i
"2020-05-24","1 wk ahead inc case",2020-05-30,"01","quantile",0.3,2645+0i
"2020-05-24","1 wk ahead inc case",2020-05-30,"01","quantile",0.35,2674+0i
"2020-05-24","1 wk ahead inc case",2020-05-30,"01","quantile",0.4,2712+0i
"2020-05-24","1 wk ahead inc case",2020-05-30,"01","quantile",0.45,2744+0i
"2020-05-24","1 wk ahead inc case",2020-05-30,"01","quantile",0.5,2772+0i
"2020-05-24","1 wk ahead inc case",2020-05-30,"01","quantile",0.55,2803+0i
"2020-05-24","1 wk ahead inc case",2020-05-30,"01","quantile",0.6,2839+0i
"2020-05-24","1 wk ahead inc case",2020-05-30,"01","quantile",0.65,2873+0i
"2020-05-24","1 wk ahead inc case",2020-05-30,"01","quantile",0.7,2906+0i
"2020-05-24","1 wk ahead inc case",2020-05-30,"01","quantile",0.75,2946+0i
"2020-05-24","1 wk ahead inc case",2020-05-30,"01","quantile",0.8,2990+0i
"2020-05-24","1 wk ahead inc case",2020-05-30,"01","quantile",0.85,3035+0i
"2020-05-24","1 wk ahead inc case",2020-05-30,"01","quantile",0.9,3087+0i
"2020-05-24","1 wk ahead inc case",2020-05-30,"01","quantile",0.95,3167+0i
"2020-05-24","1 wk ahead inc case",2020-05-30,"01","quantile",0.975,3275+0i
"2020-05-24","1 wk ahead inc case",2020-05-30,"01","quantile",0.99,3445+0i
"2020-05-24","2 wk ahead inc case",2020-06-06,"01","point",NA,2909+0i
"2020-05-24","2 wk ahead inc case",2020-06-06,"01","quantile",0.01,1284+0i
"2020-05-24","2 wk ahead inc case",2020-06-06,"01","quantile",0.025,1547+0i
"2020-05-24","2 wk ahead inc case",2020-06-06,"01","quantile",0.05,1757+0i
"2020-05-24","2 wk ahead inc case",2020-06-06,"01","quantile",0.1,2029+0i
"2020-05-24","2 wk ahead inc case",2020-06-06,"01","quantile",0.15,2238+0i
"2020-05-24","2 wk ahead inc case",2020-06-06,"01","quantile",0.2,2399+0i
"2020-05-24","2 wk ahead inc case",2020-06-06,"01","quantile",0.25,2490+0i
"2020-05-24","2 wk ahead inc case",2020-06-06,"01","quantile",0.3,2577+0i
"2020-05-24","2 wk ahead inc case",2020-06-06,"01","quantile",0.35,2657+0i
"2020-05-24","2 wk ahead inc case",2020-06-06,"01","quantile",0.4,2743+0i
"2020-05-24","2 wk ahead inc case",2020-06-06,"01","quantile",0.45,2821+0i
"2020-05-24","2 wk ahead inc case",2020-06-06,"01","quantile",0.5,2909+0i
"2020-05-24","2 wk ahead inc case",2020-06-06,"01","quantile",0.55,2982+0i
"2020-05-24","2 wk ahead inc case",2020-06-06,"01","quantile",0.6,3068+0i
"2020-05-24","2 wk ahead inc case",2020-06-06,"01","quantile",0.65,3154+0i
"2020-05-24","2 wk ahead inc case",2020-06-06,"01","quantile",0.7,3263+0i
"2020-05-24","2 wk ahead inc case",2020-06-06,"01","quantile",0.75,3393+0i
"2020-05-24","2 wk ahead inc case",2020-06-06,"01","quantile",0.8,3538+0i
"2020-05-24","2 wk ahead inc case",2020-06-06,"01","quantile",0.85,3683+0i
"2020-05-24","2 wk ahead inc case",2020-06-06,"01","quantile",0.9,3800+0i
"2020-05-24","2 wk ahead inc case",2020-06-06,"01","quantile",0.95,4054+0i
"2020-05-24","2 wk ahead inc case",2020-06-06,"01","quantile",0.975,4273+0i
"2020-05-24","2 wk ahead inc case",2020-06-06,"01","quantile",0.99,4902+0i
"2020-05-24","3 wk ahead inc case",2020-06-13,"01","point",NA,2970+0i
"2020-05-24","3 wk ahead inc case",2020-06-13,"01","quantile",0.01,760+0i
"2020-05-24","3 wk ahead inc case",2020-06-13,"01","quantile",0.025,964+0i
"2020-05-24","3 wk ahead inc case",2020-06-13,"01","quantile",0.05,1293+0i
"2020-05-24","3 wk ahead inc case",2020-06-13,"01","quantile",0.1,1576+0i
"2020-05-24","3 wk ahead inc case",2020-06-13,"01","quantile",0.15,1886+0i
"2020-05-24","3 wk ahead inc case",2020-06-13,"01","quantile",0.2,2085+0i
"2020-05-24","3 wk ahead inc case",2020-06-13,"01","quantile",0.25,2229+0i
"2020-05-24","3 wk ahead inc case",2020-06-13,"01","quantile",0.3,2380+0i
"2020-05-24","3 wk ahead inc case",2020-06-13,"01","quantile",0.35,2515+0i
"2020-05-24","3 wk ahead inc case",2020-06-13,"01","quantile",0.4,2672+0i
"2020-05-24","3 wk ahead inc case",2020-06-13,"01","quantile",0.45,2827+0i
"2020-05-24","3 wk ahead inc case",2020-06-13,"01","quantile",0.5,2970+0i
"2020-05-24","3 wk ahead inc case",2020-06-13,"01","quantile",0.55,3118+0i
"2020-05-24","3 wk ahead inc case",2020-06-13,"01","quantile",0.6,3296+0i
"2020-05-24","3 wk ahead inc case",2020-06-13,"01","quantile",0.65,3508+0i
"2020-05-24","3 wk ahead inc case",2020-06-13,"01","quantile",0.7,3712+0i
"2020-05-24","3 wk ahead inc case",2020-06-13,"01","quantile",0.75,3895+0i
"2020-05-24","3 wk ahead inc case",2020-06-13,"01","quantile",0.8,4197+0i
"2020-05-24","3 wk ahead inc case",2020-06-13,"01","quantile",0.85,4484+0i
"2020-05-24","3 wk ahead inc case",2020-06-13,"01","quantile",0.9,4725+0i
"2020-05-24","3 wk ahead inc case",2020-06-13,"01","quantile",0.95,5177+0i
"2020-05-24","3 wk ahead inc case",2020-06-13,"01","quantile",0.975,5623+0i
"2020-05-24","3 wk ahead inc case",2020-06-13,"01","quantile",0.99,7034+0i
"2020-05-24","4 wk ahead inc case",2020-06-20,"01","point",NA,3461+0i
"2020-05-24","4 wk ahead inc case",2020-06-20,"01","quantile",0.01,412+0i
"2020-05-24","4 wk ahead inc case",2020-06-20,"01","quantile",0.025,531+0i
"2020-05-24","4 wk ahead inc case",2020-06-20,"01","quantile",0.05,859+0i
"2020-05-24","4 wk ahead inc case",2020-06-20,"01","quantile",0.1,1154+0i
"2020-05-24","4 wk ahead inc case",2020-06-20,"01","quantile",0.15,1566+0i
"2020-05-24","4 wk ahead inc case",2020-06-20,"01","quantile",0.2,1775+0i
"2020-05-24","4 wk ahead inc case",2020-06-20,"01","quantile",0.25,1990+0i
"2020-05-24","4 wk ahead inc case",2020-06-20,"01","quantile",0.3,2278+0i
"2020-05-24","4 wk ahead inc case",2020-06-20,"01","quantile",0.35,2568+0i
"2020-05-24","4 wk ahead inc case",2020-06-20,"01","quantile",0.4,2785+0i
"2020-05-24","4 wk ahead inc case",2020-06-20,"01","quantile",0.45,3078+0i
"2020-05-24","4 wk ahead inc case",2020-06-20,"01","quantile",0.5,3461+0i
"2020-05-24","4 wk ahead inc case",2020-06-20,"01","quantile",0.55,3865+0i
"2020-05-24","4 wk ahead inc case",2020-06-20,"01","quantile",0.6,4265+0i
"2020-05-24","4 wk ahead inc case",2020-06-20,"01","quantile",0.65,4720+0i
"2020-05-24","4 wk ahead inc case",2020-06-20,"01","quantile",0.7,5132+0i
"2020-05-24","4 wk ahead inc case",2020-06-20,"01","quantile",0.75,5494+0i
"2020-05-24","4 wk ahead inc case",2020-06-20,"01","quantile",0.8,5861+0i
"2020-05-24","4 wk ahead inc case",2020-06-20,"01","quantile",0.85,6297+0i
"2020-05-24","4 wk ahead inc case",2020-06-20,"01","quantile",0.9,6885+0i
"2020-05-24","4 wk ahead inc case",2020-06-20,"01","quantile",0.95,8101+0i
"2020-05-24","4 wk ahead inc case",2020-06-20,"01","quantile",0.975,9217+0i
"2020-05-24","4 wk ahead inc case",2020-06-20,"01","quantile",0.99,10671+0i
"2020-05-24","1 wk ahead cum death",2020-05-30,"01","point",NA,621+0i
"2020-05-24","1 wk ahead cum death",2020-05-30,"01","quantile",0.01,602+0i
"2020-05-24","1 wk ahead cum death",2020-05-30,"01","quantile",0.025,604+0i
"2020-05-24","1 wk ahead cum death",2020-05-30,"01","quantile",0.05,607+0i
"2020-05-24","1 wk ahead cum death",2020-05-30,"01","quantile",0.1,609+0i
"2020-05-24","1 wk ahead cum death",2020-05-30,"01","quantile",0.15,612+0i
