0.1478033212,0.08696433398,93694.9629,-24.58129884
0.2155980592,0.116462519,80438.44561,-54.48182041
0.2385856326,0.1242419355,111795.2806,-26145.05448
0.208465224,0.1310795134,97036.32469,-29.16997225
0.2489098023,0.1272150776,125990.8702,-33242.72213
0.2442467105,0.1382776936,150996.8314,-25773.42986
0.1627699853,0.09597109273,92020.04003,-131.8377051
0.1914084651,0.1002288122,79322.48428,-192.8832672
0.1929711686,0.1286022934,110238.3482,-422.525199
0.25554605,0.1264041823,73712.97404,-51.69176116
0.2313607197,0.1249476804,102660.5937,-17549.84202
0.1970288471,0.1163109621,89819.69268,374.0884056
0.2156778489,0.1218894872,84659.5752,-406.7851872
0.1934162752,0.1143773959,90514.1591,-156.4116847
0.1488346154,0.1013358458,3205958,-20872.77675
0.1816915546,0.1009018612,84948.9445,-187.0715139
0.2704900908,0.1700022691,130373.9993,-12532.38147
0.2113585094,0.1218017823,86717.59871,-146.5779505
0.2212788505,0.1284484556,86595.05353,-39.22083342
0.1654395569,0.1065936119,104527.3596,-0.4975347226
0.227284732,0.1171441954,77232.83872,-5.564288137
0.200266153,0.1313453755,207548.5802,-16097.00936
0.2217774935,0.1154676832,77347.19112,-130.2461263
0.3161838457,0.1577261613,138855.2921,-40211.65814
0.2473003976,0.1414036121,164042.7419,-26666.89078
0.3002257858,0.1644385752,79005.34681,-127.6009937
0.2027649048,0.1116344164,82446.15334,-258.0106517
0.1878841122,0.1236519879,341156.2563,-19999.39316
0.2534447889,0.134434284,138919.6785,-31279.36738
0.2428716258,0.1346799191,119684.676,-21787.01395
0.1652356178,0.1021138027,129666.5284,-10505.52431
0.2521073096,0.1194454006,123871.913,-42944.91668
0.2977209196,0.1709352245,134360.4657,-22651.34981
0.1256925419,0.07971529127,336115.186,-20524.01327
0.2043761755,0.1201707762,88814.97103,-73.6530887
0.2166533159,0.1333949282,94414.38994,-314.058169
0.1960402624,0.1084771631,126773.5339,-21802.60048
0.2068786218,0.1201827142,126062.5216,-17354.77772
0.2598446039,0.1391444788,124008.4692,-27271.69886
0.2447874033,0.1467991348,93782.42619,-3276.781997
0.2402299233,0.1333540903,81728.42413,96.8398913
0.2001308659,0.1267185919,259972.0435,-21353.31793
0.1554850937,0.1112773634,294168.9338,-11107.20122
0.2068415066,0.1036514423,75434.10155,224.5903733
0.1822828144,0.09887033138,82515.08385,-100.2783573
0.2300104376,0.1362176242,88490.27178,-131.5846463
0.2148153062,0.1405005874,103961.1581,-100.0901238
0.175436452,0.09199106736,80845.32614,-40.55050554
0.2151009483,0.1208064374,272009.0441,-33398.80921
0.2101341474,0.122925201,88244.86713,-115.6268519
0.157398284,0.1038498935,109306.7753,-19.28601789
0.08829373623,0.07947869996,3205958,-326.2215392
0.2449737127,0.1431359006,132166.9522,-19569.98497
0.1223720338,0.08755398797,138387.3034,-132.7008244
0.1976489613,0.1244579055,97804.93088,-8.910205771
0.2809357386,0.16470504,116228.9628,-15996.35606
0.2349180324,0.1274657771,129466.4455,-26303.09591
0.1574728333,0.1174557805,148415.7245,-45.33482733
0.1414977386,0.09334707878,112633.5534,-188.4150685
0.1857165791,0.1110574666,91941.47449,-153.83531
0.2471096477,0.1510067795,133032.7101,-15398.99848
0.1341526174,0.09299486706,128249.8093,-128.6752975
0.1254635858,0.08403169748,120995.7323,-214.0595862
0.2253695561,0.1179957324,106360.6042,-22828.73353
0.08251735435,0.07106004172,3205958,-2009.569444
0.2896149571,0.1620135644,128763.4932,-24189.08205
0.2078777067,0.1333686382,182839.5467,-16212.18982
0.2233069096,0.1256514124,147966.594,-25369.7901
0.2578564636,0.1479530313,151450.6506,-24555.98617
0.2572458342,0.1453716581,112067.8327,-17719.04108
0.2083319047,0.1251556883,155059.4991,-19446.99244
0.2391492208,0.1460798666,158141.3841,-18971.35302
0.1626819436,0.1042776867,104309.3498,-67.4730272
0.1883042745,0.1054851955,138917.6949,-23198.85917
0.2321814082,0.1318576927,100349.6024,-11811.14937
0.2647081662,0.1452625049,128892.7493,-25703.78419
0.2564006151,0.1345752935,131326.5269,-30863.91401
0.2101274073,0.1312164464,95580.59479,-159.0612215
0.2281268096,0.1254501028,116655.1516,-21439.96342
0.1339787765,0.08905862661,116761.8898,-81.22649404
0.2275531744,0.1360908718,165855.3779,-21485.13629
0.1558778579,0.1114735335,131876.937,18.77408476
0.2432148393,0.1415046729,119357.2794,-16654.89955
0.09018497491,0.08073403767,3205958,-575.1077477
0.1573128005,0.09793881487,98961.34913,19.83520341
0.2105856,0.1323070537,96122.05516,-61.75568188
0.1921469385,0.1062824048,144062.2325,-25374.01267
0.3089397997,0.1626608424,119966.0767,-29164.69641
0.2516693243,0.154639437,154702.2308,-18289.77224
0.2607624409,0.144926793,113529.8624,-19977.21776
0.1748897354,0.09240774878,80538.93992,26.38486353
0.1877569239,0.127796425,114044.7117,-128.0909367
0.1370474979,0.08837004192,108585.4313,-193.2009371
0.2684607802,0.1522501319,122695.4819,-20862.57781
0.1533138755,0.1127974852,144975.5863,-96.22756415
0.2441405661,0.1415247024,120938.6074,-17615.63262
0.1412440476,0.09087561084,107072.4601,-7.259053833
