"date","positive","death","positiveIncrease","deathIncrease","hospitalized","hospitalizedIncrease","hospitalizedCurrently"
2020-03-04,2,0,0,0,0,0,0
2020-03-05,2,0,0,0,0,0,0
2020-03-06,8,0,6,0,0,0,0
2020-03-07,8,0,0,0,0,0,0
2020-03-08,9,0,1,0,0,0,0
2020-03-09,12,0,3,0,0,0,0
2020-03-10,28,0,16,0,0,0,0
2020-03-11,45,0,17,0,0,0,0
2020-03-12,72,0,27,0,0,0,0
2020-03-13,101,1,29,1,0,0,0
2020-03-14,131,1,30,0,0,0,0
2020-03-15,131,1,0,0,0,0,0
2020-03-16,160,1,29,0,0,0,0
2020-03-17,183,2,23,1,20,20,0
2020-03-18,216,2,33,0,26,6,0
2020-03-19,277,2,61,0,42,16,0
2020-03-20,363,4,86,2,44,2,0
2020-03-21,475,5,112,1,49,5,56
2020-03-22,591,6,116,1,58,9,74
2020-03-23,720,7,129,1,72,14,116
2020-03-24,912,11,192,4,84,12,152
2020-03-25,1086,19,174,8,148,64,230
2020-03-26,1430,24,344,5,184,36,278
2020-03-27,1734,31,304,7,239,55,307
2020-03-28,2061,44,327,13,274,35,332
2020-03-29,2307,47,246,3,326,52,358
2020-03-30,2627,51,320,4,414,88,503
2020-03-31,2966,69,339,18,509,95,574
2020-04-01,3342,80,376,11,620,111,698
2020-04-02,3728,97,386,17,710,90,739
2020-04-03,4173,111,445,14,823,113,777
2020-04-04,4565,126,392,15,875,52,783
2020-04-05,4950,140,385,14,924,49,786
2020-04-06,5172,150,222,10,994,70,786
2020-04-07,5429,179,257,29,1079,85,833
2020-04-08,5655,193,226,14,1162,83,848
2020-04-09,6202,226,547,33,1221,59,842
2020-04-10,6510,250,308,24,1312,91,841
2020-04-11,6893,274,383,24,1376,64,822
2020-04-12,7303,290,410,16,1417,41,842
2020-04-13,7691,308,388,18,1493,76,888
2020-04-14,7941,329,250,21,1556,63,878
2020-04-15,8280,357,339,28,1636,80,859
2020-04-16,8675,374,395,17,1693,57,858
2020-04-17,9047,391,372,17,1755,62,843
2020-04-18,9433,411,386,20,1797,42,874
2020-04-19,9730,422,297,11,1813,16,874
2020-04-20,10106,449,376,27,1880,67,861
2020-04-21,10447,486,341,37,2003,123,851
2020-04-22,10878,508,431,22,2123,120,859
2020-04-23,11262,552,384,44,2237,114,1084
2020-04-24,12255,674,993,122,2366,129,1084
