"date","positive","death","positiveIncrease","deathIncrease","hospitalized","hospitalizedIncrease"
2020-04-13,6975,398,371,36,2033,85
2020-04-14,7285,432,310,34,2156,123
2020-04-15,7794,467,509,35,2237,81
2020-04-16,8414,501,620,34,2331,94
2020-04-17,9107,549,693,48,2424,93
2020-04-18,10222,584,1115,35,2519,95
2020-04-19,11602,614,1380,30,2565,46
2020-04-20,12919,656,1317,42,2653,88
2020-04-21,13725,693,806,37,2779,126
2020-04-22,14117,736,392,43,2882,103
2020-04-23,14694,776,577,40,2960,78
2020-04-24,15169,824,475,48,3053,93
2020-04-25,15587,855,418,31,3115,62
2020-04-26,15972,905,385,50,3178,63
2020-04-27,16325,951,353,46,3232,54
2020-04-28,16769,1006,444,55,3340,108
2020-04-29,17303,1047,534,41,3421,81
2020-04-30,18027,1077,724,30,3533,112
2020-05-01,18743,1126,716,49,3634,101
2020-05-02,19335,1167,592,41,3712,78
2020-05-03,19914,1211,579,44,3769,57
2020-05-04,20474,1240,560,29,3809,40
2020-05-05,20969,1278,495,38,3956,147
2020-05-06,21576,1320,607,42,4052,96
2020-05-07,22131,1360,555,40,4140,88
2020-05-08,23016,1399,885,39,4218,78
2020-05-09,23697,1439,681,40,4300,82
2020-05-10,24081,1473,384,34,4351,51
2020-05-11,24777,1499,696,26,4413,62
2020-05-12,25250,1538,473,39,4539,126
2020-05-13,25721,1575,471,37,4618,79
2020-05-14,26357,1602,636,27,4718,100
2020-05-15,26954,1647,597,45,4791,73
2020-05-16,27474,1681,520,34,4870,79
2020-05-17,27923,1716,449,35,4921,51
2020-05-18,28454,1754,531,38,4998,77
2020-05-19,28952,1787,498,33,5117,119
2020-05-20,29436,1816,484,29,5198,81
2020-05-21,30167,1853,731,37,5295,97
2020-05-22,30794,1885,627,32,5379,84
2020-05-23,31408,1928,614,43,5437,58
2020-05-24,31911,1955,503,27,5476,39
2020-05-25,32477,1982,566,27,5511,35
2020-05-26,33006,2002,529,20,5579,68
2020-05-27,33439,2028,433,26,5700,121
2020-05-28,33915,2048,476,20,5811,111
2020-05-29,34566,2075,651,27,5947,136
2020-05-30,35033,2096,467,21,6011,64
2020-05-31,35513,2126,480,30,6049,38
2020-06-01,35984,2156,471,30,6112,63
2020-06-02,36350,2177,366,21,6176,64
2020-06-03,36792,2206,442,29,6251,75
2020-06-04,37282,2228,490,22,6312,61
2020-06-05,37758,2245,476,17,6385,73
2020-06-06,38111,2268,353,23,6460,75
2020-06-07,38476,2279,365,11,6497,37
2020-06-08,38837,2295,361,16,6550,53
2020-06-09,39162,2309,325,14,6620,70
2020-06-10,39575,2322,413,13,6693,73
2020-06-11,40004,2335,429,13,6753,60
2020-06-12,40424,2360,420,25,6814,61
2020-06-13,40851,2381,427,21,6864,50
2020-06-14,41148,2400,297,19,6895,31
2020-06-15,41576,2414,428,14,6948,53
2020-06-16,42010,2422,434,8,7007,59
2020-06-17,42422,2435,412,13,7051,44
2020-06-18,43122,2448,700,13,7104,53
2020-06-19,43731,2465,609,17,7167,63
2020-06-20,44261,2473,530,8,7201,34
2020-06-21,44808,2480,547,7,7242,41
2020-06-22,45537,2497,729,17,7292,50
2020-06-23,46127,2509,590,12,7379,87
2020-06-24,46759,2517,632,8,7447,68
2020-06-25,47651,2526,892,9,7502,55
2020-06-26,48638,2540,987,14,7570,68
2020-06-27,49455,2554,817,14,7624,54
2020-06-28,50309,2570,854,16,7681,57
2020-06-29,51046,2586,737,16,7746,65
2020-06-30,51789,2592,743,6,7839,93
2020-07-01,52865,2609,1076,17,7911,72
2020-07-02,52865,2620,0,11,7911,0
2020-07-03,55257,2632,2392,12,8084,173
2020-07-04,56183,2644,926,12,8111,27
2020-07-05,57150,2659,967,15,8172,61
2020-07-06,57956,2672,806,13,8249,77
2020-07-07,58904,2687,948,15,8383,134
2020-07-08,60181,2699,1277,12,8489,106
2020-07-09,61331,2719,1150,20,8570,81
2020-07-10,62856,2736,1525,17,8701,131
2020-07-11,64214,2756,1358,20,8770,69
2020-07-12,65592,2770,1378,14,8842,72
2020-07-13,66853,2783,1261,13,8915,73
2020-07-14,67995,2796,1142,13,9049,134
2020-07-15,69311,2808,1316,12,9209,160
2020-07-16,70601,2829,1290,21,9324,115
