"date","positive","death","positiveIncrease","deathIncrease","hospitalized","hospitalizedIncrease"
2020-04-13,3428,154,87,10,993,19
2020-04-14,3555,170,127,16,1049,56
2020-04-15,3721,183,166,13,1091,42
2020-04-16,3875,197,154,14,1121,30
2020-04-17,4053,206,178,9,1153,32
2020-04-18,4199,212,146,6,1176,23
2020-04-19,4346,220,147,8,1190,14
2020-04-20,4499,230,153,10,1211,21
2020-04-21,4625,244,126,14,1252,41
2020-04-22,4845,248,220,4,1302,50
2020-04-23,5052,258,207,10,1318,16
2020-04-24,5356,263,304,5,1353,35
2020-04-25,5687,266,331,3,1376,23
2020-04-26,5912,272,225,6,1397,21
2020-04-27,6081,281,169,9,1415,18
2020-04-28,6289,300,208,19,1456,41
2020-04-29,6520,308,231,8,1489,33
2020-04-30,6854,316,334,8,1512,23
2020-05-01,7314,327,460,11,1544,32
2020-05-02,7660,334,346,7,1591,47
2020-05-03,7964,339,304,5,1608,17
2020-05-04,8236,340,272,1,1621,13
2020-05-05,8566,353,330,13,1663,42
2020-05-06,8901,362,335,9,1694,31
2020-05-07,9215,374,314,12,1732,38
2020-05-08,9590,384,375,10,1767,35
2020-05-09,9939,398,349,14,1806,39
2020-05-10,10219,400,280,2,1820,14
2020-05-11,10418,409,199,9,1846,26
2020-05-12,10611,418,193,9,1877,31
2020-05-13,10902,421,291,3,1908,31
2020-05-14,11275,434,373,13,1939,31
2020-05-15,11685,445,410,11,1977,38
2020-05-16,12187,453,502,8,2018,41
2020-05-17,12543,453,356,0,2038,20
2020-05-18,12687,459,144,6,2068,30
2020-05-19,12885,467,198,8,2110,42
2020-05-20,13413,481,528,14,2161,51
2020-05-21,13885,487,472,6,2218,57
2020-05-22,14396,496,511,9,2259,41
2020-05-23,14877,507,481,11,2292,33
2020-05-24,15277,510,400,3,2315,23
2020-05-25,15584,514,307,4,2339,24
2020-05-26,15863,517,279,3,2362,23
2020-05-27,16462,539,599,22,2411,49
2020-05-28,16974,550,512,11,2452,41
2020-05-29,17707,568,733,18,2499,47
2020-05-30,18230,588,523,20,2563,64
2020-05-31,18403,592,173,4,2583,20
2020-06-01,18543,595,140,3,2603,20
2020-06-02,18917,607,374,12,2643,40
2020-06-03,19400,616,483,9,2700,57
2020-06-04,19892,626,492,10,2739,39
2020-06-05,20249,633,357,7,2791,52
2020-06-06,20571,645,322,12,2832,41
2020-06-07,20835,647,264,2,2848,16
2020-06-08,21038,646,203,-1,2860,12
2020-06-09,21308,661,270,15,2904,44
2020-06-10,21593,671,285,10,2943,39
2020-06-11,21926,682,333,11,2976,33
2020-06-12,22246,689,320,7,3003,27
2020-06-13,22518,691,272,2,3035,32
2020-06-14,22758,692,240,1,3049,14
2020-06-15,22932,694,174,2,3061,12
2020-06-16,23198,703,266,9,3096,35
2020-06-17,23456,713,258,10,3128,32
2020-06-18,23876,719,420,6,3160,32
2020-06-19,24154,730,278,11,3177,17
2020-06-20,24539,744,385,14,3203,26
2020-06-21,24819,744,280,0,3220,17
2020-06-22,25068,745,249,1,3231,11
2020-06-23,25331,750,263,5,3268,37
2020-06-24,25763,757,432,7,3299,31
2020-06-25,26227,766,464,9,3326,27
2020-06-26,26747,766,520,0,3351,25
2020-06-27,27286,777,539,11,3382,31
2020-06-28,27743,777,457,0,3393,11
2020-06-29,28058,777,315,0,3407,14
2020-06-30,28659,784,601,7,3446,39
2020-07-01,29199,786,540,2,3482,36
2020-07-02,29738,793,539,7,3519,37
2020-07-03,30317,796,579,3,3555,36
2020-07-04,31055,796,738,0,3574,19
2020-07-05,31577,796,522,0,3586,12
2020-07-06,32061,796,484,0,3602,16
2020-07-07,32556,805,495,9,3639,37
2020-07-08,33154,807,598,2,3683,44
2020-07-09,33908,809,754,2,3726,43
2020-07-10,34753,814,845,5,3766,40
2020-07-11,35679,821,926,7,3797,31
2020-07-12,36448,820,769,-1,3824,27
2020-07-13,36942,820,494,0,3850,26
2020-07-14,37906,826,964,6,3892,42
2020-07-15,38727,827,821,1,3923,31
2020-07-16,39627,831,900,4,3968,45
2020-07-17,40507,833,880,2,4031,63
2020-07-18,41485,843,978,10,4082,51
2020-07-19,42315,844,830,1,4107,25
2020-07-20,43018,846,703,2,4129,22
2020-07-21,44135,859,1117,13,4194,65
2020-07-22,44847,865,712,6,4225,31
2020-07-23,45899,878,1052,13,4273,48
2020-07-24,46917,878,1018,0,4327,54
2020-07-25,47870,891,953,13,4368,41
2020-07-26,48827,892,957,1,4394,26
2020-07-27,49417,893,590,1,4420,26
2020-07-28,50179,906,762,13,4493,73
2020-07-29,51049,911,870,5,4539,46
2020-07-30,52108,919,1059,8,4590,51
2020-07-31,52940,934,832,15,4637,47
2020-08-01,54002,947,1062,13,4681,44
2020-08-02,54924,948,922,1,4717,36
2020-08-03,55328,949,404,1,4732,15
2020-08-04,56056,961,728,12,4783,51
2020-08-05,56940,970,884,9,4826,43
2020-08-06,57779,978,839,8,4881,55
2020-08-07,58768,990,989,12,4930,49
2020-08-08,59933,996,1165,6,4980,50
2020-08-09,60554,998,621,2,5000,20
2020-08-10,61061,998,507,0,5031,31
2020-08-11,61785,1006,724,8,5092,61
2020-08-12,62263,1011,478,5,5125,33
2020-08-13,63206,1018,943,7,5170,45
2020-08-14,64227,1025,1021,7,5235,65
2020-08-15,65056,1038,829,13,5275,40
2020-08-16,65741,1039,685,1,5304,29
2020-08-17,66196,1039,455,0,5327,23
2020-08-18,66196,1039,0,0,5380,53
2020-08-19,67493,1060,1297,21,5430,50
2020-08-20,68233,1067,740,7,5469,39
2020-08-21,69059,1068,826,1,5505,36
2020-08-22,70009,1081,950,13,5545,40
2020-08-23,70462,1081,453,0,5558,13
2020-08-24,70854,1081,392,0,5573,15
2020-08-25,71492,1094,638,13,5610,37
2020-08-26,72260,1100,768,6,5651,41
2020-08-27,73138,1111,878,11,5684,33
2020-08-28,73981,1113,843,2,0,0
2020-08-29,74800,1119,819,6,0,0
2020-08-30,75337,1122,537,3,0,0
2020-08-31,75603,1122,266,0,0,0
2020-09-01,76584,1130,981,8,0,0
2020-09-02,77129,1142,545,12,0,0
2020-09-03,77856,1146,727,4,0,0
2020-09-04,79354,1153,1498,7,0,0
2020-09-05,80300,1168,946,15,0,0
2020-09-06,81193,1168,893,0,0,0
2020-09-07,81760,1168,567,0,0,0
2020-09-08,82477,1168,717,0,0,0
2020-09-09,83334,1183,857,15,0,0
2020-09-10,84881,1193,1547,10,0,0
2020-09-11,86250,1197,1369,4,0,0
2020-09-12,87603,1209,1353,12,0,0
2020-09-13,89185,1210,1582,1,0,0
2020-09-14,89956,1210,771,0,0,0
2020-09-15,91304,1220,1348,10,0,0
2020-09-16,92712,1228,1408,8,0,0
2020-09-17,94746,1231,2034,3,0,0
2020-09-18,97279,1238,2533,7,0,0
2020-09-19,99562,1241,2283,3,0,0
2020-09-20,101227,1242,1665,1,0,0
2020-09-21,102498,1244,1271,2,0,0
2020-09-22,104170,1251,1672,7,0,0
2020-09-23,105932,1259,1762,8,0,0
2020-09-24,108324,1265,2392,6,0,0
2020-09-25,110828,1274,2504,9,0,0
2020-09-26,113645,1281,2817,7,0,0
2020-09-27,115862,1281,2217,0,0,0
2020-09-28,117588,1283,1726,2,0,0
2020-09-29,119955,1300,2367,17,0,0
2020-09-30,122274,1327,2319,27,0,0
2020-10-01,125161,1348,2887,21,0,0
2020-10-02,127906,1353,2745,5,0,0
2020-10-03,130798,1372,2892,19,0,0
2020-10-04,132663,1377,1865,5,0,0
2020-10-05,134359,1381,1696,4,0,0
2020-10-06,136379,1399,2020,18,0,0
2020-10-07,138698,1415,2319,16,0,0
2020-10-08,141830,1424,3132,9,0,0
2020-10-09,144818,1440,2988,16,0,0
2020-10-10,147560,1458,2742,18,0,0
2020-10-11,150236,1465,2676,7,0,0
2020-10-12,152192,1474,1956,9,0,0
2020-10-13,155471,1508,3279,34,0,0
2020-10-14,158578,1536,3107,28,0,0
2020-10-15,162325,1553,3747,17,0,0
2020-10-16,166186,1574,3861,21,0,0
2020-10-17,166186,1574,0,0,0,0
2020-10-18,166186,1574,0,0,0,0
2020-10-19,183142,1600,16956,26,0,0
2020-10-20,187828,1633,4686,33,0,0
2020-10-21,192191,1681,4363,48,0,0
2020-10-22,195823,1703,3632,22,0,0
2020-10-23,200466,1745,4643,42,0,0
2020-10-24,205139,1770,4673,25,0,0
2020-10-25,208917,1778,3778,8,0,0
2020-10-26,211928,1788,3011,10,0,0
2020-10-27,217429,1852,5501,64,0,0
2020-10-28,221559,1897,4130,45,0,0
2020-10-29,226704,1948,5145,51,0,0
2020-10-30,232061,1972,5357,24,0,0
2020-10-31,237869,2031,5808,59,0,0
2020-11-01,241422,2047,3553,16,0,0
2020-11-02,244927,2050,3505,3,0,0
2020-11-03,251031,2102,6104,52,0,0
2020-11-04,257287,2156,6256,54,0,0
2020-11-05,263571,2194,6284,38,0,0
