"date","positive","death","positiveIncrease","deathIncrease","hospitalized","hospitalizedIncrease"
2020-04-13,277,8,5,0,32,1
2020-04-14,285,9,8,1,32,0
2020-04-15,293,9,8,0,34,2
2020-04-16,300,9,7,0,35,1
2020-04-17,309,9,9,0,36,1
2020-04-18,314,9,5,0,39,3
2020-04-19,319,9,5,0,37,-2
2020-04-20,321,9,2,0,46,9
2020-04-21,329,9,8,0,42,-4
2020-04-22,335,9,6,0,39,-3
2020-04-23,337,9,2,0,42,3
2020-04-24,339,9,2,0,36,-6
2020-04-25,339,9,0,0,32,-4
2020-04-26,340,9,1,0,14,-18
2020-04-27,345,9,5,0,10,-4
2020-04-28,351,9,6,0,0,0
2020-04-29,355,9,4,0,0,0
2020-04-30,355,9,0,0,0,0
2020-05-01,364,9,9,0,0,0
2020-05-02,365,9,1,0,0,0
2020-05-03,368,9,3,0,0,0
2020-05-04,370,9,2,0,0,0
2020-05-05,371,9,1,0,0,0
2020-05-06,373,10,2,1,0,0
2020-05-07,375,10,2,0,0,0
2020-05-08,378,10,3,0,0,0
2020-05-09,379,10,1,0,0,0
2020-05-10,380,10,1,0,0,0
2020-05-11,380,10,0,0,0,0
2020-05-12,384,10,4,0,0,0
2020-05-13,384,10,0,0,0,0
2020-05-14,384,10,0,0,0,0
2020-05-15,389,10,5,0,0,0
2020-05-16,389,10,0,0,0,0
2020-05-17,389,10,0,0,0,0
2020-05-18,389,10,0,0,0,0
2020-05-19,401,10,12,0,0,0
2020-05-20,402,10,1,0,0,0
2020-05-21,402,10,0,0,0,0
2020-05-22,405,10,3,0,0,0
2020-05-23,409,10,4,0,0,0
2020-05-24,409,10,0,0,0,0
2020-05-25,410,10,1,0,0,0
2020-05-26,412,10,2,0,0,0
2020-05-27,413,10,1,0,0,0
2020-05-28,426,10,13,0,0,0
2020-05-29,431,10,5,0,0,0
2020-05-30,435,10,4,0,0,0
2020-05-31,461,10,26,0,0,0
2020-06-01,469,10,8,0,0,0
2020-06-02,489,10,20,0,0,0
2020-06-03,517,10,28,0,0,0
2020-06-04,525,10,8,0,0,0
2020-06-05,536,10,11,0,0,0
2020-06-06,548,10,12,0,48,0
2020-06-07,556,10,8,0,0,0
2020-06-08,575,10,19,0,0,0
2020-06-09,585,11,10,1,0,0
2020-06-10,605,11,20,0,0,0
2020-06-11,622,11,17,0,0,0
2020-06-12,637,12,15,1,0,0
2020-06-13,666,12,29,0,0,0
2020-06-14,673,12,7,0,0,0
2020-06-15,676,12,3,0,0,0
2020-06-16,688,12,12,0,0,0
2020-06-17,708,12,20,0,0,0
2020-06-18,721,12,13,0,0,0
2020-06-19,734,12,13,0,0,0
2020-06-20,755,12,21,0,0,0
2020-06-21,766,12,11,0,0,0
2020-06-22,774,12,8,0,0,0
2020-06-23,776,12,2,0,0,0
2020-06-24,807,12,31,0,0,0
2020-06-25,830,12,23,0,0,0
2020-06-26,851,14,21,2,0,0
2020-06-27,870,14,19,0,0,0
2020-06-28,898,14,28,0,0,0
2020-06-29,920,14,22,0,0,0
2020-06-30,955,14,35,0,0,0
2020-07-01,993,14,38,0,0,0
2020-07-02,1033,14,40,0,0,0
2020-07-03,1080,15,47,1,0,0
2020-07-04,1128,16,48,1,0,0
2020-07-05,1155,16,27,0,0,0
2020-07-06,1184,16,29,0,0,0
2020-07-07,1202,17,18,1,0,0
2020-07-08,1243,17,41,0,0,0
2020-07-09,1289,17,46,0,0,0
2020-07-10,1344,17,55,0,0,0
2020-07-11,1421,17,77,0,0,0
2020-07-12,1511,17,90,0,0,0
2020-07-13,1573,17,62,0,0,0
2020-07-14,1614,17,41,0,0,0
2020-07-15,1665,17,51,0,0,0
2020-07-16,1728,17,63,0,0,0
