15,15,16,17,17,16,14,11,8,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,16,17,18,18,17,15,12,8,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,18,19,20,20,19,16,13,9,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,20,21,22,22,21,18,15,10,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,21,22,23,23,23,21,19,15,12,10,7,6,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,22,23,24,25,25,25,24,23,22,20,19,17,15,13,11,9,8,6,6,5,5,4,4,4,3,3,3,2,2,1,1,0,0,0,0,0,0,0
22,23,24,25,26,26,26,26,26,25,24,23,21,20,19,18,16,15,14,13,13,12,11,11,10,9,9,8,8,7,6,6,5,5,4,4,4,4,3
23,24,25,26,27,27,27,27,27,26,25,24,23,22,21,20,19,18,17,16,15,15,14,13,13,12,12,11,11,10,9,9,8,8,8,7,7,7,6
24,25,26,27,27,28,28,28,28,27,26,25,25,24,23,22,21,20,19,19,18,17,16,16,15,15,14,14,14,13,12,12,11,10,10,10,9,9,8
25,26,26,27,28,29,29,29,29,28,28,27,26,26,25,24,24,23,22,22,21,21,20,20,20,19,19,19,19,18,18,17,16,16,15,15,14,14,13
25,26,27,28,29,29,29,29,29,29,29,28,28,27,27,27,27,26,26,25,25,25,24,24,24,24,24,24,23,23,23,22,22,22,22,21,21,21,21
26,27,28,29,29,30,30,30,30,30,29,29,29,28,28,28,28,28,28,28,27,27,27,27,27,26,26,26,26,26,25,25,24,24,24,23,23,23,22
27,27,28,29,30,30,31,31,30,30,30,30,29,29,29,29,29,29,29,29,29,29,28,28,28,28,28,28,28,28,28,27,27,27,27,27,26,26,26
27,28,29,30,31,31,31,31,31,31,31,30,30,30,30,30,30,31,30,31,31,31,31,31,31,31,31,32,32,32,32,32,32,32,32,32,32,32,32
28,29,30,30,31,32,32,32,32,32,32,31,31,31,31,32,32,32,32,32,32,33,33,33,33,33,33,34,34,34,34,34,34,34,35,35,35,35,35
29,29,30,31,32,33,33,33,33,33,33,33,33,33,33,33,34,34,34,35,35,36,36,36,37,37,38,39,39,39,40,40,39,39,39,40,40,40,39
29,30,31,32,33,34,34,35,35,36,36,36,37,37,38,39,40,41,41,42,43,44,45,47,48,49,51,53,54,55,56,56,55,55,56,59,61,65,66
30,31,32,33,34,35,37,38,40,41,42,42,43,44,45,47,49,51,52,54,56,58,59,62,64,65,68,72,75,79,82,84,84,85,87,93,98,107,112
31,32,33,34,36,38,41,44,48,50,51,52,53,55,57,60,63,67,69,72,75,79,82,86,89,93,96,102,108,115,122,129,134,139,145,152,161,171,184
32,33,34,35,37,41,46,51,57,62,65,68,70,72,76,82,86,91,96,101,105,111,115,120,124,128,133,141,149,160,169,180,189,198,207,216,227,239,254
33,34,36,37,40,45,51,58,68,75,80,85,89,91,97,105,113,122,131,140,148,157,162,170,175,182,189,201,212,227,242,259,271,286,298,307,313,319,319
34,36,37,38,42,48,55,65,77,86,93,100,107,113,122,132,141,151,161,171,179,187,193,200,208,219,233,253,272,290,309,326,337,349,364,375,387,402,419
38,39,40,41,46,53,63,76,91,102,111,119,127,134,145,158,171,185,198,212,224,236,244,253,262,274,287,308,333,357,380,403,419,429,442,453,471,492,536
