45,45,42,39,36,33,31,29,27,26,24,22,21,20,20,21,21,21,20,19,18,16,15,15,14,14,13,12,11,10,10,9,9,8,8,7,7,6,6,5,5,5
46,47,44,42,38,36,33,31,29,28,26,25,24,24,24,24,25,25,24,23,22,20,19,18,17,16,15,14,13,12,12,11,10,10,9,8,8,7,7,7,6,6
47,48,46,44,40,38,35,33,32,30,28,27,27,26,26,26,26,26,25,24,23,21,20,19,18,17,16,15,14,13,13,12,11,11,10,9,9,8,8,7,7,6
48,49,47,45,43,40,37,35,34,32,31,30,30,29,29,29,28,27,26,25,24,23,21,20,19,18,17,16,15,15,14,13,12,12,11,10,10,9,9,8,8,7
49,50,48,47,44,41,39,37,35,34,33,32,31,31,31,30,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,16,15,14,13,13,12,11,11,10,10,9
49,51,49,48,45,43,40,38,37,35,34,33,33,32,32,32,31,31,30,29,28,27,26,25,23,22,21,20,20,19,18,17,16,15,15,14,13,13,12,11,11,10
50,51,50,48,46,44,41,39,38,37,36,35,34,34,34,33,32,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,17,16,15,14,14,13,12,12,11
50,52,50,49,47,45,42,40,39,38,37,36,36,35,35,34,33,32,32,31,29,28,27,27,26,25,24,23,22,21,20,19,18,18,17,16,15,15,14,13,13,12
50,52,51,50,47,45,43,41,40,39,38,37,37,36,36,35,34,33,32,31,30,29,29,28,27,26,25,24,23,23,22,21,20,19,19,18,17,17,16,15,15,14
51,53,52,51,48,46,44,42,41,40,39,38,38,37,37,36,35,34,34,33,32,31,30,30,29,28,28,27,26,26,25,24,24,23,22,22,21,20,20,19,19,19
51,53,52,51,49,47,45,43,42,41,40,39,39,39,38,38,37,36,35,35,34,34,33,33,32,32,31,31,30,30,30,29,29,28,27,26,26,26,26,26,26,26
51,53,53,52,50,48,45,44,42,41,41,40,41,41,41,42,42,43,43,44,45,45,46,47,48,49,50,51,51,51,51,51,50,50,50,52,57,66,80,103,128,169
52,54,53,52,50,48,46,44,43,42,42,43,46,51,58,68,78,87,94,100,104,105,105,107,107,109,112,116,121,127,133,139,144,149,154,159,170,184,204,229,257,290
52,54,54,53,51,49,47,45,44,44,45,50,58,71,89,107,123,138,145,148,147,146,143,143,146,150,156,165,173,182,190,200,207,215,225,238,252,270,292,314,337,359
52,55,54,54,52,50,48,46,45,46,51,60,74,95,118,142,163,179,186,188,186,183,180,180,183,189,196,204,213,222,231,241,252,265,282,300,321,343,364,383,403,415
53,55,55,54,52,51,49,47,47,50,58,71,91,117,145,174,197,214,223,225,222,219,217,217,221,228,235,245,257,270,285,304,324,345,366,386,406,425,445,468,491,522
53,56,55,55,53,51,49,48,49,55,66,84,111,142,176,208,235,252,261,264,261,257,254,254,256,261,267,277,290,307,327,351,375,401,427,454,480,506,531,556,580,605
53,56,56,55,54,52,50,49,52,60,75,98,131,169,208,244,273,292,301,303,299,294,291,290,291,295,302,312,329,350,373,402,431,458,486,518,547,579,615,659,702,763
54,57,57,56,55,53,52,52,56,67,87,116,154,198,241,280,311,331,340,342,339,334,331,330,331,336,345,360,381,409,439,472,504,533,562,595,628,665,707,752,797,847
55,58,58,57,56,54,53,54,61,77,104,143,190,240,289,330,360,380,388,387,384,379,375,374,376,382,392,409,431,460,497,537,576,617,658,697,735,779,824,882,941,1029
56,59,59,59,58,56,55,58,70,92,128,178,236,293,347,393,427,451,464,471,473,473,470,470,472,475,482,497,518,548,586,630,680,732,786,838,894,950,1009,1078,1148,1240
56,60,61,61,60,59,57,62,76,102,142,199,263,329,390,444,484,514,531,540,542,540,537,535,537,542,554,575,605,641,687,737,790,847,907,963,1022,1081,1136,1193,1250,1312
57,62,62,63,62,61,59,64,80,110,155,220,291,364,435,500,547,586,612,620,618,615,607,604,614,630,650,680,713,745,785,833,888,951,1020,1087,1158,1229,1302,1394,1487,1621
