94,85,74,65,55,47,41,37,35,35,35,35,36,35,32,30,27,24,24,25,25,26,25,24,22,21,20,18,17,16,15,14,14,14,14
94,86,77,68,59,53,48,46,46,47,50,51,52,52,51,49,46,44,41,39,37,35,33,31,30,28,26,24,23,22,20,19,18,17,16
95,87,78,71,64,59,57,57,58,59,60,60,59,57,55,52,50,47,45,43,40,38,36,34,32,31,29,27,26,24,23,21,20,19,18
95,89,81,74,69,66,65,65,66,66,66,65,63,61,58,56,54,51,49,46,44,42,40,37,35,33,31,30,28,26,25,23,22,20,19
96,90,82,76,71,69,68,68,69,69,68,67,65,62,60,57,55,52,50,47,45,43,40,38,36,34,32,30,29,27,26,24,23,21,20
97,91,84,78,73,71,70,70,70,70,69,68,65,63,61,58,56,53,51,48,46,44,41,39,37,35,33,32,30,29,27,26,24,23,22
97,91,85,79,75,72,72,72,72,71,70,68,66,64,62,59,57,55,52,50,48,46,44,42,40,38,36,34,32,31,29,27,26,25,23
98,92,86,80,76,74,73,73,73,73,71,70,68,65,63,61,59,56,54,52,50,47,45,43,41,39,37,35,34,32,30,29,27,26,24
98,93,87,82,78,75,75,75,75,74,73,71,69,67,65,63,61,58,56,54,52,49,47,45,43,42,40,38,37,35,33,32,30,29,27
99,93,88,83,79,77,76,76,76,75,74,73,71,69,67,65,63,61,59,57,55,53,51,49,47,45,43,42,40,38,37,35,33,32,30
100,94,88,84,80,78,78,77,77,77,76,75,73,72,70,68,66,64,62,60,58,56,54,53,51,49,47,46,44,43,41,39,37,36,34
100,95,89,85,81,80,79,79,79,79,79,78,77,76,75,74,72,71,69,67,65,63,60,58,57,55,54,52,51,50,49,47,45,43,41
101,96,90,86,83,81,81,82,83,83,84,84,84,85,85,84,83,82,81,79,77,75,74,72,70,69,67,65,63,62,60,58,55,53,51
101,96,91,88,85,85,87,91,95,98,102,103,103,104,105,105,105,105,103,101,97,94,91,88,86,84,82,80,79,76,73,69,65,61,58
101,97,93,90,89,92,98,106,114,122,128,131,132,132,131,128,126,124,122,120,117,115,113,110,107,105,103,100,98,94,90,84,78,72,66
102,98,95,93,95,101,111,122,132,141,148,151,151,151,150,147,145,144,142,139,137,134,132,129,126,123,119,116,112,108,104,98,92,85,77
103,99,98,99,103,113,125,139,152,164,171,175,176,176,174,172,170,168,166,163,159,156,151,147,144,140,137,133,129,125,120,115,109,103,96
103,100,101,104,111,124,140,157,173,187,197,202,204,204,202,199,196,193,189,185,181,176,171,167,163,159,155,151,146,142,136,131,125,119,110
104,101,105,110,122,139,160,182,202,219,229,234,236,234,231,227,223,219,213,208,202,197,192,188,184,180,176,171,165,159,152,146,139,133,124
104,103,110,119,135,157,183,210,236,256,269,274,274,269,264,258,252,246,240,233,227,221,217,213,210,207,203,197,190,184,177,171,165,159,151
106,107,120,135,159,187,219,251,281,303,320,328,329,325,317,307,297,288,280,273,266,261,256,253,250,246,240,234,226,218,211,204,196,189,179
107,110,128,150,181,216,253,287,316,336,350,357,359,356,351,342,332,323,314,306,300,296,292,288,285,280,274,266,258,249,240,232,225,218,213
108,113,139,166,205,249,295,337,372,395,409,413,410,403,393,382,373,365,360,356,353,351,349,343,338,332,325,316,306,295,284,274,267,260,259
