4,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1
5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2
5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,7,7,7,7,8
5,5,5,5,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,7,7,7,8,8,8,9,9,9,9,9,10,11,12,14
5,5,5,6,6,6,6,6,6,5,5,5,5,5,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8,8,9,9,10,10,10,11,11,12,12,13,15,16,18
5,5,6,6,6,6,6,6,6,6,5,5,5,5,5,6,6,6,6,7,7,7,7,8,8,8,8,8,9,9,10,10,11,11,12,12,13,14,14,15,17,18,20,22
5,6,6,6,6,6,6,6,6,6,6,5,5,6,6,6,7,7,8,8,8,8,9,9,9,9,9,9,10,10,11,12,12,13,13,14,15,16,17,18,20,21,23,26
5,6,6,6,6,7,7,6,6,6,6,6,6,6,6,7,8,8,9,9,10,10,10,10,10,10,10,11,11,12,12,13,14,14,15,16,17,18,20,21,23,25,28,31
5,6,6,7,7,7,7,7,7,6,6,6,6,6,7,8,9,9,10,11,11,11,11,11,11,11,12,12,12,13,14,14,15,16,17,18,19,21,22,24,26,30,33,38
6,6,6,7,7,7,7,7,7,7,6,6,7,7,8,9,10,11,12,12,13,13,13,13,13,13,13,14,14,14,15,16,17,18,19,20,22,23,25,28,31,35,39,44
6,6,7,7,7,8,8,7,7,7,7,7,7,8,9,10,11,12,13,14,14,15,15,15,15,15,15,15,16,16,17,18,19,20,21,23,24,27,29,32,36,39,43,46
6,7,7,8,8,8,8,8,8,7,7,7,8,9,10,11,13,14,15,16,17,17,17,17,17,17,17,18,18,19,20,20,21,23,24,26,29,32,35,39,43,47,51,54
6,7,8,8,8,9,9,8,8,8,8,8,9,11,12,14,16,17,18,19,20,20,21,21,21,21,21,21,21,22,23,24,26,27,30,33,36,40,44,48,53,57,62,67
6,7,8,9,9,9,9,9,9,9,9,9,10,12,14,16,18,20,22,23,23,23,23,23,23,23,23,24,24,25,26,27,29,31,34,37,40,44,49,53,59,65,71,78
7,8,9,9,10,10,10,10,10,9,9,10,11,13,16,18,21,23,25,26,26,26,26,26,26,26,26,26,26,27,29,31,33,36,39,42,46,51,56,62,68,74,80,85
