5,12,18,24,31,37,45,53,62,72,82,92,101,109,115,120,125,128,132,135,138,140,142,145,147,148,150,152,153,155,156,157,158
6,13,21,28,36,44,54,64,74,84,94,103,111,118,123,128,132,136,140,144,147,150,153,156,158,161,163,165,167,169,170,172,173
7,15,24,33,42,52,62,72,83,93,103,113,121,130,137,145,151,157,163,168,173,177,181,185,189,193,197,200,204,207,210,213,216
8,18,28,39,50,60,71,82,92,103,113,122,131,140,149,157,165,172,179,186,192,197,203,208,213,217,221,226,230,233,237,241,244
9,20,31,43,54,65,77,88,98,108,118,128,137,146,155,164,173,181,189,196,203,210,216,222,227,232,238,242,247,251,256,260,263
10,21,33,44,56,68,79,90,101,111,122,132,142,152,162,172,181,190,199,208,216,224,231,238,244,250,256,261,266,271,276,281,286
11,22,34,46,58,69,81,93,104,115,126,137,148,159,169,180,191,201,211,221,230,240,248,257,265,273,280,287,293,299,305,311,317
11,23,35,47,59,72,84,96,108,119,131,142,154,166,178,190,203,214,226,238,249,262,274,286,298,309,319,329,339,348,356,365,374
12,24,36,49,61,74,86,99,112,124,136,148,161,174,188,202,216,230,244,258,272,287,301,317,332,347,361,374,388,401,413,426,439
12,24,37,50,63,76,89,102,114,127,141,154,168,183,198,213,228,243,259,275,293,312,332,353,376,399,422,446,471,496,522,548,572
13,25,38,51,64,78,91,104,118,132,146,161,176,192,208,225,242,260,279,299,319,340,362,384,408,432,458,485,511,538,565,591,618
13,26,39,53,66,80,94,108,122,136,151,167,183,200,218,236,254,274,294,316,338,361,384,409,434,459,486,513,541,568,595,623,651
14,27,40,54,68,82,97,111,126,142,158,175,192,210,228,248,268,288,310,332,355,378,402,427,453,480,509,541,576,614,656,699,748
14,28,41,55,70,84,99,114,130,146,163,181,199,218,237,257,278,299,321,344,368,393,420,449,479,512,547,586,626,670,715,761,810
15,28,43,57,72,87,102,118,134,151,169,187,206,225,245,267,289,312,336,361,388,415,444,475,509,545,586,630,677,728,782,837,893
15,29,44,59,74,89,105,122,139,156,174,193,214,235,257,279,303,327,352,378,407,436,469,505,543,583,628,674,723,776,833,889,951
16,30,46,61,77,94,110,127,145,163,183,204,226,249,273,297,322,347,373,401,431,463,499,538,579,622,668,715,765,819,879,939,1009
16,32,49,65,82,99,117,134,153,174,195,218,243,267,293,318,343,368,395,423,454,489,528,571,616,664,712,763,817,874,934,996,1062
17,34,53,71,89,108,127,146,167,188,211,236,261,286,313,340,367,394,422,452,486,524,568,616,667,719,772,825,881,941,1005,1071,1142
18,37,59,79,100,121,142,163,186,209,233,258,285,311,338,366,396,426,458,492,529,569,615,664,716,772,830,890,952,1015,1081,1148,1222
19,42,67,91,115,139,164,188,213,239,264,290,317,345,374,405,439,474,512,553,596,642,691,744,801,861,924,989,1056,1126,1199,1272,1348
20,46,74,101,128,155,182,207,232,258,284,311,338,368,400,434,470,509,551,595,643,693,746,802,863,928,1000,1080,1168,1259,1358,1459,1569
22,52,84,114,144,173,200,227,253,279,305,334,363,396,430,467,504,545,587,634,685,740,801,867,937,1013,1098,1188,1281,1378,1468,1558,1630
