0,1,2,4,5,7,8,10,12,14,16,18,20,22,24,26,28,30,33,35,37,38,40,41,43,44,44,45,46,47,48,49,49,50,50,51,51,52,52,52,53,53,53,53
0,1,3,5,6,8,10,12,14,16,18,20,22,25,27,29,31,34,36,38,41,43,45,47,48,49,50,51,52,52,53,53,54,54,55,55,56,56,56,57,57,57,57,58
0,2,4,5,7,9,11,14,16,18,20,22,24,27,29,31,34,36,39,41,43,45,47,49,50,51,53,54,55,56,57,58,59,60,61,62,62,63,64,64,64,65,65,66
0,2,4,7,9,11,13,15,17,19,22,24,26,29,31,34,37,39,42,44,46,48,50,52,54,56,57,59,60,62,63,64,64,65,66,67,67,68,69,70,70,71,72,72
1,3,5,7,9,12,14,16,18,20,23,25,28,30,33,36,38,41,44,46,49,51,53,55,57,59,61,63,64,66,67,69,70,72,73,74,75,76,77,78,79,79,80,81
1,3,6,8,10,12,14,17,19,21,24,26,29,31,34,37,40,43,45,48,51,53,56,58,61,63,65,68,70,72,74,75,77,79,80,81,83,84,85,86,87,89,90,91
1,4,6,8,10,13,15,17,20,22,25,27,30,32,35,38,41,44,47,50,53,55,58,61,64,67,71,74,78,82,85,89,93,96,100,104,108,112,116,119,122,124,127,129
2,4,6,9,11,13,16,18,20,23,25,28,30,33,36,39,42,45,48,51,54,57,60,64,68,72,77,81,86,91,97,102,108,114,121,127,134,141,147,154,161,168,175,183
2,4,7,9,11,14,16,19,21,24,26,29,31,34,37,40,43,46,49,52,56,59,63,67,72,76,81,86,92,97,102,108,114,120,127,133,140,147,154,162,170,178,186,195
2,5,7,9,12,14,17,19,22,24,27,29,32,35,38,41,44,47,51,54,58,62,66,70,75,80,85,90,96,102,108,115,123,131,140,150,160,169,179,189,198,209,219,231
2,5,7,10,12,15,17,20,22,25,27,30,33,36,39,42,45,49,52,56,60,65,69,73,78,83,88,94,101,109,117,127,137,149,160,173,186,201,217,235,254,276,298,322
3,5,8,10,13,15,18,20,23,25,28,31,34,37,40,43,47,50,54,58,62,67,71,77,82,88,95,102,110,119,129,140,152,165,180,197,215,236,259,285,312,341,371,402
3,5,8,11,13,16,18,21,23,26,29,32,35,38,41,44,48,51,55,60,64,69,75,81,87,93,101,108,117,128,139,152,167,183,201,222,245,271,298,328,360,395,431,474
3,6,8,11,14,16,19,21,24,27,29,32,35,38,42,45,49,53,57,62,66,72,77,84,90,97,105,114,124,136,149,164,180,199,219,243,269,298,330,364,401,442,484,533
3,6,9,11,14,17,19,22,25,27,30,33,36,39,43,46,50,54,59,63,69,74,80,87,94,102,111,121,132,144,158,174,192,213,237,264,293,325,360,398,439,487,535,593
3,6,9,12,14,17,20,22,25,28,31,34,37,40,44,48,52,56,61,66,72,78,84,91,99,107,117,127,138,152,167,185,205,229,255,284,315,349,387,430,478,534,592,660
4,7,9,12,15,18,20,23,26,29,31,34,37,41,45,49,53,58,63,69,75,82,89,97,105,114,124,136,148,163,179,198,220,244,272,303,337,376,420,470,525,585,647,714
4,7,10,13,16,18,21,24,27,29,32,35,39,42,46,50,55,60,66,72,79,86,94,102,112,122,133,146,160,175,193,213,236,262,292,327,365,408,456,511,572,639,709,787
4,7,11,14,16,19,22,25,28,30,33,36,40,44,48,53,58,64,70,76,83,91,99,108,118,129,141,155,170,187,206,227,252,281,314,351,393,442,496,557,624,699,777,866
5,8,11,14,17,20,23,26,29,31,34,38,41,46,51,56,62,68,75,81,89,96,105,114,125,137,151,166,183,202,224,248,274,307,343,385,434,490,554,627,708,797,890,990
5,9,12,15,19,22,25,28,30,33,36,40,44,49,55,61,68,75,82,89,97,106,115,126,138,151,166,182,200,221,245,272,304,340,382,430,485,549,622,705,796,895,997,1104
6,10,13,16,20,23,26,29,32,35,38,42,47,53,59,66,73,80,87,94,102,110,120,132,145,159,175,193,214,237,264,295,330,369,414,467,528,598,680,771,871,976,1086,1194
7,11,14,18,21,24,27,30,33,37,40,45,50,56,63,71,78,86,94,102,110,119,129,140,153,168,186,206,231,259,292,331,376,427,488,555,629,714,812,917,1037,1161,1289,1413
