7,15,20,25,30,36,42,50,62,76,92,110,130,146,161,172,181,188,193,199,203,208,212,216,220,224,227,230,233,235,238,240,242
9,17,24,31,39,50,62,78,94,111,126,140,152,163,172,181,189,197,205,211,218,223,228,232,236,240,243,246,250,252,255,258,260
10,20,30,41,53,67,83,99,114,128,141,152,162,172,180,189,196,203,210,215,221,227,232,237,241,246,250,254,258,261,264,268,271
12,24,37,51,66,81,96,110,123,135,147,158,168,178,187,196,205,213,221,228,234,241,247,252,258,263,268,273,277,281,285,289,293
13,26,41,56,71,86,101,115,128,141,153,164,175,186,196,205,214,223,231,238,246,253,260,266,272,278,283,288,293,298,302,307,311
14,28,43,59,74,89,104,118,132,144,157,169,180,192,203,213,224,233,242,251,259,267,274,281,288,295,301,306,312,318,323,328,334
14,29,45,61,77,92,107,122,136,149,162,175,187,199,211,223,234,245,255,265,274,283,292,300,308,316,323,330,337,343,349,355,361
15,31,47,63,79,94,110,125,139,153,166,179,193,205,218,230,242,253,264,274,284,294,303,311,319,328,335,343,350,357,364,370,377
15,32,48,64,81,96,112,127,142,157,171,184,198,211,224,237,249,261,272,284,294,304,314,324,333,342,351,359,367,375,383,391,398
16,32,49,66,82,98,114,130,145,160,174,189,204,218,232,246,259,272,284,296,308,319,330,341,351,361,371,380,389,398,406,415,423
16,33,50,67,84,100,116,132,148,164,179,194,209,224,239,253,267,280,294,307,320,332,345,357,369,380,391,402,412,422,432,442,451
17,34,51,69,86,103,119,136,152,168,184,200,215,231,246,262,278,295,312,330,347,365,382,400,418,437,457,479,501,523,545,566,584
18,35,53,70,88,105,122,140,157,175,193,212,232,252,273,294,314,335,357,378,400,423,446,469,492,514,535,555,574,594,615,637,659
18,36,54,73,91,109,128,148,169,191,214,238,261,285,307,329,350,371,393,417,441,465,489,512,535,558,581,605,630,654,680,706,736
19,37,57,76,96,117,139,162,186,212,239,266,293,318,342,365,387,408,430,453,477,501,526,550,575,599,624,648,673,698,723,748,775
19,39,62,85,109,135,159,185,211,238,266,295,324,351,377,401,423,445,468,490,513,538,563,588,613,638,662,686,709,733,757,782,810
20,42,68,95,123,151,180,209,237,265,295,324,352,381,408,434,458,483,506,530,553,577,602,625,650,673,697,720,744,769,795,822,849
21,46,76,107,139,170,202,234,264,295,326,356,386,416,445,473,499,525,548,571,594,617,640,664,689,714,740,767,794,820,845,870,893
22,52,87,122,158,194,229,264,298,332,366,399,431,462,491,518,544,568,592,615,639,664,689,716,746,776,808,842,875,907,939,971,1001
24,61,103,144,185,225,263,301,338,375,413,450,485,519,550,579,608,635,663,690,718,747,776,806,836,868,898,928,957,984,1008,1031,1049
25,72,123,172,222,271,318,362,404,445,483,520,556,591,625,657,688,718,747,776,803,830,858,885,913,942,971,1000,1029,1058,1085,1112,1134
26,80,138,193,249,306,360,411,460,504,544,580,614,648,681,714,748,780,811,840,867,891,915,939,965,993,1024,1056,1088,1118,1149,1178,1208
28,86,149,210,274,338,400,457,511,556,595,631,667,704,745,786,827,864,896,924,947,967,989,1013,1042,1076,1114,1152,1189,1222,1254,1284,1318
