0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0
3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1
3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3
3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,5,5,5,5,6,6,6,6,6,5,5,5,6,6,7,7,7,7,7,7,7,6,6,6,6,6,5
5,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,6,6,7,8,8,9,9,9,9,9,8,8,8,9,10,11,12,13,14,14,13,13,14,13,14,13,12,7
5,5,5,5,5,5,5,5,5,5,6,7,7,9,10,11,12,13,14,14,15,15,15,15,14,14,13,13,14,15,17,20,22,24,25,26,26,27,29,30,32,30,27,17
5,5,5,5,5,5,5,5,5,6,7,9,11,14,16,17,19,20,20,21,22,22,22,22,22,22,22,22,23,24,26,29,32,35,38,40,42,46,50,53,56,55,52,39
6,6,6,5,5,5,6,6,6,7,9,11,15,20,23,26,29,30,30,31,31,32,32,32,32,32,32,33,35,37,40,44,47,51,56,60,64,71,77,81,87,89,89,82
6,6,6,6,6,6,6,6,7,8,11,16,22,29,35,39,42,43,43,44,45,45,46,46,46,47,48,50,53,57,61,66,71,76,82,89,97,106,115,124,134,145,155,170
7,7,7,7,7,7,7,7,7,9,13,18,25,35,42,48,52,55,56,56,57,58,58,58,59,59,60,63,67,72,77,84,92,99,106,113,122,130,140,151,163,175,187,199
8,8,7,7,7,7,8,8,8,11,16,23,32,44,54,61,65,68,68,67,67,67,66,66,68,69,71,74,79,85,92,102,112,123,133,143,154,165,178,192,209,228,248,273
