0,1,2,3,5,8,10,14,18,22,25,28,30,32,33,34,35,36,37,38,39,39,40,41,41,41,42,42,43,43,43,43
0,2,3,5,8,11,15,18,22,25,28,30,32,34,35,36,37,38,39,40,41,41,42,43,43,44,44,45,45,45,46,46
1,3,6,8,12,15,19,22,26,28,31,33,35,37,38,40,41,42,43,44,45,46,47,47,48,49,49,50,50,50,51,51
2,5,8,12,16,20,23,27,30,32,35,37,39,41,43,45,46,47,49,50,51,52,53,54,54,55,56,56,57,57,58,58
2,6,10,14,18,22,26,29,32,35,38,40,43,45,47,49,50,52,54,55,56,58,59,60,61,62,63,64,64,65,66,66
3,7,11,15,19,23,27,31,34,37,40,42,45,47,50,52,53,55,57,58,60,61,62,63,64,65,66,67,68,69,69,70
3,7,12,16,20,24,28,32,35,38,41,44,46,49,51,53,55,57,59,61,62,64,65,66,68,69,70,70,71,72,73,73
4,8,12,17,21,25,29,32,36,39,42,45,48,50,53,55,57,59,61,63,64,66,67,69,70,71,72,74,75,76,77,78
4,9,13,17,22,26,30,33,37,40,43,47,50,52,55,57,60,62,64,65,67,69,70,72,73,74,76,77,78,79,80,81
4,9,14,18,23,27,31,35,39,43,46,50,53,57,60,63,66,69,72,75,78,80,83,85,87,89,91,93,95,96,98,100
5,9,14,19,24,28,33,37,42,46,50,55,59,64,68,73,78,83,89,94,99,103,108,112,117,121,126,131,136,140,145,148
5,10,15,20,25,30,35,40,46,52,57,63,69,75,81,89,99,109,121,134,146,158,169,179,190,200,210,220,229,239,247,256
5,10,16,21,27,33,40,47,55,63,72,81,90,100,111,122,134,145,157,169,180,192,203,215,228,241,255,269,283,298,312,325
5,11,17,24,31,39,48,57,67,76,86,96,107,118,130,142,154,165,177,189,201,213,226,240,256,271,288,305,321,337,353,368
6,12,20,29,38,48,59,70,80,91,103,114,125,137,149,161,172,184,196,208,221,235,249,264,280,296,314,331,348,365,381,394
6,14,24,34,45,56,67,79,91,103,115,128,141,153,165,177,188,200,212,225,239,254,271,287,303,319,337,354,374,394,414,434
6,17,29,41,53,66,78,90,103,115,127,139,152,164,176,188,200,212,225,240,255,272,290,308,325,343,363,383,405,427,449,467
7,20,35,49,63,77,91,103,115,127,139,152,164,176,189,201,214,226,241,256,274,292,312,333,354,374,395,416,437,457,478,496
7,25,43,60,76,91,105,118,130,142,155,167,180,193,206,219,233,248,264,280,298,318,340,362,385,407,428,448,467,487,507,530
8,32,52,72,90,107,122,136,150,163,175,188,201,214,228,242,257,274,291,309,329,349,371,394,417,439,461,482,502,524,544,569
9,40,65,89,109,128,145,161,177,193,208,222,236,249,263,278,293,311,329,347,366,386,406,428,451,476,500,524,545,565,584,601
9,46,73,100,122,141,160,178,197,215,233,249,263,277,290,305,321,339,358,377,398,418,438,459,483,507,530,554,575,596,615,636
10,52,83,114,139,162,183,204,224,244,263,282,302,322,342,360,377,391,404,417,431,446,466,490,517,546,577,606,633,658,682,705
