3,11,21,31,41,51,60,69,76,83,90,98,107,117,129,141,153,164,173,181,188,193,198,202,205,209,212,215,217,220,222,224,226,228,230,232,233,234,236
4,13,23,33,43,53,63,73,82,90,99,109,120,131,143,154,165,174,184,192,201,208,216,222,228,234,239,243,247,251,254,258,261,264,266,268,270,272,274
5,14,24,34,45,56,67,77,88,99,110,121,132,144,155,166,177,187,197,206,215,223,230,237,244,250,256,262,267,272,277,281,285,289,292,296,299,302,305
6,16,26,37,47,58,70,81,93,105,117,129,142,155,167,179,190,201,212,222,233,244,255,265,275,284,293,301,309,317,325,331,338,343,349,354,359,364,368
7,17,27,38,49,61,72,84,97,109,121,134,147,159,172,184,197,209,221,234,246,258,270,282,293,303,313,323,332,342,351,359,367,375,383,390,397,403,410
8,18,28,39,51,62,74,87,99,112,125,138,151,164,177,190,203,216,229,242,255,269,281,293,305,316,327,338,349,360,370,381,391,400,410,418,427,436,444
8,18,29,40,52,64,76,89,101,114,128,141,154,168,182,195,208,222,235,248,262,275,288,302,315,327,339,352,364,376,388,400,411,422,432,442,451,460,468
9,19,30,41,53,65,78,90,103,117,130,143,157,171,185,199,212,226,240,254,268,282,296,310,324,337,351,365,379,394,408,422,436,449,462,474,486,498,508
9,20,31,42,54,66,79,92,105,118,132,146,160,173,187,201,215,229,243,258,273,288,303,318,333,348,363,378,395,411,428,445,461,478,494,509,524,539,552
10,20,32,43,55,68,80,93,107,120,134,148,161,175,189,204,218,233,248,264,280,296,312,327,344,360,378,398,419,441,464,488,512,538,565,593,624,655,689
10,21,33,44,56,69,82,95,108,121,135,149,163,178,192,207,222,237,253,270,287,304,322,340,359,379,400,422,447,475,505,538,574,610,646,682,716,750,784
10,21,33,45,57,70,83,96,109,123,137,151,166,180,195,210,226,242,259,276,294,313,333,353,375,399,423,449,477,507,537,570,604,639,676,715,758,800,848
11,22,34,46,58,71,84,97,111,124,139,153,168,183,198,214,230,247,265,283,303,323,345,367,391,416,442,469,497,528,560,595,635,679,728,782,843,905,977
11,23,35,47,59,72,85,98,112,126,141,156,171,186,202,217,234,252,270,290,310,332,355,379,405,432,461,490,521,554,588,626,670,718,772,833,899,967,1042
12,23,35,48,60,73,87,100,114,129,144,159,174,190,206,222,240,258,277,298,320,343,367,393,421,450,481,513,546,581,618,659,705,758,818,885,956,1030,1106
12,24,36,48,61,74,88,102,116,131,147,162,178,195,211,228,246,265,285,307,330,355,381,409,439,471,505,540,575,612,651,694,744,801,867,942,1023,1108,1199
13,24,37,49,62,76,90,104,119,135,151,167,184,201,218,236,255,275,296,320,344,370,398,427,458,491,526,563,600,641,685,733,788,851,922,1001,1086,1175,1268
13,25,38,50,64,77,92,107,123,139,156,173,191,209,227,246,266,287,310,334,361,389,419,451,483,518,554,592,634,680,731,788,851,918,993,1072,1162,1254,1365
14,26,39,52,65,79,94,110,127,145,164,183,202,221,240,260,280,301,325,350,378,407,438,470,504,541,580,623,671,723,779,840,906,978,1056,1141,1234,1330,1433
15,27,40,53,67,81,97,115,134,154,175,196,216,236,257,277,299,322,348,375,405,437,471,505,542,580,620,665,716,773,835,903,977,1055,1139,1232,1329,1430,1533
16,29,43,56,70,85,102,122,143,167,191,215,238,260,282,304,327,352,379,409,441,476,513,553,594,636,682,732,787,851,921,994,1076,1163,1259,1365,1487,1612,1762
17,31,44,58,72,88,106,127,150,176,204,231,257,282,305,329,353,379,406,436,470,507,549,592,639,687,738,792,854,921,996,1076,1165,1260,1368,1487,1621,1760,1917
18,32,46,60,76,92,112,135,162,191,221,251,279,305,329,353,378,405,436,470,510,556,606,657,713,770,827,887,951,1020,1093,1178,1272,1376,1502,1640,1809,1984,2216
