3,11,20,28,36,44,51,57,63,69,77,85,94,104,114,124,133,143,152,161,168,175,180,184,187,191,194,196,199,201,203,206,208,209,211,213,215,216
4,13,21,30,39,47,55,62,70,78,87,96,108,119,130,139,147,155,161,167,172,178,182,187,191,195,199,203,206,210,213,216,218,220,222,224,226,227
5,14,23,32,41,50,59,67,77,86,96,107,117,127,136,144,152,159,165,172,178,183,189,194,199,203,208,212,216,219,222,226,229,231,234,237,239,241
6,16,25,35,44,54,63,73,83,93,103,113,122,132,140,149,157,164,172,178,185,191,196,202,207,212,217,221,225,229,233,236,239,242,245,248,251,254
7,17,27,36,46,56,66,76,86,96,107,117,126,136,144,152,160,168,175,183,189,196,202,208,213,219,223,228,232,236,240,244,247,251,254,257,260,263
8,18,28,37,48,58,68,78,89,99,109,120,129,139,147,156,164,172,179,187,194,201,208,214,220,226,232,237,242,247,251,255,259,262,266,269,272,275
8,18,29,39,49,59,70,80,91,101,112,122,132,141,150,159,167,175,183,191,198,205,212,218,225,231,237,242,248,253,258,263,268,273,277,281,286,290
9,19,29,40,50,61,71,82,92,103,114,124,134,144,153,162,171,179,187,195,203,210,217,224,230,236,242,248,253,258,264,269,274,279,284,289,294,298
9,20,30,41,51,62,73,83,94,105,116,127,137,147,157,166,175,184,192,201,209,217,225,233,240,248,255,262,268,275,281,286,292,297,302,307,311,316
10,20,31,41,52,63,74,85,96,107,118,129,140,150,160,170,179,188,198,207,216,226,235,244,252,260,268,276,283,289,296,302,308,314,320,326,332,338
10,21,32,42,53,64,75,87,98,109,121,132,143,153,164,175,185,195,205,215,225,235,245,254,264,272,281,289,297,305,313,321,329,336,343,351,358,365
10,21,32,43,54,65,77,88,100,112,124,136,148,160,173,185,198,210,223,236,250,265,280,296,312,328,345,361,379,397,416,435,455,473,489,503,515,523
11,22,33,44,55,67,78,90,102,115,128,142,156,170,185,200,216,232,250,268,286,305,324,344,364,384,405,425,446,467,492,518,543,569,594,616,638,657
11,23,34,45,56,68,80,92,105,120,135,152,169,188,208,229,250,272,294,316,338,359,379,401,423,446,470,496,522,548,574,600,626,652,678,706,734,763
12,23,35,46,58,70,82,96,111,128,146,165,187,209,233,258,283,308,332,355,378,399,421,444,469,494,520,547,573,598,624,651,679,709,740,773,807,842
12,24,35,47,59,72,85,101,118,137,158,182,207,233,260,287,315,340,365,388,411,434,457,483,510,538,567,596,624,652,679,706,733,761,790,819,848,874
13,25,36,48,61,75,90,107,127,149,173,200,227,255,284,312,339,365,391,416,442,468,495,521,549,577,605,634,665,694,723,753,784,815,847,881,916,955
13,26,37,50,63,79,97,118,142,168,196,225,254,283,312,340,367,394,421,449,476,504,531,558,586,614,644,675,706,737,769,799,829,860,892,925,960,998
14,27,38,51,66,83,105,130,158,189,220,251,281,310,340,369,399,429,459,488,517,545,572,599,626,653,681,711,741,773,805,838,870,903,936,972,1008,1050
15,28,40,54,70,90,115,145,178,212,246,279,310,340,370,400,431,462,493,524,554,582,610,637,665,693,723,755,786,819,852,884,917,951,986,1022,1060,1098
16,29,42,58,77,102,132,169,207,246,283,319,353,388,423,458,492,525,556,585,614,642,670,700,730,761,792,824,855,888,921,956,992,1029,1067,1105,1143,1181
17,31,44,61,82,109,143,185,229,271,313,354,392,430,470,509,544,577,608,635,661,689,717,745,776,809,842,876,911,948,984,1020,1056,1091,1124,1157,1189,1221
18,32,46,64,88,118,157,205,257,308,356,401,441,478,515,551,587,620,651,679,704,728,753,782,815,852,895,943,994,1046,1101,1155,1204,1251,1295,1339,1381,1430
