7,21,35,49,63,75,86,98,111,125,141,159,176,194,211,228,243,256,269,279,288,297,305,313,321,327,334,339,344,349,353,357,361,365,368,371,374
9,23,38,53,67,80,94,108,124,141,160,179,198,216,233,250,265,279,291,303,313,324,334,343,352,360,367,374,380,386,392,397,402,407,411,416,420
10,25,40,55,70,85,101,117,135,153,173,192,211,229,245,260,275,288,301,312,324,334,345,354,364,372,381,389,396,404,411,417,424,430,435,441,446
11,27,43,59,75,91,108,126,145,164,184,203,222,240,258,276,293,311,327,343,358,372,385,397,410,421,433,444,454,464,474,483,491,499,507,515,522
12,28,44,61,78,96,114,133,152,172,192,211,231,249,267,285,302,319,336,352,368,384,399,413,427,441,455,468,482,494,507,518,529,539,548,557,566
13,29,46,63,81,99,117,136,156,176,196,216,236,255,274,293,312,331,349,367,385,402,420,436,452,468,483,498,512,525,537,550,561,572,584,595,605
14,30,47,65,82,101,120,139,159,180,200,221,241,261,282,302,322,342,362,382,401,419,438,456,473,491,508,524,540,555,569,583,595,607,619,632,644
14,31,48,66,84,103,122,142,162,182,203,224,245,266,287,308,329,350,371,392,412,433,452,472,490,509,527,544,562,579,596,612,629,645,661,678,694
15,32,50,67,86,105,124,144,164,185,206,227,248,270,291,313,336,358,380,402,424,446,469,491,513,535,557,579,600,622,645,667,688,709,730,750,770
15,33,51,69,87,106,126,146,167,188,209,230,252,274,296,319,343,367,392,417,442,466,491,515,539,564,590,617,644,671,698,725,749,772,795,816,839
16,33,51,70,89,108,128,148,169,190,212,233,256,278,302,326,351,376,403,430,458,487,517,548,581,614,648,683,720,757,795,834,874,915,956,998,1041
17,34,52,71,90,109,130,150,172,193,216,238,261,285,309,335,361,389,418,447,477,507,539,571,605,641,679,717,757,797,838,879,922,968,1018,1069,1128
17,35,53,72,91,111,132,154,176,199,222,246,271,296,323,350,380,411,444,478,513,549,586,628,676,729,786,846,909,971,1035,1104,1179,1258,1341,1429,1516
17,35,54,73,93,114,135,158,181,206,232,261,292,324,358,394,431,468,505,544,583,626,670,721,777,841,910,985,1063,1143,1222,1303,1384,1468,1553,1638,1723
18,36,55,74,95,117,140,165,193,223,255,290,327,364,402,441,479,517,556,596,637,681,730,784,846,914,988,1067,1150,1235,1322,1411,1501,1590,1678,1767,1852
18,37,56,76,97,121,147,177,210,247,285,324,363,402,441,479,519,559,601,645,691,740,794,853,917,987,1062,1142,1229,1318,1410,1501,1596,1688,1788,1889,2006
19,38,57,78,101,128,159,194,232,273,315,356,397,437,477,517,560,603,650,700,753,809,868,930,997,1066,1141,1223,1310,1400,1494,1589,1686,1785,1892,1999,2122
19,39,59,81,107,136,172,212,255,299,344,387,429,471,513,556,602,650,700,753,809,866,927,992,1061,1137,1219,1307,1396,1488,1583,1677,1775,1879,1986,2096,2210
20,40,61,85,113,148,189,234,283,332,379,423,467,511,557,604,653,704,757,811,867,927,992,1063,1140,1224,1312,1401,1491,1584,1677,1777,1881,1994,2108,2226,2343
21,41,64,90,121,159,205,254,308,363,417,468,520,570,621,671,723,775,830,886,946,1011,1083,1160,1245,1335,1428,1523,1623,1724,1829,1936,2045,2150,2256,2360,2464
23,43,67,96,133,177,232,291,353,414,475,533,590,646,705,762,823,886,950,1015,1083,1153,1224,1301,1385,1475,1572,1678,1792,1907,2027,2146,2259,2365,2462,2554,2629
24,45,70,101,142,193,256,324,392,460,525,586,645,704,762,819,880,943,1007,1076,1148,1223,1304,1394,1494,1600,1714,1829,1943,2055,2170,2286,2401,2522,2631,2741,2820
25,47,74,110,157,216,288,363,437,509,576,636,695,754,811,871,934,1004,1076,1154,1234,1320,1410,1506,1611,1724,1840,1954,2069,2186,2302,2422,2548,2672,2784,2899,2981
