46,38,31,24,18,14,10,8,7,7,7,7,6,6,6,5,5,4,4,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1
46,38,31,25,19,15,13,11,10,10,10,9,8,7,7,6,5,5,4,4,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1
46,39,32,26,20,16,14,12,12,11,11,10,9,8,7,6,6,5,5,4,4,3,3,3,2,2,2,2,2,1,1,1,1,1,1
47,39,33,27,21,18,16,14,13,13,12,11,10,9,8,7,7,6,5,5,4,4,4,3,3,3,2,2,2,2,2,1,1,1,1
47,40,33,27,22,19,17,15,14,14,13,12,11,10,9,8,7,6,6,5,5,4,4,3,3,3,3,2,2,2,2,2,1,1,1
48,41,34,28,23,19,17,16,15,14,13,12,11,10,9,8,7,7,6,5,5,4,4,4,3,3,3,2,2,2,2,2,1,1,1
48,41,34,29,24,20,18,17,16,15,14,13,11,10,9,9,8,7,6,6,5,5,4,4,4,3,3,3,2,2,2,2,2,1,1
48,41,35,29,24,21,19,17,16,15,14,13,12,11,10,9,8,7,7,6,6,5,5,4,4,3,3,3,3,2,2,2,2,2,1
48,42,35,30,25,22,19,18,17,16,15,14,13,12,11,10,10,9,9,8,8,7,7,6,6,6,5,5,5,4,4,4,4,3,3
49,42,36,30,25,22,20,19,18,17,17,16,15,14,14,13,12,12,12,11,11,10,10,9,9,8,8,8,7,7,7,6,6,6,6
49,42,36,31,26,23,21,20,19,19,18,17,17,16,16,16,15,15,15,15,14,14,14,13,13,13,12,12,12,12,11,11,10,10,9
49,43,37,31,26,24,22,21,21,21,21,21,21,21,21,21,22,22,23,23,22,21,21,20,20,20,20,20,21,21,21,21,21,21,21
50,43,37,32,27,25,25,25,26,28,29,30,31,31,32,33,33,34,34,34,33,33,33,33,32,32,32,32,32,34,35,36,37,38,38
50,43,38,33,30,29,31,35,39,43,46,48,49,49,50,50,50,50,49,48,47,45,44,43,42,42,42,42,42,44,46,48,49,51,51
50,44,38,35,33,34,38,44,51,58,63,66,67,66,66,65,64,63,62,60,58,56,54,54,53,53,53,54,55,56,58,61,63,65,67
50,44,40,37,36,40,46,54,63,71,77,80,81,81,80,78,77,76,74,73,70,68,67,66,66,66,68,69,70,71,73,74,77,79,83
51,44,41,40,42,47,57,67,77,87,94,97,98,97,95,93,91,89,87,84,82,80,78,77,78,79,81,83,84,86,87,88,89,90,91
51,45,43,43,47,56,67,80,91,102,109,112,113,112,110,107,104,102,99,97,94,92,90,89,88,90,91,94,96,98,100,102,104,106,107
51,46,46,48,54,65,78,92,105,116,123,127,128,127,125,122,119,116,114,111,108,105,103,101,101,102,104,107,110,114,117,121,124,126,128
52,47,49,54,63,77,94,110,125,136,143,146,147,145,143,140,137,134,130,127,123,119,117,115,114,116,120,125,131,137,141,145,146,146,142
53,49,56,64,78,97,118,139,156,168,175,177,176,173,170,167,164,160,157,153,149,145,143,141,141,144,149,156,163,169,173,175,174,172,167
53,52,64,77,97,121,146,169,187,199,205,206,204,200,196,192,188,184,180,175,170,165,162,161,162,166,172,181,191,200,205,210,207,203,190
54,55,71,89,116,145,175,201,220,231,236,232,226,220,215,212,211,210,206,201,196,189,184,182,184,188,195,204,214,223,229,234,233,231,221
