0,1,1,2,3,5,6,7,8,9,11,12,13,14,14,15,16,17,17,18,18,19,19,19,20,20,20,21,21,21,21,21,21,22,22
0,1,2,3,4,5,7,8,9,10,11,12,13,14,15,16,17,17,18,19,19,19,20,20,20,21,21,21,22,22,22,22,23,23,23
0,1,2,4,5,6,7,9,10,11,12,13,14,15,16,17,18,18,19,19,20,21,21,21,22,22,23,23,23,23,24,24,24,24,24
0,1,3,4,6,7,8,10,11,12,14,15,16,17,18,18,19,20,21,21,22,22,23,23,24,24,25,25,25,25,26,26,26,27,27
0,2,3,5,6,8,9,10,12,13,14,16,17,18,19,20,20,21,22,22,23,23,24,24,25,25,26,26,26,27,27,27,28,28,28
1,2,4,5,7,8,10,11,13,14,15,17,18,19,20,21,22,23,24,25,25,26,27,27,28,28,29,29,29,30,30,30,31,31,31
1,2,4,5,7,9,10,12,13,15,16,17,19,20,21,22,23,24,25,26,27,28,29,30,30,31,32,32,33,33,34,34,35,35,36
1,3,4,6,7,9,11,12,14,15,17,18,20,21,23,24,25,27,28,29,30,31,33,34,35,37,38,39,40,40,41,42,42,43,44
1,3,4,6,8,9,11,13,14,16,18,19,21,23,24,26,28,30,32,34,36,38,41,43,45,48,50,53,55,58,60,63,66,69,72
1,3,5,6,8,10,12,13,15,17,19,20,22,24,26,28,31,33,35,37,40,43,45,48,51,54,57,60,62,65,68,72,75,79,84
2,3,5,7,8,10,12,14,16,18,20,22,24,26,28,31,33,36,38,41,43,46,49,52,55,58,61,65,68,72,76,80,84,88,93
2,3,5,7,9,11,13,14,16,19,21,23,25,28,30,33,35,38,40,43,46,49,52,55,59,62,66,70,74,78,82,86,91,96,102
2,4,6,7,9,11,13,15,17,19,22,24,26,29,31,34,37,39,42,45,48,51,54,58,62,66,71,76,81,86,91,97,103,108,115
2,4,6,8,10,12,14,16,18,20,23,25,27,30,33,35,38,41,44,47,50,54,58,62,66,71,76,81,86,92,98,104,110,117,124
2,4,6,8,10,12,14,17,19,21,24,27,30,32,35,38,41,45,48,51,54,58,62,66,70,75,80,85,91,97,103,110,117,125,132
2,4,6,8,11,13,15,18,20,23,26,29,32,35,38,41,44,47,51,54,58,61,65,69,74,79,84,89,95,101,108,115,123,132,141
3,5,7,9,11,14,16,19,22,25,28,31,34,37,40,44,47,50,54,57,61,64,68,73,77,82,88,93,99,106,113,121,129,138,146
3,5,7,9,12,15,18,21,24,27,30,34,37,40,43,46,49,53,56,60,64,68,72,77,82,87,93,99,105,112,120,128,137,146,154
3,5,8,10,13,16,19,22,26,29,33,36,39,43,46,49,52,56,59,63,67,72,76,81,86,92,98,105,112,120,128,136,145,154,163
3,6,8,11,14,18,21,25,29,32,36,39,43,46,49,53,56,60,64,68,73,78,83,89,94,100,107,114,122,131,139,148,157,166,176
4,6,9,13,16,20,24,28,33,36,40,44,47,51,55,59,63,67,71,76,81,86,92,98,105,112,119,127,135,144,153,163,173,183,195
4,7,10,14,18,22,27,31,36,40,44,49,53,57,61,64,68,72,77,82,87,93,100,108,117,126,136,145,154,163,173,184,197,211,228
5,7,11,15,20,25,30,35,40,44,49,53,58,62,67,71,75,79,84,89,94,100,108,116,126,137,148,161,175,191,208,228,249,270,294
