3,11,21,32,43,55,67,79,92,104,116,127,138,148,158,167,174,181,187,193,199,206,213,222,231,239,246,254,260,267,272,278,283,287,291,295,298,301,304,306,308,310,312,314,315,317
4,13,23,34,45,57,70,82,95,108,120,132,143,153,163,172,180,188,196,203,211,220,229,237,246,254,262,269,275,282,287,292,297,302,307,311,315,318,321,324,326,328,330,331,333,335
5,14,25,36,48,60,73,86,99,111,123,135,146,157,167,177,186,196,205,215,225,234,243,251,259,267,275,282,289,295,301,306,310,314,318,322,325,328,331,334,336,338,341,343,345,347
6,16,27,38,51,63,76,89,102,114,127,139,150,161,172,183,194,205,215,226,236,245,254,262,270,277,284,291,298,303,309,314,319,323,328,332,335,339,342,344,347,349,351,354,356,358
6,17,28,40,52,65,78,92,105,117,130,142,154,165,177,188,199,210,221,231,241,250,259,268,275,283,291,297,304,310,316,321,326,330,334,339,342,346,349,353,356,358,361,364,367,369
7,17,29,41,54,67,80,93,107,120,132,144,156,168,179,191,202,213,224,234,244,254,263,272,280,288,295,302,309,316,322,328,333,338,343,347,352,356,359,363,366,370,373,375,378,381
8,18,30,42,55,68,81,95,108,121,134,147,158,170,181,193,204,215,227,237,248,258,267,276,285,293,301,309,317,324,331,337,343,348,354,358,363,367,371,374,378,381,383,386,388,391
8,19,31,43,56,69,82,96,110,123,136,149,161,172,184,196,207,219,230,241,251,261,271,280,289,297,306,314,322,329,336,343,350,356,361,367,371,376,380,384,388,392,396,399,402,406
8,19,31,44,57,70,83,97,111,124,137,150,162,174,186,198,210,221,233,244,255,265,275,284,293,302,310,318,326,334,341,348,355,362,368,373,379,384,389,394,398,403,407,410,414,418
9,20,32,44,57,71,85,98,112,126,139,152,164,176,188,200,212,224,236,247,258,269,279,288,297,306,315,324,333,342,350,358,366,373,380,386,392,398,404,410,415,420,426,430,435,439
9,20,33,45,58,72,86,100,114,127,141,154,166,178,191,203,215,227,239,251,262,273,283,293,303,313,323,333,344,355,367,378,390,401,413,424,434,445,455,467,479,492,507,520,535,546
9,21,33,46,59,73,87,101,115,129,142,155,168,180,193,205,217,230,242,254,266,277,288,299,310,322,334,347,360,373,387,402,416,431,446,461,476,492,509,527,549,571,596,619,643,660
10,21,34,47,60,74,88,102,117,130,144,157,169,182,194,207,220,232,245,258,270,282,294,307,320,333,346,360,374,389,405,421,439,458,477,497,517,538,558,580,602,625,648,675,702,735
10,22,35,48,61,75,90,104,118,132,146,159,171,184,196,209,222,235,248,261,275,288,302,315,329,343,358,373,389,405,422,441,461,481,504,527,550,575,599,623,646,670,694,720,747,781
11,23,35,49,62,76,91,105,120,134,148,161,173,186,198,211,225,238,253,267,282,296,311,325,340,355,371,388,406,424,443,463,484,506,530,554,578,604,630,654,680,705,732,761,790,824
11,23,36,49,63,78,92,107,121,135,149,162,175,188,200,214,228,242,258,273,288,304,319,335,351,368,386,404,423,443,463,483,504,527,550,575,601,628,655,682,710,738,766,797,828,864
12,24,37,50,64,79,93,108,123,137,151,164,177,190,203,217,232,247,263,279,295,311,327,344,361,379,398,418,438,459,480,501,524,547,571,595,621,648,677,707,738,770,802,834,866,898
12,25,38,51,66,80,95,110,124,139,152,166,179,192,206,221,236,253,270,288,305,322,339,356,374,392,411,431,452,473,495,517,540,563,589,616,644,674,706,739,772,806,841,879,917,961
13,25,39,52,67,81,96,111,126,140,154,168,181,195,210,225,242,259,277,296,315,334,353,371,390,409,428,449,470,493,516,540,564,589,616,644,675,706,739,772,808,846,887,928,972,1014
14,26,40,54,68,83,98,113,128,143,157,171,185,199,215,231,250,269,289,310,331,351,372,392,411,431,451,471,492,515,539,565,592,622,654,687,720,753,786,820,856,895,938,986,1035,1088
15,28,42,56,71,86,101,117,132,146,161,175,190,206,223,243,264,286,309,332,354,375,397,418,439,460,482,505,529,556,586,617,651,684,718,752,786,820,855,892,932,973,1019,1069,1119,1177
16,29,44,58,73,89,104,120,135,150,165,180,196,213,233,256,280,305,330,354,377,399,421,443,464,487,511,537,566,598,632,667,701,736,772,808,847,885,925,964,1004,1044,1088,1141,1194,1267
17,31,46,61,76,92,108,124,140,155,170,186,202,221,243,268,295,322,349,375,398,419,440,462,484,509,536,567,600,635,672,711,752,794,837,882,925,971,1017,1065,1114,1165,1214,1268,1322,1386
