0,0,1,2,3,5,8,11,13,16,18,19,20,21,22,23,24,24,25,25,26,26,27,27,27,28,28,28,29,29,29,29
0,1,2,4,6,9,12,14,17,19,21,22,24,25,26,26,27,28,29,29,30,30,31,31,32,32,32,33,33,33,34,34
0,2,4,6,9,12,14,17,19,20,22,23,24,25,26,27,28,29,30,30,31,31,32,32,33,33,34,34,35,35,35,35
1,3,6,8,11,14,16,18,20,22,24,26,27,28,29,30,31,32,33,34,34,35,36,36,37,37,38,38,39,39,40,40
1,4,7,9,12,15,17,19,22,23,25,27,28,30,31,32,34,35,36,37,38,39,39,40,41,41,42,43,43,44,44,45
2,4,7,10,13,15,18,20,22,24,26,28,29,31,32,34,35,36,37,39,40,40,41,42,43,44,44,45,46,46,47,47
2,5,8,11,13,16,18,21,23,25,27,29,30,32,33,35,36,38,39,40,41,42,43,44,45,46,46,47,48,48,49,49
2,5,8,11,14,17,19,22,24,26,28,30,32,34,35,37,38,39,41,42,43,44,45,46,47,48,49,49,50,51,52,52
3,6,9,12,15,17,20,23,25,27,29,31,33,35,37,39,40,42,43,44,46,47,48,49,50,51,52,53,53,54,55,56
3,6,9,12,15,18,21,24,27,29,32,34,36,38,40,42,44,45,47,48,50,51,53,54,56,57,58,59,60,62,63,64
3,6,10,13,16,19,23,26,30,33,37,40,44,48,51,55,59,62,66,70,74,77,81,85,88,92,96,99,102,106,109,113
3,7,10,14,17,21,25,30,34,39,44,50,56,63,71,79,87,97,107,117,128,139,149,159,170,181,193,207,221,236,251,264
3,7,11,16,21,27,35,43,51,60,69,80,91,103,116,129,142,155,169,181,194,208,223,238,256,274,292,309,324,338,351,363
4,8,15,23,32,42,54,67,80,94,107,121,134,146,158,170,182,195,208,221,235,249,265,282,300,318,335,353,370,388,405,422
4,10,20,31,44,59,74,90,106,121,136,151,164,178,190,202,214,225,237,249,263,278,294,311,329,347,366,386,406,428,451,476
4,14,28,42,59,75,93,110,127,144,161,176,191,203,215,226,237,248,261,276,293,311,330,349,368,387,406,425,445,463,482,496
4,18,35,52,70,88,106,124,142,160,177,194,209,224,238,252,267,282,299,316,334,351,368,385,402,420,438,456,475,493,512,529
5,24,44,64,83,103,121,139,157,176,193,211,228,244,260,275,292,309,327,345,362,380,397,414,432,452,471,491,512,531,551,569
5,28,52,75,97,119,139,158,177,195,213,231,249,266,283,301,318,335,352,370,388,406,424,442,461,481,502,524,547,572,598,626
6,36,64,92,116,139,160,180,199,217,236,254,273,293,312,331,350,368,386,403,420,438,457,477,498,521,543,567,592,618,644,673
6,48,82,115,143,169,192,215,236,258,281,304,326,348,368,387,404,420,437,454,473,493,516,539,565,589,612,637,660,688,716,757
7,61,101,141,172,201,227,253,278,303,329,354,377,399,419,438,457,476,498,521,544,566,587,609,630,652,675,700,724,753,780,817
7,73,120,166,203,236,267,297,326,355,383,408,433,456,478,500,522,544,567,589,610,631,651,671,691,712,734,757,782,808,835,862
