0,2,3,5,7,8,10,11,13,15,17,19,20,22,23,24,25,25,26,26,27,27,27,28,28,28,28,29,29,29,29,29,29,29,29
0,2,4,6,8,10,12,14,16,18,20,21,22,24,25,25,26,27,27,28,28,28,29,29,29,29,30,30,30,30,30,30,30,30,30
0,2,5,7,9,11,13,15,17,19,21,22,23,25,26,26,27,28,28,29,29,29,30,30,30,31,31,31,31,31,32,32,32,32,32
1,3,5,8,10,13,15,17,19,21,22,24,25,26,27,28,29,29,30,30,31,31,32,32,32,33,33,33,33,34,34,34,34,34,34
1,4,6,9,11,14,16,18,20,22,24,25,26,27,28,29,30,31,31,32,32,33,33,34,34,34,34,35,35,35,35,35,36,36,36
2,4,7,9,12,14,17,19,21,23,25,26,27,29,30,31,31,32,33,33,34,34,35,35,35,36,36,36,36,37,37,37,37,37,37
2,5,7,10,13,15,18,20,22,24,26,27,29,30,31,32,33,34,34,35,35,36,36,37,37,38,38,38,39,39,39,39,39,40,40
2,5,8,10,13,16,18,21,23,25,27,28,30,31,32,33,34,35,36,36,37,37,38,38,39,39,39,40,40,40,40,41,41,41,41
2,5,8,11,14,17,19,22,24,26,28,29,31,32,34,35,36,37,38,39,40,40,41,42,42,43,43,43,44,44,45,45,46,46,46
3,6,9,11,14,17,20,23,25,27,29,31,33,35,37,38,40,42,43,45,46,47,49,50,51,52,54,55,56,57,58,59,60,61,62
3,6,9,12,15,18,21,23,26,28,31,33,35,38,40,42,44,46,49,51,53,55,57,59,61,62,64,66,67,69,71,72,74,76,77
3,6,9,12,16,19,22,25,28,31,35,39,44,48,54,59,65,71,76,82,88,94,100,107,115,121,128,134,140,146,153,160,169,178,188
4,7,10,13,17,20,25,29,35,41,48,55,63,71,80,89,99,108,118,127,136,146,156,167,179,190,202,212,221,230,238,247,257,268,281
4,7,10,14,19,24,31,38,47,56,65,75,86,97,109,120,131,142,152,162,171,181,190,200,211,221,232,242,254,265,278,292,307,322,337
4,7,11,16,22,29,38,48,59,71,83,95,108,120,132,144,156,168,180,191,201,210,219,229,239,251,265,278,292,305,318,331,344,357,371
4,8,12,18,26,35,46,59,72,85,99,113,127,140,153,166,179,191,201,212,222,232,243,255,268,282,296,310,325,338,351,365,378,391,405
5,8,14,21,31,43,57,71,86,102,116,131,145,159,172,186,198,210,221,232,243,254,266,278,290,303,316,330,345,360,376,392,409,425,441
5,9,16,25,36,51,67,83,100,116,131,146,160,175,189,203,217,231,244,256,268,280,291,302,314,326,340,353,368,384,401,418,435,453,471
5,9,19,29,43,60,78,96,114,131,148,164,179,195,210,225,239,253,267,280,294,307,319,332,346,359,373,387,402,416,431,448,463,479,490
6,11,22,35,52,72,93,114,134,153,170,187,205,221,238,253,268,283,298,312,326,339,353,366,380,394,408,423,438,454,470,486,502,518,532
7,13,28,45,67,92,118,143,166,188,209,230,250,269,287,304,319,333,347,359,371,384,396,410,425,441,458,476,494,511,527,543,557,570,582
7,16,36,58,86,116,145,173,198,220,241,263,284,304,323,341,358,373,387,400,411,422,433,445,460,477,497,518,537,555,571,585,599,612,629
8,18,44,71,105,140,175,207,237,261,284,303,320,336,351,367,382,398,413,427,440,453,466,479,493,509,526,545,565,586,605,623,642,659,681
