3,13,22,30,37,44,49,54,60,66,74,83,93,103,113,121,129,135,141,146,151,155,159,162,164,166,168,170,172,173,175,176,178,180,182,184
5,15,24,32,40,47,54,61,70,80,90,101,112,121,129,136,142,146,151,155,159,162,166,169,172,175,177,180,182,184,186,188,190,191,193,195
7,17,26,35,43,51,60,69,79,89,100,110,119,127,135,142,148,154,160,166,172,177,181,185,189,192,195,198,201,204,207,210,212,215,217,219
8,18,28,38,47,57,67,77,87,97,106,116,125,133,141,148,155,162,168,174,179,184,189,194,199,203,207,211,215,218,222,225,228,231,234,237
9,19,29,39,50,60,70,80,90,101,111,120,129,138,146,154,161,168,174,180,186,192,198,203,208,213,217,222,226,230,234,238,242,246,249,253
9,20,30,41,51,62,73,83,94,104,114,124,133,141,149,157,164,171,178,185,191,197,203,208,213,218,223,228,233,237,241,246,250,254,258,261
10,21,31,42,53,64,75,86,97,107,117,127,136,145,154,162,170,177,184,191,198,204,210,215,221,226,231,236,240,245,249,253,257,260,264,268
10,21,32,43,55,66,77,88,99,110,120,130,139,148,156,164,172,180,187,194,201,207,214,220,226,232,237,243,248,253,258,263,268,272,277,281
11,22,33,44,56,67,78,90,101,111,122,132,142,151,160,169,177,186,194,202,209,217,224,231,237,244,250,256,262,267,273,278,283,288,293,298
11,23,34,45,57,68,80,91,103,114,124,135,145,156,166,176,185,194,203,212,221,229,238,246,254,262,270,277,284,291,298,305,311,317,323,330
12,23,35,46,58,70,82,93,105,116,127,138,149,160,170,181,191,201,212,222,233,244,255,266,277,289,300,312,324,337,349,362,374,386,398,407
12,24,36,48,59,71,83,95,107,119,131,143,155,168,182,196,211,227,243,259,275,292,308,325,342,359,376,394,413,434,456,481,509,539,569,602
12,24,36,49,61,73,86,98,110,123,136,150,165,180,197,215,234,252,271,290,309,328,348,369,389,410,431,455,479,507,535,564,593,619,645,666
13,25,37,50,62,75,88,101,115,129,144,161,179,199,220,241,262,282,302,321,342,363,387,412,438,463,490,518,545,574,603,634,663,692,721,747
13,26,38,51,64,78,92,107,124,141,160,179,200,222,245,267,289,310,331,352,374,399,426,454,484,515,545,576,605,634,663,693,723,754,786,820
14,26,39,52,66,82,99,118,138,160,182,204,226,248,270,291,312,334,357,381,407,434,463,492,523,553,584,614,645,677,709,742,777,811,845,877
15,27,41,55,70,87,107,129,152,177,202,226,249,271,293,315,339,364,391,419,447,475,503,532,561,592,624,656,688,721,755,791,828,866,905,945
15,28,42,57,74,94,116,141,167,194,221,247,272,297,321,345,369,395,423,451,480,509,538,566,596,628,663,701,740,779,817,855,891,926,962,998
16,29,44,61,81,104,130,158,187,216,244,271,297,322,347,372,399,428,459,491,523,553,583,612,642,674,708,745,784,824,864,904,942,982,1021,1066
17,30,47,66,90,117,147,179,211,242,271,299,326,352,379,408,438,469,502,535,566,599,631,663,696,730,765,801,839,877,915,955,995,1038,1081,1131
18,32,52,74,102,136,172,209,245,280,312,343,373,403,434,463,494,525,556,588,621,656,692,729,769,809,848,885,922,956,992,1030,1073,1117,1164,1211
19,33,57,83,115,153,194,235,274,311,346,380,413,446,478,509,539,569,601,632,664,700,738,777,818,860,900,938,976,1014,1056,1106,1161,1221,1286,1351
20,35,60,89,123,166,210,256,300,344,386,426,465,501,535,566,595,623,652,682,716,753,794,835,875,914,953,991,1032,1078,1131,1185,1244,1301,1357,1400
