0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,3,3,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,4,4,4,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,4,5,4,4,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,5,5,5,5,5,4,3,3,2,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,5,5,6,6,6,6,6,6,5,5,5,4,4,4,3,3,3,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
5,5,6,6,6,6,7,7,7,7,7,7,6,6,6,6,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3
5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,4,4
5,6,6,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,6,7
6,6,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
6,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,11,11
6,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,11,11,11,11
7,7,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11
7,7,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,11,11,11,11,11,11,11,12,12,12,12,12,12,12,13,13
7,8,8,9,9,9,10,10,10,10,10,9,9,9,9,10,10,10,10,10,10,11,11,11,11,11,11,11,12,12,12,12,12,13,13,13,13,13,13
8,8,9,9,9,10,11,11,11,12,12,11,11,11,11,11,11,11,12,13,13,14,14,14,14,15,15,15,16,17,17,18,19,19,19,19,19,19,20
8,9,9,10,10,12,13,15,17,18,19,19,19,18,17,17,17,18,19,21,24,25,27,26,26,26,26,26,27,28,29,30,32,33,33,33,32,30,28
9,9,10,10,11,13,16,20,24,28,30,31,32,31,30,30,30,31,33,35,37,38,39,39,39,39,40,41,42,43,45,47,49,51,53,55,56,58,61
9,10,10,11,12,15,20,25,32,38,43,46,48,48,47,47,47,48,50,51,53,53,54,53,54,55,57,58,61,63,65,68,71,75,77,81,84,88,92
10,11,11,12,14,18,24,33,44,53,62,68,72,73,72,72,71,70,71,72,72,72,73,73,75,77,81,84,88,92,97,101,107,111,114,118,121,123,125
11,11,12,13,16,21,30,41,55,67,77,84,88,89,88,87,87,87,88,89,89,90,92,92,95,99,104,108,114,118,124,129,136,141,146,150,152,154,155
11,12,13,13,17,25,37,52,71,89,100,107,109,108,104,103,104,105,107,110,112,112,114,116,120,124,130,135,142,146,151,157,162,166,171,174,176,178,178
