0,2,5,8,11,15,20,25,29,34,40,44,49,54,59,64,70,76,82,88,93,97,100,103,105,107,109,111,112,114,115,116,117,118,118,119,120,120,121,122,122,123
0,3,6,9,13,17,21,26,31,37,42,48,53,59,65,71,77,83,89,94,99,104,108,112,115,118,121,123,125,127,128,130,132,133,135,136,138,139,140,142,143,144
1,3,7,10,14,18,23,28,34,39,45,51,57,63,69,75,82,88,94,100,105,111,116,120,125,129,133,137,140,144,147,150,152,155,157,159,161,162,164,165,167,168
1,4,8,11,16,20,25,31,36,42,48,54,60,67,73,80,87,94,100,107,113,119,124,130,135,139,144,149,153,157,161,164,167,170,173,176,178,180,182,184,186,188
2,5,8,12,17,21,26,32,37,43,49,55,62,69,76,83,90,97,104,111,117,123,130,136,142,148,153,159,164,169,173,178,182,186,189,193,196,199,202,204,207,210
2,5,9,13,17,22,27,33,38,44,51,57,64,71,78,85,92,99,106,113,120,127,134,141,147,154,161,167,174,180,186,192,198,203,207,212,216,220,224,228,232,235
2,6,9,13,18,23,28,33,39,45,52,58,65,72,80,87,94,102,109,117,124,132,141,149,157,166,174,183,192,200,209,216,224,232,240,247,255,263,270,276,283,289
2,6,10,14,18,23,29,34,40,46,53,59,66,73,81,88,96,104,112,120,128,137,146,155,164,174,184,194,205,216,227,239,251,263,274,285,295,305,314,322,330,338
3,6,10,14,19,24,29,35,41,47,54,60,67,75,82,90,98,106,115,123,132,141,151,160,170,181,191,202,214,226,238,251,264,277,291,305,319,332,344,355,365,375
3,7,11,15,20,25,30,36,42,48,55,61,69,76,84,92,101,109,118,127,136,145,155,165,176,187,199,210,223,235,248,262,275,289,303,316,330,344,358,374,390,408
3,7,11,15,20,25,31,36,43,49,56,63,70,78,86,94,103,111,120,130,139,150,160,171,182,194,206,219,233,248,263,278,293,309,325,341,357,375,393,411,430,450
3,7,11,16,21,26,31,37,43,50,57,64,72,79,87,96,105,114,123,133,143,154,165,177,190,203,217,231,246,262,279,297,315,335,356,378,400,423,447,469,493,515
4,7,12,16,21,26,32,38,44,51,58,65,73,81,90,98,108,117,128,138,149,160,172,185,198,212,227,243,259,277,296,315,336,358,381,405,430,456,482,507,531,553
4,8,12,17,22,27,32,38,45,52,59,67,75,83,92,101,111,121,132,143,154,166,179,193,207,223,239,256,274,292,312,333,356,379,404,430,458,487,516,547,578,612
4,8,12,17,22,27,33,39,46,53,60,68,76,85,94,104,114,125,136,147,160,173,187,201,217,234,251,270,288,308,328,351,375,401,428,457,487,518,550,582,614,647
4,8,13,18,23,28,34,40,47,54,61,69,78,87,97,107,118,129,141,153,167,181,196,212,229,247,265,284,304,324,345,368,394,421,449,480,511,543,577,613,649,691
5,9,13,18,23,29,35,41,48,55,63,71,80,90,100,111,123,135,147,160,174,189,206,223,242,261,280,300,321,342,365,390,416,444,474,506,539,575,613,656,698,746
5,9,14,19,24,30,36,42,49,57,65,74,83,94,105,117,130,142,155,169,184,200,217,235,254,274,295,317,339,363,388,414,442,470,501,534,569,607,648,690,732,773
5,10,15,20,25,31,37,43,51,59,67,77,88,99,112,125,138,152,166,181,197,213,231,249,269,289,312,335,360,387,414,442,470,499,531,565,602,642,686,732,779,826
6,10,15,20,26,32,38,45,53,61,71,82,94,107,120,134,149,163,178,194,210,227,246,266,287,310,335,361,388,417,446,476,506,538,572,609,649,691,735,781,826,875
6,11,17,22,28,33,40,47,55,65,76,89,103,117,132,148,163,179,195,212,229,247,267,289,313,340,368,398,428,459,489,520,552,587,624,665,710,759,807,859,911,967
7,12,17,23,29,35,42,49,58,69,81,95,110,127,143,160,177,194,210,227,245,264,285,309,336,365,397,430,464,498,532,564,598,633,671,713,760,808,857,907,956,1009
7,13,18,24,30,37,44,51,61,71,84,100,116,134,153,172,189,208,227,247,268,292,317,344,374,406,439,473,507,540,573,607,645,686,732,782,833,882,928,977,1023,1083
