29,27,26,25,25,25,24,24,24,23,21,18,14,9,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,29,28,28,27,27,27,26,26,25,23,20,16,10,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,30,30,30,29,29,29,28,28,27,25,21,17,11,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,33,32,32,31,31,31,31,30,29,27,23,18,12,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,34,34,33,33,32,32,32,32,30,28,25,20,14,10,6,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,36,35,34,34,34,33,33,33,32,31,28,26,23,20,18,17,16,15,14,13,11,10,9,7,6,6,5,4,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0
38,37,36,36,35,35,35,34,34,34,34,33,32,31,30,29,27,26,25,23,22,21,20,19,17,16,15,13,12,11,9,8,6,6,5,5,5,5,5,4,4,4,3,3
39,38,37,37,36,36,36,35,35,35,35,34,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,15,14,13,13,12,12,11,11,10,10,9,9,8,7
40,39,38,37,37,37,37,36,36,36,35,35,35,34,33,32,31,30,29,29,28,27,26,25,24,23,22,21,20,19,18,17,16,16,15,14,14,13,13,12,12,11,11,10
40,39,39,38,38,38,37,37,37,36,36,36,35,35,34,33,32,31,30,29,29,28,27,26,25,24,23,23,22,21,20,19,18,17,17,16,15,15,14,13,13,12,12,11
41,40,40,39,39,38,38,38,38,37,37,36,36,35,35,34,33,32,32,31,30,29,28,28,27,26,25,24,23,22,21,21,20,19,18,18,17,16,16,15,14,14,13,12
42,41,40,40,39,39,39,39,38,38,38,37,37,36,35,34,34,33,32,32,31,30,29,28,28,27,26,25,24,24,23,22,21,20,20,19,18,18,17,16,16,15,15,14
42,42,41,41,40,40,40,39,39,39,38,38,37,36,36,35,34,34,33,32,31,31,30,29,29,28,27,26,26,25,24,23,22,22,21,21,20,19,19,18,17,16,16,15
43,43,42,42,41,41,41,40,40,40,39,39,38,37,37,36,35,35,34,34,33,33,32,31,31,30,29,29,28,27,26,26,25,24,24,23,22,22,21,20,19,19,18,17
44,43,43,42,42,42,41,41,41,40,40,40,39,39,39,38,38,38,38,37,37,37,37,36,35,35,34,34,33,32,31,30,29,29,29,29,29,28,28,26,25,24,23,22
45,44,44,43,43,42,42,42,42,41,41,41,41,40,40,40,41,41,42,42,43,44,45,45,46,46,46,46,45,44,42,41,41,42,43,45,45,46,47,45,45,43,41,36
46,45,45,44,44,43,43,43,43,42,42,43,43,43,44,44,45,45,46,47,48,48,49,50,50,51,52,52,53,53,54,54,55,56,58,59,60,61,62,63,64,64,65,65
47,46,46,45,45,44,44,44,43,43,44,46,48,50,51,52,54,55,57,59,62,63,65,67,67,67,68,69,68,68,67,68,69,71,76,80,83,85,87,86,86,85,84,81
49,48,47,46,46,46,45,45,45,45,48,51,56,61,65,68,70,72,74,79,83,88,93,97,100,103,105,106,106,106,105,105,109,115,124,133,139,143,146,144,144,142,140,133
50,49,49,48,48,47,47,46,46,47,51,57,64,72,80,85,88,92,95,101,107,115,123,130,136,142,148,152,154,156,155,156,160,168,180,193,204,212,218,219,224,228,233,240
52,51,51,50,50,49,49,49,48,51,57,65,76,90,103,112,120,127,131,137,144,151,160,172,182,195,207,216,219,224,224,226,232,245,261,278,293,308,321,330,341,345,350,340
54,53,53,52,52,52,51,51,51,55,63,74,89,108,124,136,145,154,160,167,176,186,198,212,225,239,251,258,261,266,270,277,288,305,323,346,368,387,406,420,428,430,431,422
57,56,55,55,54,54,54,53,53,58,67,81,99,122,140,155,166,176,184,193,204,217,231,248,264,283,300,312,322,333,339,346,355,369,389,414,442,473,501,514,524,520,509,482
