0,1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,17,17,18,18,18,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,20
0,1,2,4,5,6,8,9,10,11,13,14,15,16,17,17,18,19,20,20,20,21,21,21,21,22,22,22,22,22,22,22,22,22,22,23,23
0,1,3,4,6,7,9,10,11,13,14,15,16,17,18,19,20,20,21,22,22,22,23,23,23,24,24,24,25,25,25,25,26,26,26,26,27
1,2,3,5,6,8,10,11,13,14,16,17,18,19,20,21,22,23,24,24,25,26,26,27,27,28,28,29,29,29,30,30,30,30,31,31,31
1,2,4,6,7,9,10,12,14,15,17,18,19,21,22,23,24,25,26,27,28,28,29,29,30,30,31,31,31,32,32,33,33,33,34,34,34
1,3,4,6,8,9,11,13,14,16,18,19,21,22,23,24,25,26,27,28,29,30,31,31,32,32,33,33,34,34,35,35,35,36,36,36,37
1,3,5,6,8,10,12,13,15,17,19,20,22,23,24,25,27,28,29,30,31,32,33,33,34,35,36,36,37,37,38,39,39,39,40,40,41
1,3,5,7,9,10,12,14,16,18,19,21,23,24,26,27,28,30,31,32,33,34,35,36,37,38,38,39,40,40,41,41,42,42,43,43,44
2,3,5,7,9,11,13,15,17,18,20,22,24,25,27,28,30,32,34,36,38,40,42,44,45,47,49,50,51,53,54,55,57,59,60,62,63
2,4,6,8,9,11,13,15,17,19,21,23,24,26,28,30,32,35,37,40,42,45,48,51,54,57,59,62,65,67,70,73,76,79,83,86,89
2,4,6,8,10,12,14,16,18,19,21,24,26,28,30,32,35,37,40,43,46,50,54,58,62,66,71,77,82,88,94,100,107,114,123,133,146
2,4,6,8,10,12,14,16,18,20,22,25,27,29,32,34,37,40,43,46,50,54,58,63,68,74,80,86,93,101,109,118,127,137,148,160,172
2,4,6,8,11,13,15,17,19,21,23,26,28,31,33,36,39,42,46,49,53,58,62,68,73,79,86,93,101,110,119,128,139,151,165,180,198
3,5,7,9,11,13,15,17,20,22,24,27,29,32,35,38,41,45,49,53,57,62,67,72,78,85,92,100,108,118,128,139,152,165,179,193,208
3,5,7,9,11,13,16,18,20,23,25,28,31,34,37,40,44,48,51,56,60,65,71,76,83,90,97,105,114,124,136,148,161,175,191,207,225
3,5,7,10,12,14,16,19,21,24,27,30,33,36,39,43,46,50,54,58,63,69,74,80,87,95,103,112,122,133,145,159,174,190,209,228,249
3,6,8,10,12,15,17,20,22,25,28,31,34,38,42,45,49,53,57,62,67,73,79,86,93,101,111,121,132,144,156,170,186,204,224,245,270
4,6,8,11,13,15,18,21,24,27,30,33,36,40,44,48,52,56,61,66,72,77,84,91,100,109,119,130,142,155,168,183,199,217,238,260,286
4,6,9,11,14,16,19,22,25,28,32,35,39,42,46,50,55,59,64,70,76,83,90,98,107,116,127,139,152,165,180,195,213,233,255,278,307
4,7,9,12,15,17,21,24,27,31,34,38,42,46,50,54,58,63,69,74,81,88,96,104,114,125,137,150,164,179,195,213,233,255,279,304,329
4,7,10,13,16,19,23,27,31,35,39,43,46,50,54,59,63,69,75,81,88,96,105,115,126,138,152,167,182,199,218,238,261,287,315,344,375
5,8,11,14,17,21,25,29,34,38,42,46,50,53,57,62,67,72,79,86,94,103,113,124,135,149,164,180,199,218,238,260,284,309,339,370,408
6,9,12,16,20,24,29,33,38,42,46,49,53,56,60,65,70,77,84,93,102,111,122,134,148,164,181,201,222,246,271,299,330,363,399,436,478
