3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,6,4,3,2,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,8,8,8,7,7,6,5,4,3,2,2,2,3,3,3,3,3,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,0
8,8,8,8,8,8,8,8,7,7,7,6,6,6,5,5,5,5,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2
8,8,8,8,8,8,8,8,8,7,7,7,6,6,6,5,5,5,5,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2
9,9,9,9,9,9,8,8,8,7,7,7,7,6,6,6,5,5,5,5,4,4,4,4,3,3,3,3,3,3,2,2,2,2
9,9,9,9,9,9,8,8,8,8,7,7,7,6,6,6,6,5,5,5,4,4,4,4,4,3,3,3,3,3,3,2,2,2
10,10,9,9,9,9,9,8,8,8,7,7,7,7,7,6,6,6,5,5,5,5,4,4,4,4,3,3,3,3,3,3,3,2
10,10,10,10,9,9,9,9,8,8,8,8,7,7,7,7,6,6,6,5,5,5,5,5,4,4,4,4,3,3,3,3,3,3
10,10,10,10,9,9,9,9,9,8,8,8,8,8,7,7,7,6,6,6,6,5,5,5,5,4,4,4,4,4,4,3,3,3
11,11,10,10,10,10,9,9,9,9,9,8,8,8,8,8,7,7,7,7,6,6,6,6,5,5,5,5,4,4,4,4,4,3
11,11,11,10,10,10,10,10,10,9,9,9,9,9,9,9,9,8,8,8,8,7,7,7,7,6,6,6,6,6,6,5,5,4
12,12,14,15,15,15,14,13,12,12,12,12,13,13,13,13,13,12,11,11,11,11,11,10,9,9,9,9,9,9,9,9,9,7
12,16,22,26,30,31,30,28,25,23,23,23,24,26,26,26,25,23,22,22,22,22,22,22,21,21,22,22,22,23,23,21,21,16
13,19,30,39,47,50,51,48,44,41,40,40,41,42,42,42,41,39,37,37,36,36,36,36,35,36,37,37,39,41,42,43,44,44
13,23,40,53,66,72,74,72,68,64,63,63,64,65,65,64,63,60,57,56,56,54,55,54,54,54,56,57,59,62,63,64,66,65
14,29,52,72,91,101,106,107,104,102,101,101,100,100,99,97,94,91,87,85,83,81,80,81,81,82,86,87,89,91,92,92,93,95
15,32,60,85,109,121,129,131,129,127,127,127,128,128,127,125,121,117,112,109,106,105,106,108,108,109,112,112,114,116,116,116,116,117
15,36,72,103,134,152,161,164,159,156,155,157,158,160,159,157,150,143,136,131,127,125,127,130,132,134,138,138,141,144,146,144,143,133
