0,1,2,3,4,5,6,7,8,9,10,11,12,14,15,16,16,17,18,18,19,19,20,20,21,21,21,22,22,22,22,23,23,23,23,23,23,24,24
0,1,2,3,4,5,7,8,9,11,12,13,15,16,18,19,20,21,21,22,22,22,23,23,23,24,24,24,24,25,25,25,25,25,25,25,26,26,26
0,1,2,4,5,6,8,9,10,12,13,15,16,18,19,20,21,22,23,24,24,25,26,26,27,27,28,28,28,29,29,29,29,30,30,30,30,30,31
0,2,3,4,6,7,9,10,12,13,15,16,18,20,21,22,24,25,26,27,28,28,29,30,30,31,31,32,32,32,33,33,33,34,34,34,35,35,35
1,2,4,5,6,8,9,11,13,14,16,17,19,21,22,24,25,27,28,29,30,31,32,33,33,34,34,35,35,36,36,36,37,37,38,38,38,39,39
1,2,4,6,7,9,10,12,13,15,17,18,20,22,24,25,27,28,30,31,32,34,35,37,38,39,40,42,43,44,45,46,47,48,49,50,51,52,53
1,3,4,6,8,9,11,12,14,16,18,20,21,23,25,26,28,29,31,33,34,36,38,40,41,43,45,47,48,50,52,54,56,57,59,61,62,63,65
1,3,5,6,8,10,11,13,15,16,18,20,22,24,26,27,29,31,33,35,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,73
1,3,5,7,8,10,12,13,15,17,19,21,23,25,27,29,31,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,65,67,69,71,74,76
2,3,5,7,9,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,57,59,61,63,66,68,70,73,75,77,80
2,4,6,7,9,11,13,14,16,18,21,23,25,27,29,31,33,35,37,39,42,44,46,48,51,53,56,58,60,62,64,67,69,72,74,76,79,82,84
2,4,6,8,9,11,13,15,17,19,21,24,26,28,31,33,36,38,41,44,48,52,56,62,67,73,79,85,90,97,103,111,120,132,145,160,178,196,218
2,4,6,8,10,12,13,15,18,20,22,25,28,31,34,38,42,46,50,55,60,66,71,76,82,88,95,103,112,121,132,144,156,170,186,204,223,244,264
2,4,6,8,10,12,14,16,18,21,24,27,30,34,39,44,49,55,60,66,72,77,83,88,94,100,108,116,125,135,147,160,175,192,211,232,254,277,299
2,5,7,8,10,12,15,17,19,22,25,29,34,38,44,49,55,60,66,72,78,83,89,95,102,110,119,128,139,151,165,180,199,219,241,262,283,303,320
3,5,7,9,11,13,15,18,21,24,28,33,38,43,49,54,60,66,72,78,84,90,96,103,111,120,129,139,151,163,178,196,216,238,260,282,304,325,345
3,5,7,9,11,14,16,19,22,26,31,37,42,48,54,61,67,73,80,86,93,99,106,113,121,130,139,150,162,176,192,211,232,255,278,301,324,348,371
3,5,8,10,12,14,17,20,24,29,35,41,48,54,61,68,75,82,89,95,102,108,115,123,131,139,149,160,173,188,206,227,249,272,296,321,347,373,402
3,6,8,10,13,15,18,22,27,33,39,46,54,61,68,76,84,91,98,105,111,118,125,132,140,149,159,170,184,201,220,241,264,288,314,342,373,404,438
4,6,9,11,13,16,20,24,30,37,44,52,60,68,75,83,91,98,105,112,119,126,134,142,151,161,173,186,202,219,239,261,285,311,339,370,402,435,468
4,7,9,12,15,18,22,28,35,43,51,60,68,76,84,92,100,108,116,124,132,140,148,157,168,179,193,207,225,244,267,292,320,350,382,417,455,494,540
4,7,10,13,16,19,24,30,38,47,57,66,75,83,91,100,108,116,125,133,142,151,160,171,183,196,210,226,243,263,287,313,343,377,414,454,499,545,598
5,8,11,14,17,21,27,34,42,52,62,72,83,92,101,109,116,124,132,140,150,160,171,184,197,212,228,246,266,287,313,340,371,407,450,496,551,608,676
