0,0,1,2,4,5,7,9,11,13,14,16,17,19,21,22,24,25,27,28,29,30,31,32,33,34,35,35,35,36,36,36,36,36,37,37,37,37,37,37,37,37,37,37,37
0,1,2,3,5,6,8,10,12,14,16,18,19,21,22,24,26,27,29,30,32,33,34,35,35,36,36,37,37,38,38,38,39,39,40,40,41,41,41,41,42,42,42,42,42
0,1,2,4,5,7,9,11,13,15,17,19,21,22,24,26,27,29,30,32,33,34,35,36,37,37,38,39,39,40,40,41,41,41,42,42,42,43,43,43,43,44,44,44,44
0,1,3,4,6,8,10,12,14,16,18,20,22,24,26,28,30,31,33,34,36,37,38,39,40,41,42,42,43,43,43,44,44,44,45,45,45,45,46,46,46,46,47,47,47
0,2,3,5,7,8,11,13,15,17,19,21,23,25,27,29,31,33,35,36,38,39,40,41,42,43,43,44,45,45,46,46,47,47,48,48,48,49,49,49,50,50,50,50,50
0,2,4,5,7,9,11,13,16,18,20,22,24,26,28,30,32,34,36,37,39,40,42,43,44,45,46,47,48,48,49,49,50,50,51,51,52,52,52,53,53,53,54,54,54
1,2,4,6,7,10,12,14,16,19,21,23,25,27,29,31,33,35,37,39,40,42,43,45,46,48,49,50,51,52,53,54,55,55,56,56,57,57,58,58,59,59,59,59,60
1,2,4,6,8,10,12,15,17,19,22,24,26,28,30,32,34,36,38,40,42,44,45,47,48,50,51,52,54,55,57,58,59,61,62,63,64,65,66,66,67,67,68,68,69
1,3,4,6,8,11,13,15,18,20,22,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,70,73,76,78,81,84,86,89,91,94,96,98
1,3,5,7,9,11,13,16,18,21,23,25,27,29,31,34,36,38,40,42,44,46,48,51,53,55,57,60,62,65,67,70,72,75,77,80,83,85,88,91,93,96,98,101,103
2,3,5,7,9,11,14,16,19,21,23,26,28,30,32,34,37,39,41,43,45,48,50,52,55,57,60,62,65,68,70,73,76,78,81,83,86,89,92,95,97,100,103,106,109
2,3,5,7,9,12,14,17,19,22,24,26,29,31,33,35,37,40,42,44,47,49,52,54,57,59,62,65,68,71,73,76,78,81,85,88,92,97,102,108,114,123,132,142,154
2,4,6,8,10,12,15,17,20,22,25,27,29,31,34,36,38,41,43,46,48,51,54,56,59,62,64,68,71,74,77,81,84,88,93,99,106,113,121,130,140,150,161,173,187
2,4,6,8,10,13,15,18,20,23,25,28,30,32,34,37,39,42,44,47,50,52,55,58,61,64,67,71,75,79,83,87,92,98,104,110,117,126,135,145,156,169,182,195,208
2,4,6,8,11,13,16,18,21,24,26,28,31,33,35,38,40,43,46,48,51,54,58,61,64,68,72,76,80,85,89,94,100,106,112,120,128,136,146,158,170,184,199,214,232
2,4,6,9,11,13,16,19,22,24,27,29,31,34,36,39,41,44,47,50,53,57,60,64,68,72,76,80,85,90,95,101,107,113,120,128,137,146,157,169,183,198,216,233,254
3,4,7,9,11,14,17,19,22,25,27,30,32,34,37,40,42,45,49,52,55,59,63,67,71,76,80,85,90,96,101,107,113,120,128,137,146,157,169,182,197,213,232,252,273
3,5,7,9,12,14,17,20,23,26,28,30,33,35,38,41,44,47,51,54,58,62,66,71,75,80,85,90,95,100,106,112,119,127,136,146,156,167,180,194,210,229,249,271,293
3,5,7,10,12,15,18,21,24,26,29,31,34,37,40,43,46,50,54,57,62,66,70,75,79,84,90,95,101,107,113,120,127,136,145,156,167,179,193,208,225,245,267,290,315
3,5,8,10,13,16,19,22,25,27,30,33,35,38,42,45,49,54,58,62,66,71,75,80,85,91,97,104,110,117,123,130,138,146,156,167,180,194,209,227,245,266,288,310,335
4,6,9,11,14,17,20,23,26,29,32,35,38,41,45,50,55,60,66,71,76,80,85,90,95,100,106,112,119,126,133,141,150,160,171,184,197,213,231,251,274,299,326,354,386
4,7,9,12,15,18,21,24,27,30,33,36,40,44,49,54,60,66,72,78,84,89,94,99,104,109,115,121,128,135,143,152,162,173,186,201,216,235,257,281,308,337,368,400,434
4,7,10,13,16,19,22,26,29,32,35,39,43,47,53,59,66,72,79,85,91,97,102,108,113,118,125,132,140,149,159,170,183,198,214,234,257,281,308,337,369,404,446,490,547
