2,4,7,11,16,22,29,37,46,55,65,74,82,90,96,101,106,110,114,118,121,125,128,130,133,135,137,139,140,142,144,145
4,7,11,16,24,33,43,54,64,73,81,87,93,98,103,107,111,115,119,122,125,129,131,134,137,139,142,144,146,148,150,152
5,10,17,24,34,43,53,63,71,79,86,92,97,103,109,114,120,125,131,136,141,145,149,152,156,159,162,165,168,170,173,175
6,14,23,32,42,52,61,70,79,87,95,103,110,117,124,131,137,144,150,156,162,167,173,178,183,187,192,196,201,205,209,213
7,16,26,35,45,54,64,72,81,90,98,106,114,121,129,136,143,150,157,163,170,176,182,187,193,198,203,207,212,217,222,226
8,17,27,37,47,56,66,75,84,93,101,110,118,126,134,141,149,156,163,170,176,183,189,195,200,206,211,217,222,227,232,236
8,18,28,38,48,57,67,76,85,95,103,112,121,129,137,145,153,161,169,176,183,190,197,203,210,216,222,227,233,238,244,249
9,19,29,39,49,58,68,77,87,96,105,114,123,131,140,148,156,164,172,179,187,194,201,208,215,221,228,234,240,246,252,257
9,19,30,40,50,59,69,79,88,98,107,116,125,134,143,152,161,170,178,186,195,202,210,217,225,232,239,246,252,259,266,273
10,20,30,40,51,61,71,81,91,101,111,120,130,139,149,158,167,176,186,196,205,214,224,232,241,249,257,265,273,281,288,296
10,20,31,41,52,62,73,83,94,104,115,126,136,147,157,168,178,189,200,211,222,233,244,255,265,275,286,296,306,316,325,335
10,21,32,42,53,64,75,86,98,109,121,133,145,157,170,182,195,208,222,235,249,262,276,290,305,320,336,351,365,380,394,408
11,22,33,44,55,67,79,91,105,119,133,149,165,180,196,211,226,240,255,269,284,300,316,333,351,369,387,406,424,442,461,479
11,23,34,47,59,73,87,101,117,133,149,165,182,199,216,233,250,267,285,302,319,336,352,369,387,406,425,445,464,482,500,518
12,24,38,52,67,83,99,117,134,152,169,186,203,220,238,257,277,296,315,334,352,369,386,404,422,441,461,482,503,522,541,555
12,27,44,61,79,97,116,135,153,172,190,209,228,248,267,286,305,323,342,360,378,397,415,435,454,474,494,514,534,554,574,596
13,31,51,71,91,112,132,152,172,191,210,230,251,272,292,313,332,351,368,387,405,424,443,463,484,505,525,546,566,587,608,630
13,37,60,83,105,128,150,171,192,213,233,254,275,296,316,337,357,377,396,417,437,457,478,500,520,541,560,579,597,617,636,662
14,42,68,94,119,143,166,189,211,234,256,278,299,320,341,362,383,404,424,445,465,485,507,528,550,573,595,616,638,660,682,703
15,49,80,110,138,163,186,209,232,256,280,304,327,349,370,391,411,431,450,470,491,513,535,559,583,608,633,657,682,706,731,753
16,59,95,129,158,185,210,233,257,281,307,333,358,383,407,429,450,471,492,513,537,563,589,617,643,668,691,714,734,753,772,787
17,69,108,147,179,208,234,259,283,308,335,364,394,424,451,476,500,522,544,568,593,617,640,664,685,705,725,746,766,789,813,842
18,76,120,164,200,233,263,294,323,353,383,412,439,465,490,515,540,566,591,616,640,662,684,707,728,751,776,800,826,856,884,922
