31,30,30,31,34,36,39,42,44,45,45,45,44,43,42,40,37,34,30,27,24,23,23,24,24,23,20,18,16,16,17,18,19,18,17,16,14,13,12,11,10,9,9,9,9,9,9,9
32,31,32,33,35,38,41,44,46,47,48,48,47,46,45,43,41,38,35,33,32,33,35,36,37,36,35,33,31,30,29,27,26,25,23,22,21,19,18,17,16,15,14,13,13,12,12,12
33,32,33,34,37,40,43,46,48,49,50,50,50,49,48,46,44,42,41,40,40,41,42,42,42,40,39,37,35,34,32,31,29,28,27,25,24,23,22,21,20,19,18,17,16,15,15,14
34,33,35,37,40,43,47,50,52,53,54,54,53,52,51,50,48,47,46,46,46,47,47,46,45,44,43,41,39,38,36,35,33,32,30,29,28,26,25,24,23,22,21,20,19,18,17,16
34,34,36,38,41,45,48,51,54,55,56,56,55,54,53,52,51,50,49,49,49,49,48,48,47,45,44,43,41,40,38,37,35,34,32,31,29,28,27,26,25,24,23,22,21,20,19,18
35,35,37,39,42,46,50,53,55,56,57,57,57,56,55,53,52,51,51,50,50,50,50,49,48,47,45,44,43,41,40,39,37,36,34,33,32,30,29,28,27,26,25,24,23,22,21,20
35,35,38,40,43,47,51,54,56,58,58,58,58,57,56,55,54,53,52,52,52,51,51,50,49,48,46,45,43,42,41,39,38,36,35,34,33,31,30,29,28,27,26,25,24,23,22,21
36,36,38,41,44,48,52,55,57,59,59,59,59,58,57,56,55,54,54,53,53,52,52,51,50,48,47,46,44,43,42,40,39,38,36,35,34,33,32,31,29,28,27,26,26,25,24,23
36,37,39,41,45,49,52,56,58,60,60,60,60,59,58,57,56,55,55,55,54,54,53,52,51,50,48,47,46,45,44,43,42,40,39,38,37,36,35,34,33,31,31,30,29,28,27,27
37,37,39,42,46,49,53,57,59,61,61,61,61,60,59,58,57,56,56,56,55,55,54,53,52,51,50,49,48,47,46,45,44,42,41,40,39,38,37,36,35,34,33,32,31,31,30,30
37,38,40,43,46,50,54,57,60,61,62,62,62,61,60,59,58,58,58,57,57,56,56,55,54,53,53,52,51,50,50,49,48,47,45,44,43,42,41,40,39,38,37,37,36,36,36,36
37,38,41,43,47,51,55,59,61,62,63,63,63,62,61,60,60,59,59,59,59,59,58,58,58,57,57,57,57,57,57,56,55,54,53,52,51,50,49,48,47,46,46,46,48,50,52,54
38,39,41,44,48,52,56,59,62,63,64,64,64,63,62,61,61,61,61,62,63,65,67,69,71,73,75,77,78,79,79,78,76,75,73,71,70,69,69,68,68,69,70,71,73,75,76,77
38,39,42,45,49,53,57,60,63,64,65,65,65,64,63,63,62,63,65,68,73,79,85,90,94,96,97,98,99,100,101,101,100,97,94,90,87,85,84,85,87,89,92,96,99,100,102,101
39,40,43,46,50,54,58,61,64,65,66,66,66,65,64,64,65,68,72,79,88,97,105,112,116,119,120,121,123,125,126,126,126,123,119,114,110,107,106,106,107,109,112,116,119,122,125,128
39,40,43,47,51,55,59,63,65,67,67,67,67,66,66,66,68,73,81,91,104,117,129,138,144,147,148,149,149,150,151,151,149,146,140,135,130,126,125,126,128,132,135,139,142,147,150,157
39,41,44,48,52,56,61,64,67,68,69,68,68,67,68,69,74,81,93,107,123,139,152,162,168,170,171,172,172,173,174,174,173,169,164,158,153,149,147,148,151,154,158,162,165,170,175,182
40,41,45,48,53,57,62,65,68,69,70,70,69,69,70,73,80,92,107,125,144,161,175,185,190,193,194,195,196,198,199,198,196,192,187,181,176,173,172,174,177,181,186,191,196,202,208,215
40,42,46,50,54,59,63,67,69,71,71,71,71,71,74,80,90,106,125,147,168,188,204,214,220,222,223,223,224,226,227,227,225,222,216,210,205,201,200,201,203,207,211,217,222,228,235,244
41,43,47,51,56,61,65,69,71,73,73,73,73,74,79,87,101,122,146,173,199,221,239,251,257,259,261,262,263,264,264,262,257,251,244,238,233,230,229,230,231,234,239,245,251,259,268,280
41,44,49,53,58,63,68,72,74,76,76,76,76,79,86,100,123,154,190,226,261,288,307,317,321,319,317,313,309,305,303,300,297,295,293,291,288,285,281,279,280,282,286,292,299,307,315,327
43,45,50,55,60,65,70,74,77,78,79,79,79,82,91,109,136,175,218,261,301,332,352,365,370,369,368,364,359,356,354,353,352,350,347,342,336,332,331,332,336,342,348,352,357,361,363,367
43,47,52,57,63,68,73,77,80,82,82,82,81,85,96,117,149,194,245,296,343,379,404,419,423,420,415,408,401,397,397,397,397,397,393,387,381,375,374,377,386,398,410,419,423,420,415,403
