0,0,1,1,2,3,4,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,18,18,19,19,19,19,20,20,20,20,21,21,21,21,22,22,22,22,22,22
0,0,1,2,3,4,4,5,6,7,8,9,10,12,13,14,15,16,17,18,19,20,21,21,21,22,22,23,23,23,24,24,24,24,25,25,25,25,25,26,26,26
0,1,1,2,3,4,5,6,7,8,9,11,12,13,15,16,17,18,19,20,21,21,22,23,24,24,25,25,26,26,26,27,27,27,27,27,28,28,28,28,28,28
0,1,2,3,4,5,6,7,8,10,11,12,13,15,16,17,19,20,21,22,23,24,25,25,26,27,27,28,29,29,30,30,31,31,32,32,33,33,34,34,34,34
0,1,2,3,4,5,7,8,9,10,12,13,14,16,17,18,20,21,22,23,24,25,26,27,28,29,29,30,31,32,32,33,34,34,35,35,35,36,36,37,37,38
0,1,3,4,5,6,7,8,9,11,12,13,15,16,18,19,20,22,23,24,25,27,28,29,30,31,32,33,34,35,36,37,38,39,39,40,41,42,42,43,44,45
0,2,3,4,5,6,8,9,10,11,13,14,16,17,19,20,21,23,24,25,26,28,29,30,31,33,34,35,36,38,39,40,41,41,42,43,44,45,46,47,48,49
1,2,3,4,5,7,8,9,11,12,13,15,16,18,19,21,23,24,25,27,28,29,31,32,33,34,36,37,38,40,41,42,43,44,46,47,48,49,50,52,53,54
1,2,3,4,6,7,8,10,11,12,14,15,17,19,20,22,24,25,27,28,30,31,32,34,35,36,38,39,41,42,43,45,46,48,49,50,52,53,55,56,58,59
1,2,3,5,6,7,9,10,11,13,14,16,18,20,21,23,25,26,28,29,31,33,34,36,37,39,41,42,44,46,47,49,50,52,54,55,57,59,60,62,63,65
1,2,4,5,6,8,9,10,12,13,15,17,18,20,22,24,26,28,29,31,33,35,38,40,42,45,47,50,53,56,60,63,66,70,73,77,80,84,87,91,95,98
1,3,4,5,7,8,9,11,12,14,15,17,19,21,23,25,28,30,32,35,37,40,44,47,52,57,62,67,73,80,87,95,105,116,127,139,152,167,183,202,223,251
1,3,4,5,7,8,10,11,13,14,16,18,20,22,25,27,30,33,36,40,45,49,54,59,65,70,77,83,91,99,109,119,131,144,159,176,196,218,242,266,290,311
2,3,4,6,7,9,10,11,13,15,17,19,21,24,27,30,34,38,42,46,52,57,62,68,74,80,86,94,102,111,122,135,149,164,183,203,225,250,276,306,336,369
2,3,5,6,7,9,10,12,14,15,18,20,23,26,30,34,38,42,47,52,58,63,69,75,82,88,96,104,114,125,138,152,168,186,205,227,250,276,304,333,364,396
2,3,5,6,8,9,11,12,14,16,18,21,25,29,33,38,43,48,54,59,65,71,77,83,89,97,105,114,125,137,151,167,185,205,226,249,274,301,330,363,398,439
2,4,5,7,8,10,11,13,14,17,19,23,27,31,36,42,47,53,59,65,71,77,83,90,97,105,113,123,135,149,165,182,202,222,244,267,293,322,355,395,436,492
2,4,5,7,8,10,12,13,15,17,20,24,29,34,40,46,52,58,65,71,77,84,90,97,105,113,122,133,146,160,177,196,217,239,263,289,318,352,391,438,486,546
2,4,6,7,9,10,12,14,16,19,22,27,32,38,44,51,57,64,71,78,85,93,100,107,114,122,132,143,157,173,191,212,235,258,284,313,346,384,431,483,539,602
3,4,6,8,9,11,13,15,17,20,24,29,36,43,50,57,65,72,79,87,95,103,111,118,127,136,147,159,174,191,210,231,255,280,308,340,378,422,474,534,596,666
3,5,7,9,10,12,14,16,19,23,28,35,42,51,60,69,78,87,96,104,113,121,129,138,147,157,169,183,198,216,237,260,285,314,347,383,427,476,532,592,655,719
3,5,7,9,11,13,15,17,20,25,31,39,48,58,68,79,88,98,108,117,126,135,143,151,160,170,182,196,213,233,255,279,307,338,372,411,457,510,571,642,717,806
4,6,8,10,12,14,16,18,22,27,34,43,54,66,79,91,103,113,123,133,141,149,156,163,171,181,195,212,233,257,283,312,343,377,414,456,506,562,624,690,759,829
