23,20,17,14,12,11,10,10,11,12,13,13,13,12,11,10,9,8,8,7,7,7,6,6,5,5,5,4,4,4,4,3,3
23,20,18,16,14,13,13,14,14,15,15,14,14,13,12,11,11,10,10,9,8,8,7,7,6,6,6,5,5,5,4,4,4
23,21,19,17,16,15,15,16,16,16,16,16,15,14,13,13,12,11,11,10,10,9,9,8,8,7,7,7,6,6,5,5,5
24,22,20,19,18,18,18,18,18,18,18,17,17,16,15,15,14,14,13,12,12,11,11,10,10,9,9,8,8,8,7,7,6
24,22,21,20,19,19,19,19,19,19,19,18,18,17,17,16,15,15,14,14,13,13,12,11,11,10,10,9,9,8,8,7,7
24,23,22,21,20,20,20,19,19,19,19,19,19,18,17,17,16,16,15,15,14,13,13,12,12,11,11,10,10,9,9,8,8
25,23,22,21,21,20,20,20,20,20,20,20,19,19,18,18,17,17,16,15,15,14,14,13,13,12,12,11,11,10,10,9,9
25,24,23,22,21,21,21,21,21,21,21,20,20,20,19,19,18,17,17,16,16,15,15,14,14,13,13,12,12,11,11,10,10
25,24,23,22,22,22,21,21,21,22,22,21,21,21,20,20,19,19,18,18,17,17,16,16,15,15,14,14,13,13,13,12,12
26,24,24,23,22,22,22,22,22,23,23,23,23,22,22,21,21,21,20,20,19,19,19,18,18,18,17,17,17,17,16,16,15
26,25,24,24,23,23,23,24,24,25,26,26,26,26,25,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
26,25,24,24,24,24,24,25,26,27,28,28,29,29,29,29,29,29,29,30,30,30,31,31,31,32,32,32,33,34,35,36,38
26,26,25,24,24,25,25,27,28,30,31,32,32,32,32,33,33,33,34,34,35,35,36,36,37,37,38,39,40,41,42,44,45
27,26,25,25,26,28,30,33,36,38,40,41,40,40,39,38,37,37,37,38,39,40,41,42,43,44,45,47,48,50,52,54,56
27,26,27,27,29,32,35,39,43,46,48,49,49,48,46,45,44,43,44,44,45,46,46,47,47,48,49,50,52,53,55,57,59
27,27,28,30,33,37,42,47,51,54,56,56,56,55,54,52,51,51,51,51,52,53,54,54,55,55,56,57,59,61,63,65,67
28,28,30,33,38,43,49,54,59,62,64,64,63,62,61,59,58,57,58,59,60,61,62,62,62,63,64,65,67,69,71,74,75
28,29,33,37,43,49,55,62,67,70,72,73,72,71,70,69,69,68,68,68,69,69,70,71,71,72,73,75,76,78,81,85,90
28,31,36,42,49,56,64,71,76,80,82,82,82,81,80,79,78,78,78,79,79,80,81,82,82,83,84,85,87,89,92,95,100
28,34,41,49,58,66,75,82,88,91,94,95,95,95,95,95,95,94,94,94,94,94,95,95,96,96,98,99,102,105,109,114,120
29,37,47,58,69,79,90,98,105,111,114,115,115,115,114,113,113,113,112,111,111,110,111,112,114,116,119,122,126,129,133,138,142
30,41,54,67,80,93,104,114,122,128,133,136,137,137,135,133,130,127,125,123,122,122,122,124,128,132,137,142,147,152,156,161,165
30,46,64,81,98,112,123,132,139,143,147,150,152,153,152,151,148,146,143,141,139,139,139,141,145,150,155,161,167,172,178,184,194
