0,1,1,2,3,4,6,7,8,10,11,13,14,16,18,20,22,24,25,27,29,30,31,32,34,34,35,36,37,37,38,38,39,39,40,40,41,41,41,41,42,42
0,1,2,3,4,5,7,8,9,11,13,14,16,18,20,22,24,26,28,30,31,33,34,36,37,38,39,40,41,41,42,43,43,43,44,44,44,44,44,45,45,45
0,1,2,3,5,6,8,9,11,12,14,15,17,19,21,24,26,28,29,31,33,34,36,37,39,40,41,41,42,43,44,44,45,46,46,47,48,48,49,49,50,50
0,1,3,4,5,7,8,10,12,13,15,17,19,21,23,25,27,29,31,33,35,37,39,40,42,43,44,45,46,47,49,50,51,52,53,54,55,55,56,57,58,58
0,2,3,5,6,8,9,11,13,14,16,18,20,22,25,27,29,31,33,35,37,39,40,42,43,45,46,48,49,50,52,53,54,55,57,58,59,59,60,61,62,63
1,2,3,5,6,8,10,11,13,15,17,19,21,23,26,28,30,32,34,36,38,40,42,44,46,47,49,51,52,54,55,56,57,58,60,61,62,63,63,64,65,66
1,2,4,5,7,8,10,12,14,16,18,20,22,24,27,29,31,33,35,37,40,42,44,46,48,49,51,53,54,56,57,59,60,62,63,64,65,67,68,69,70,71
1,2,4,6,7,9,11,12,14,16,18,20,23,25,27,30,32,34,37,39,41,43,45,47,49,51,53,55,56,58,59,61,62,64,65,67,68,69,70,71,73,73
1,3,4,6,8,9,11,13,15,17,19,21,24,26,28,31,33,36,38,40,42,44,47,49,51,53,55,57,58,60,62,63,65,66,68,70,71,73,74,76,77,78
1,3,4,6,8,10,11,13,15,17,20,22,24,27,29,32,34,37,39,41,44,46,49,51,53,56,58,60,62,64,66,69,71,73,75,78,80,82,84,86,88,90
1,3,5,6,8,10,12,14,16,18,20,23,25,28,30,33,35,38,40,42,45,48,50,53,56,59,62,65,69,72,76,80,84,88,91,95,99,102,106,109,113,117
2,3,5,7,8,10,12,14,16,19,21,23,26,29,31,34,36,39,42,45,48,51,54,58,62,65,69,73,77,81,86,90,95,100,106,111,116,121,126,132,138,145
2,3,5,7,9,11,13,15,17,19,22,24,27,30,32,35,38,41,44,48,51,55,59,63,67,72,76,81,86,91,96,102,108,114,120,126,133,139,146,154,161,169
2,4,5,7,9,11,13,15,17,20,22,25,28,31,34,37,40,44,47,51,55,60,65,70,75,80,85,91,96,102,107,114,120,127,134,142,150,158,167,175,184,194
2,4,6,8,10,11,14,16,18,20,23,26,29,32,36,39,43,47,52,56,61,66,71,77,82,88,93,99,105,112,118,124,131,138,146,154,163,172,181,189,198,207
2,4,6,8,10,12,14,16,18,21,24,27,30,34,38,43,48,53,58,63,69,74,79,84,90,95,100,106,112,119,126,133,140,148,157,166,175,184,192,201,209,217
2,4,6,8,10,12,14,17,19,22,25,28,32,37,42,47,53,59,65,71,77,82,87,92,97,102,108,114,121,127,135,142,149,158,167,177,187,196,205,215,223,233
3,5,7,9,11,13,15,17,20,23,26,30,35,40,46,52,59,65,71,77,83,88,93,98,104,109,115,122,128,135,143,150,159,168,178,189,199,210,219,229,239,249
3,5,7,9,11,13,16,18,21,24,27,32,38,44,51,58,65,71,78,84,90,95,101,106,112,117,124,130,137,144,152,161,170,180,190,200,211,221,231,241,251,262
3,5,8,10,12,14,17,19,22,25,29,35,41,48,56,64,71,79,86,92,99,105,112,118,125,131,138,145,152,159,167,175,184,194,204,214,225,236,247,258,270,280
4,6,9,11,13,16,18,21,24,28,33,40,48,56,65,74,83,91,98,106,112,119,126,134,141,149,156,164,171,180,188,197,206,216,225,235,245,255,266,279,291,306
4,7,9,12,14,17,19,22,25,30,36,43,52,61,71,81,90,99,107,115,123,131,139,147,155,163,171,179,187,196,205,214,223,233,243,253,263,274,285,296,308,321
5,8,10,13,15,18,20,23,27,33,39,48,57,67,78,88,99,109,119,129,139,148,156,165,173,182,190,197,205,212,219,228,237,248,260,273,286,299,313,326,340,351
