8,9,9,10,10,11,12,12,11,10,8,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11,12,12,13,13,14,14,13,11,9,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12,13,13,14,15,15,15,14,13,10,7,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,14,14,15,15,16,17,17,16,14,11,8,5,3,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,15,15,16,16,17,18,18,18,17,16,14,12,11,10,10,10,9,8,7,5,4,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,16,16,17,17,18,19,19,20,20,20,20,19,19,18,18,17,16,16,15,14,13,12,11,10,8,7,6,5,3,3,2,2,1,1,2,2,2,2,1,1,0
16,17,17,17,18,19,19,20,21,22,22,22,22,21,21,20,19,19,18,17,16,15,15,14,13,12,11,10,9,8,8,7,7,6,6,6,5,5,5,4,4,3
17,17,17,18,18,19,20,21,22,23,23,23,23,23,23,22,22,21,21,20,20,19,18,17,17,16,15,14,13,12,11,10,10,9,9,8,8,8,8,7,7,6
18,18,18,18,19,20,21,22,23,23,24,24,24,24,24,24,24,24,24,23,23,22,22,21,20,19,18,17,16,15,15,14,14,13,13,12,12,12,11,11,10,9
18,18,19,19,20,20,21,22,23,24,24,25,25,25,26,26,26,26,25,25,25,25,24,24,23,22,22,21,20,20,19,18,18,17,17,16,16,15,15,14,13,12
19,19,19,20,20,21,22,23,24,25,25,25,26,26,26,26,27,27,27,27,27,26,26,26,25,25,24,24,23,23,22,21,21,20,20,20,20,19,19,18,18,16
20,20,20,20,21,22,23,24,24,25,26,26,26,27,27,27,28,28,28,28,28,28,28,28,28,28,28,27,27,26,26,25,25,24,24,24,23,23,23,22,21,20
20,20,20,21,21,22,23,24,25,26,26,26,27,27,28,28,28,29,29,29,29,30,30,30,30,29,29,29,29,28,28,28,27,27,27,26,26,25,25,24,24,23
21,21,21,21,22,23,24,25,26,26,27,27,27,28,28,29,29,30,30,31,31,31,31,32,32,32,32,32,31,31,31,30,30,30,29,30,30,30,29,29,29,28
21,21,22,22,23,24,25,25,26,27,27,28,28,28,29,29,30,31,31,32,32,33,33,33,34,34,34,34,34,34,34,34,34,34,34,34,35,35,35,35,34,33
22,22,22,23,23,24,25,26,27,27,28,28,29,29,30,30,31,32,33,33,34,34,35,35,36,36,37,37,37,38,38,38,38,39,40,40,41,42,42,43,44,45
23,23,23,24,24,25,26,27,28,29,29,30,30,31,31,32,33,34,35,36,36,37,38,39,39,40,41,41,41,42,42,43,44,46,48,50,53,55,56,58,59,61
23,23,24,24,25,26,27,28,29,31,32,34,35,36,36,37,38,39,40,41,42,42,43,44,45,46,47,48,49,50,51,52,55,58,61,65,68,70,72,73,73,73
24,24,24,25,26,27,28,29,31,34,36,40,42,44,46,47,48,50,51,53,54,54,55,57,58,60,62,63,64,65,66,67,69,73,76,81,86,89,91,93,94,94
25,25,25,26,27,28,28,30,33,37,41,46,51,54,57,58,60,62,64,66,68,70,71,74,77,80,84,87,90,93,96,98,102,104,107,111,117,120,123,126,126,126
26,27,27,28,28,29,31,33,37,42,49,57,63,68,72,74,76,78,81,84,87,89,93,97,101,106,111,116,122,127,133,137,143,149,155,163,172,179,185,188,189,187
27,27,28,29,30,31,32,35,40,46,54,63,71,77,82,85,88,91,95,99,104,108,113,118,123,128,136,143,150,159,168,174,182,189,195,204,213,220,228,232,234,231
28,29,30,31,32,32,34,37,43,51,62,74,84,91,96,99,101,105,111,117,124,130,137,145,155,164,174,182,190,200,212,222,235,245,253,260,268,270,274,278,278,278
