73,122,156,192,224,262,305,353,408,466,524,583,643,708,776,851,926,998,1060,1112,1152,1183,1208,1230,1249,1267,1283,1298,1312,1325,1338,1349,1360
76,129,172,217,260,310,362,421,484,550,615,682,750,817,883,950,1011,1064,1109,1146,1177,1203,1226,1249,1269,1288,1305,1321,1335,1348,1360,1371,1382
79,136,187,241,296,357,422,489,559,631,701,769,838,904,962,1018,1067,1110,1148,1183,1214,1242,1267,1291,1313,1333,1351,1368,1384,1398,1412,1425,1437
82,149,215,282,352,425,499,575,652,723,790,853,911,964,1015,1064,1110,1151,1189,1224,1255,1284,1311,1336,1359,1381,1401,1421,1438,1455,1471,1486,1500
84,161,237,313,390,466,541,616,687,754,818,877,932,985,1034,1081,1125,1166,1204,1239,1273,1303,1332,1359,1383,1406,1428,1448,1466,1484,1500,1516,1530
86,169,251,333,413,490,565,637,705,770,831,890,945,998,1049,1098,1144,1189,1231,1270,1307,1341,1371,1400,1427,1451,1474,1496,1516,1535,1553,1570,1586
87,174,258,341,422,500,574,646,714,779,841,901,958,1014,1066,1117,1166,1213,1258,1300,1339,1374,1408,1439,1469,1499,1527,1553,1577,1599,1620,1640,1662
89,177,262,345,427,505,580,653,722,789,853,914,973,1030,1085,1140,1193,1244,1292,1339,1382,1422,1460,1496,1529,1561,1592,1620,1646,1671,1696,1719,1744
90,179,264,349,431,510,587,660,731,799,865,928,988,1048,1106,1164,1221,1276,1330,1381,1429,1474,1515,1554,1591,1626,1659,1690,1719,1746,1772,1797,1822
92,181,267,353,435,515,592,667,739,809,876,942,1006,1070,1132,1195,1258,1320,1383,1444,1504,1563,1618,1670,1719,1765,1808,1848,1886,1922,1957,1991,2024
93,183,270,356,440,521,600,676,750,822,893,961,1030,1099,1167,1238,1310,1381,1452,1524,1595,1666,1735,1804,1867,1927,1987,2049,2113,2186,2254,2327,2378
94,186,273,360,444,526,606,684,761,836,910,983,1058,1134,1210,1288,1368,1450,1533,1618,1706,1796,1884,1971,2055,2135,2215,2294,2370,2447,2521,2594,2659
96,187,276,363,449,532,614,695,774,854,934,1013,1094,1177,1263,1351,1442,1535,1629,1721,1814,1908,2000,2092,2186,2278,2371,2464,2560,2660,2769,2879,3006
96,189,279,368,455,540,624,708,792,877,964,1053,1143,1235,1328,1423,1519,1617,1716,1816,1918,2021,2124,2227,2330,2430,2530,2631,2740,2853,2978,3106,3248
97,192,283,374,463,551,638,727,818,911,1005,1100,1197,1293,1390,1488,1590,1693,1800,1909,2022,2133,2245,2355,2466,2574,2686,2799,2918,3038,3168,3299,3445
98,194,287,380,471,563,655,749,845,944,1043,1144,1246,1348,1453,1562,1672,1786,1902,2018,2134,2250,2365,2482,2601,2720,2839,2962,3084,3208,3332,3457,3579
99,197,293,389,484,580,677,776,877,982,1090,1200,1312,1425,1540,1658,1775,1893,2013,2132,2251,2374,2498,2622,2749,2875,3000,3125,3249,3369,3494,3616,3747
101,202,303,404,506,607,709,815,923,1034,1149,1268,1389,1512,1638,1763,1887,2010,2135,2261,2391,2524,2659,2790,2919,3049,3178,3304,3435,3565,3702,3837,3990
103,213,322,430,538,643,750,862,977,1097,1224,1357,1491,1627,1765,1900,2028,2159,2291,2421,2556,2701,2843,2985,3127,3267,3400,3535,3671,3812,3963,4116,4290
106,230,351,470,586,702,818,936,1061,1191,1325,1466,1609,1756,1904,2051,2196,2343,2488,2636,2787,2936,3082,3228,3366,3502,3641,3781,3924,4071,4220,4370,4516
110,248,389,527,664,796,926,1056,1192,1331,1476,1628,1783,1939,2099,2259,2414,2567,2719,2867,3019,3184,3352,3530,3719,3903,4081,4257,4413,4553,4675,4788,4872
112,265,423,579,734,881,1029,1180,1334,1494,1660,1832,1997,2162,2319,2472,2619,2766,2912,3063,3223,3390,3563,3745,3935,4122,4308,4498,4684,4862,5034,5206,5360
116,285,455,620,783,941,1100,1266,1439,1620,1809,1997,2177,2347,2506,2654,2795,2932,3080,3245,3430,3638,3870,4115,4354,4575,4770,4944,5097,5245,5424,5599,5851
