22,20,18,16,15,13,12,11,10,9,9,8,7,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,23,20,18,17,15,14,13,12,11,11,9,8,6,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,24,22,20,18,16,15,14,14,13,12,11,9,7,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,26,24,22,20,18,17,16,15,15,14,12,11,8,6,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,27,25,23,21,20,18,17,16,16,15,13,11,9,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,28,26,24,22,20,19,18,17,17,16,14,12,10,7,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
32,29,27,25,23,21,20,19,18,18,17,16,16,15,14,12,12,10,9,7,6,5,5,5,6,6,6,6,5,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2
33,30,28,26,24,22,21,20,19,18,18,17,17,16,16,15,14,13,12,11,11,10,10,9,9,9,8,8,7,7,6,6,6,5,5,5,5,4,4,4,4,4,3,3,3
34,31,29,27,25,23,22,20,20,19,18,18,17,17,16,15,15,14,13,12,12,11,10,10,9,9,9,8,8,7,7,6,6,6,5,5,5,5,4,4,4,4,4,3,3
35,32,30,27,25,23,22,21,20,19,19,18,18,17,17,16,15,14,13,13,12,11,11,10,10,9,9,8,8,7,7,7,6,6,6,6,5,5,5,4,4,4,4,4,3
36,33,30,28,26,24,23,22,21,20,20,19,19,18,17,17,16,15,14,13,12,12,11,11,10,10,9,9,8,8,7,7,7,6,6,6,6,6,5,5,5,4,4,4,4
36,33,31,28,26,25,23,22,21,21,20,20,19,19,18,17,16,16,15,14,13,13,12,12,11,11,10,10,9,9,8,8,8,8,7,7,7,6,6,6,6,5,5,5,5
37,34,32,29,27,25,24,23,22,21,21,20,20,19,18,18,17,16,15,15,14,14,13,13,12,12,11,11,10,10,9,9,9,9,8,8,8,8,7,7,7,7,6,6,6
38,35,32,30,28,26,24,23,22,22,21,21,20,20,19,18,17,17,16,15,15,14,14,14,13,13,13,12,12,11,11,11,10,10,10,10,9,9,9,9,8,8,8,8,7
39,36,33,31,28,27,25,24,23,22,22,21,21,20,19,19,18,17,17,16,16,15,15,15,14,14,14,13,13,12,12,12,11,11,11,11,11,10,10,10,10,9,9,9,9
40,37,34,31,29,27,26,25,24,23,22,22,21,21,20,19,19,18,17,17,17,16,16,16,15,15,15,14,14,13,13,13,13,13,13,14,13,13,13,12,12,12,11,11,11
41,38,35,32,30,28,26,25,24,24,23,23,24,24,25,24,24,23,22,21,20,20,19,20,20,19,19,19,18,18,18,18,19,19,21,22,22,22,21,21,20,21,21,22,23
41,38,36,33,31,29,27,26,25,24,25,28,31,35,41,43,44,44,42,38,37,35,34,34,35,34,34,34,33,33,33,34,36,39,41,45,45,46,47,47,46,47,48,49,52
43,39,37,34,32,30,28,27,26,25,28,33,40,50,62,69,74,76,75,71,70,68,66,65,66,65,65,64,64,64,64,66,68,71,74,77,78,79,80,81,81,82,81,80,77
44,41,38,35,33,31,30,28,27,27,30,38,49,64,83,96,106,112,115,110,110,106,104,101,100,98,99,100,101,102,105,108,110,111,114,116,115,116,117,118,118,120,123,125,134
46,43,40,37,35,33,31,30,29,28,34,45,63,86,115,137,153,161,164,158,154,149,146,146,147,148,151,155,158,162,167,172,174,175,176,176,174,173,171,170,169,170,175,181,196
48,45,42,39,36,34,32,31,30,29,37,51,74,103,141,169,190,201,205,197,192,187,184,184,186,188,190,193,197,200,205,211,217,219,224,228,229,229,230,230,228,228,225,222,214
51,47,44,41,39,36,34,33,32,31,42,62,93,131,180,214,239,251,255,245,239,232,228,226,227,227,231,237,244,249,259,266,272,277,285,288,290,292,295,297,300,300,290,278,242
