0,3,8,12,16,21,25,30,34,39,43,49,55,62,69,76,82,87,92,97,101,104,107,110,113,115,117,119,121,123,124,126,127,129,130,131,132,133,133
0,4,9,13,18,22,27,32,37,42,48,54,61,68,75,81,87,92,97,101,104,108,111,113,116,118,121,123,125,127,129,131,133,134,135,136,137,138,139
1,5,10,15,20,25,30,35,41,47,53,59,66,73,80,86,91,97,102,107,111,115,118,121,125,127,130,132,135,137,139,142,144,146,148,150,152,154,155
2,6,11,16,22,27,33,39,45,51,58,65,72,79,85,92,98,104,109,115,120,125,130,135,139,143,148,152,156,159,163,166,169,171,174,176,178,180,182
2,7,12,17,23,28,34,41,47,54,60,67,74,81,88,94,101,107,113,119,125,131,136,141,146,151,155,160,164,168,172,176,179,182,185,188,191,193,196
3,8,13,18,24,30,36,42,49,55,62,69,76,83,90,97,103,110,116,122,128,134,140,145,151,156,161,166,170,175,179,184,188,191,195,198,201,203,206
3,8,14,19,25,31,37,43,50,57,64,71,78,85,92,99,106,112,119,126,132,139,145,151,157,162,167,172,176,181,185,188,192,196,199,203,206,209,213
4,9,14,20,26,32,38,44,51,58,65,72,79,87,94,101,108,115,122,129,136,143,149,156,162,168,174,179,185,190,195,200,204,208,213,216,220,224,227
4,9,15,20,26,33,39,46,52,59,67,74,81,89,96,104,111,118,125,133,140,147,153,160,166,173,179,185,191,196,202,207,212,217,222,226,231,236,240
4,10,15,21,27,33,40,47,54,61,68,76,84,91,99,107,114,122,130,138,145,153,161,168,176,183,190,196,203,209,216,222,228,234,239,245,250,255,260
5,10,16,22,28,34,41,48,55,62,70,78,86,94,102,110,118,127,135,144,153,163,173,183,195,206,218,231,244,259,273,289,306,322,338,356,372,389,401
5,11,16,22,29,35,42,49,56,64,72,80,88,96,105,114,123,133,143,154,165,177,190,203,216,230,244,258,273,288,303,319,336,354,372,391,410,430,449
5,11,17,23,29,36,43,50,57,66,74,82,91,101,110,120,131,142,153,165,178,191,205,220,234,249,264,278,293,309,325,343,363,385,408,432,454,476,497
5,11,17,24,30,37,44,51,59,68,77,86,97,108,120,134,147,161,175,189,203,218,232,247,262,276,290,305,320,336,354,374,397,422,448,477,505,534,561
6,12,18,24,31,38,45,53,61,71,81,92,104,118,132,148,163,179,194,209,223,238,252,268,283,298,314,330,347,365,385,407,431,459,487,518,548,579,606
6,12,18,25,31,38,46,54,64,74,86,98,112,128,144,161,178,195,211,226,241,256,272,288,304,320,337,354,372,390,412,437,465,494,526,556,585,613,636
6,13,19,25,32,39,48,57,67,79,92,107,122,139,156,173,191,208,225,242,258,275,291,308,324,342,359,377,396,417,441,468,497,528,559,590,618,646,669
7,13,20,26,33,41,49,59,71,85,100,116,133,152,171,189,208,227,245,263,280,298,315,332,350,368,386,405,425,447,471,498,527,559,592,624,658,691,725
7,14,20,27,34,42,52,64,77,93,109,128,147,166,186,206,225,245,264,282,300,318,336,354,374,394,416,439,463,488,514,541,569,600,632,665,700,735,771
8,14,21,28,36,45,56,69,86,104,124,146,167,188,208,228,247,267,287,306,325,345,364,382,403,424,447,472,498,524,552,582,612,644,678,712,746,781,816
9,16,23,30,38,49,62,78,97,119,142,166,189,213,236,259,281,303,325,345,366,387,408,428,449,470,492,516,544,574,605,639,674,708,743,779,818,856,902
10,17,24,31,40,51,66,84,107,132,160,188,215,240,265,287,308,328,350,371,392,414,435,455,476,499,523,551,582,614,648,683,719,756,796,839,880,924,962
10,18,25,33,42,54,71,93,121,153,185,215,243,267,288,308,327,348,368,390,412,435,457,480,505,530,556,585,616,650,686,725,767,814,864,921,980,1042,1102
