48,49,46,44,39,35,31,28,26,25,24,23,21,20,19,18,18,18,18,18,18,17,16,14,13,12,11,10,9,8,7,7,6,5
49,50,49,47,43,40,37,35,34,33,33,32,31,30,28,27,26,26,25,25,24,23,22,20,19,17,16,15,14,13,12,11,10,9
49,52,51,50,47,45,44,43,42,42,41,40,38,37,36,35,33,32,31,30,28,27,26,24,23,22,20,19,18,17,16,15,14,13
51,54,54,54,53,51,50,49,49,48,47,45,43,42,40,38,37,35,34,33,31,30,28,27,26,25,23,22,21,20,19,18,17,16
52,55,56,56,56,55,54,53,51,50,49,47,46,44,43,41,40,38,37,36,34,33,32,30,29,28,27,25,24,23,22,21,20,19
53,56,57,58,58,57,56,55,53,52,51,49,48,46,45,44,42,41,40,39,37,36,35,34,32,31,30,29,28,26,25,24,23,22
53,57,58,60,59,59,58,56,55,54,53,52,50,49,48,47,46,45,44,43,42,41,39,38,37,36,34,33,32,31,29,28,27,26
54,58,59,61,60,60,59,58,57,56,55,54,53,52,52,51,50,49,49,48,47,46,45,44,43,41,40,39,37,36,35,34,33,32
54,58,60,62,62,61,61,60,59,58,58,57,57,56,56,56,55,55,55,55,54,54,53,52,51,49,48,47,45,44,43,43,42,41
55,59,61,63,63,63,62,62,61,61,61,61,61,61,61,61,61,62,62,63,63,64,64,64,64,63,62,61,61,60,59,58,58,58
55,59,62,63,64,64,64,64,63,64,64,64,65,65,66,67,67,68,69,70,71,73,74,75,76,77,77,77,77,78,80,84,88,94
56,60,62,65,66,66,66,66,66,67,68,68,69,70,70,71,73,75,77,80,84,87,90,92,94,96,97,98,101,103,106,109,113,118
56,61,63,66,67,68,68,69,69,70,71,72,73,74,75,77,80,83,87,92,97,101,105,107,109,111,114,117,121,126,132,139,146,155
56,61,64,67,68,69,70,71,72,74,75,77,78,80,82,85,88,92,97,103,109,114,119,123,126,130,133,138,144,151,160,175,189,212
57,62,65,68,70,71,73,75,76,79,81,83,85,88,90,94,98,103,109,117,124,130,137,142,148,155,162,170,180,190,200,213,226,245
57,62,66,69,72,74,77,80,82,85,88,90,92,94,98,103,109,116,124,133,141,149,157,164,172,180,190,200,212,225,239,255,271,289
57,63,67,72,75,79,83,87,91,95,97,99,101,104,108,113,120,129,138,148,158,167,176,185,194,205,217,231,246,263,280,299,318,338
58,64,69,75,80,86,91,97,102,107,110,112,114,116,120,126,134,145,156,168,178,189,199,209,220,232,246,262,279,299,320,342,365,389
59,65,72,79,87,94,102,109,115,120,124,126,128,131,135,142,151,161,174,186,199,212,224,237,251,266,283,303,324,347,372,397,423,450
59,68,77,86,96,106,116,125,133,138,142,145,147,150,155,163,173,185,199,213,227,242,256,272,290,311,332,357,383,407,432,456,479,503
60,70,82,95,109,123,137,149,158,165,169,171,173,177,182,190,200,214,229,245,262,281,300,319,341,364,389,415,444,474,504,534,563,591
61,73,89,105,123,139,155,168,178,185,190,193,197,202,210,220,232,246,261,278,297,318,341,365,390,415,441,473,506,543,585,628,670,711
62,76,94,112,132,151,169,184,196,206,211,215,221,229,239,253,268,284,300,319,341,367,396,426,455,483,512,544,577,615,655,691,727,750
