15,20,26,35,45,58,72,87,102,118,133,147,162,178,192,207,221,232,242,250,257,262,266,270,274,277,280,283,286,288,291,293
17,23,33,44,57,72,88,106,123,141,159,176,192,207,219,230,240,249,257,264,271,277,283,288,293,297,300,304,307,310,313,316
18,26,39,52,68,86,104,123,141,159,176,191,206,221,234,246,259,270,282,293,305,314,323,331,338,344,349,354,359,364,368,372
20,33,50,68,87,107,126,145,162,179,196,212,228,244,259,274,287,300,311,322,333,343,352,361,369,376,383,390,396,402,407,413
21,39,59,78,99,119,139,158,176,193,210,227,243,259,274,288,302,315,327,339,350,360,370,379,388,397,405,413,420,427,434,441
23,43,64,85,106,127,147,166,184,202,219,235,251,266,281,296,310,323,337,349,361,373,383,394,403,413,421,430,438,445,453,459
23,45,66,88,109,130,151,170,189,207,224,241,257,273,288,303,318,332,345,358,370,382,393,404,415,425,436,445,454,462,470,478
24,46,69,91,112,133,154,173,192,211,228,246,262,279,295,311,326,341,356,370,383,396,408,419,429,439,449,458,467,476,484,492
25,48,70,93,115,136,157,176,196,214,233,250,267,284,301,317,334,350,365,380,395,409,423,436,449,462,474,486,498,508,519,528
25,49,72,94,116,138,159,179,199,218,237,255,273,291,309,327,345,363,381,399,417,433,449,464,479,493,507,520,533,546,557,569
26,50,73,96,118,140,162,183,204,224,243,262,281,300,319,339,360,382,404,428,454,480,507,535,565,594,624,655,686,716,746,776
27,51,74,98,121,143,165,187,209,230,251,272,294,317,341,367,395,423,452,482,513,546,580,617,652,686,720,756,792,834,877,929
27,52,76,100,123,147,170,193,217,240,264,289,314,342,372,404,437,469,502,536,569,604,641,678,714,751,787,826,867,915,964,1023
28,53,78,103,127,152,177,203,229,256,283,311,341,372,404,438,472,507,542,578,615,651,687,724,761,797,835,878,923,974,1028,1092
29,55,81,107,133,160,188,215,243,272,302,332,364,396,429,464,499,536,572,610,648,687,727,769,810,854,899,946,996,1053,1110,1180
29,56,84,111,139,167,195,224,254,284,315,347,380,414,450,487,525,565,606,646,689,733,778,826,877,927,978,1031,1082,1137,1192,1255
30,59,88,117,147,176,206,236,268,300,332,366,401,437,475,515,557,600,644,689,736,784,834,885,939,992,1045,1097,1147,1201,1253,1316
31,66,99,131,163,194,225,256,289,323,358,393,430,469,508,549,593,638,685,736,789,844,899,954,1009,1061,1112,1166,1220,1284,1348,1433
32,73,110,146,180,214,248,282,317,353,389,427,466,506,547,591,638,687,741,797,855,913,970,1024,1077,1129,1184,1242,1304,1370,1439,1512
33,82,122,163,201,239,276,314,353,392,432,473,516,560,606,655,705,757,812,868,924,982,1039,1095,1153,1213,1273,1334,1397,1460,1523,1589
35,95,146,195,240,284,325,366,407,448,491,534,579,625,674,725,780,837,897,959,1022,1084,1143,1201,1257,1312,1371,1433,1498,1570,1644,1726
36,112,171,228,276,322,365,407,448,491,534,578,624,674,725,780,837,896,958,1022,1087,1154,1222,1287,1348,1407,1465,1525,1590,1664,1740,1829
36,124,192,257,311,360,406,447,488,529,572,616,663,714,769,826,887,953,1020,1088,1156,1229,1296,1361,1424,1487,1545,1610,1681,1759,1841,1931
