41,38,33,29,25,21,18,16,14,13,13,14,15,16,16,16,15,14,14,13,12,11,11,10,9,8,8,7,7,7,7,6,6,5
43,39,35,32,29,26,25,24,24,24,24,23,22,22,21,20,19,18,17,16,15,14,13,13,12,11,11,10,10,10,9,8,8,7
43,40,37,34,31,30,29,29,29,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,15,14,13,13,12,12,11,10,10,9
44,41,38,36,34,32,32,31,31,31,30,29,28,27,26,25,24,23,22,21,20,19,19,18,17,16,16,15,15,14,13,13,12,12
45,42,39,37,35,34,33,33,33,33,32,32,31,30,29,28,27,26,25,24,23,23,22,21,20,20,19,19,18,18,17,16,16,15
45,43,40,38,37,35,35,34,34,34,34,33,32,32,31,30,29,28,27,26,26,25,24,23,23,22,21,21,20,20,19,18,18,17
46,43,41,39,38,36,36,35,35,35,34,34,33,32,32,31,30,29,28,28,27,26,25,25,24,23,23,22,21,21,20,20,19,18
46,44,42,40,39,38,37,36,36,36,35,35,34,33,33,32,31,30,30,29,28,28,27,26,26,25,24,24,23,23,22,21,21,20
46,44,43,41,40,39,38,37,37,37,36,36,35,34,34,33,32,32,31,30,30,29,28,28,27,27,26,26,25,25,24,24,23,22
46,45,43,42,41,39,39,38,38,38,37,37,36,36,35,34,34,33,32,32,31,31,30,30,29,29,28,28,27,27,26,26,25,24
47,45,44,43,41,40,40,39,39,39,39,39,38,38,38,37,36,36,35,35,34,34,33,33,33,32,32,31,31,30,29,29,28,28
47,46,44,43,42,42,41,41,41,41,41,42,42,42,41,41,41,40,40,39,39,38,38,37,37,37,37,36,36,36,36,35,35,36
47,46,45,44,44,43,43,44,44,45,47,48,49,50,50,49,48,47,46,46,46,46,46,46,46,45,45,45,45,45,45,46,46,47
48,47,46,46,46,47,49,52,57,60,64,65,66,65,64,63,62,61,60,60,60,60,60,60,60,61,61,62,63,64,64,65,66,67
48,47,47,47,49,53,58,64,71,77,81,84,85,84,82,79,77,75,73,72,71,71,71,72,72,73,73,75,76,77,79,82,84,88
48,48,49,50,54,59,67,75,83,89,93,95,96,95,93,90,88,86,84,83,83,84,84,84,84,85,85,87,88,91,93,95,97,100
48,49,51,55,61,69,78,87,95,102,106,108,108,107,105,103,101,100,99,98,98,98,98,99,99,99,99,100,102,103,105,108,110,113
49,50,55,61,69,78,89,99,107,114,118,120,120,119,117,115,113,111,110,110,111,112,113,114,115,115,115,116,117,118,121,123,126,128
49,52,60,68,79,90,102,112,121,128,132,134,135,134,132,131,129,128,127,127,127,128,129,131,132,133,133,134,135,136,139,142,145,148
50,54,65,76,89,103,116,128,138,145,149,152,152,151,149,148,147,147,148,149,150,150,150,150,150,151,152,154,157,160,163,168,173,180
50,57,72,86,104,120,136,149,159,167,171,173,173,173,172,173,173,173,174,174,175,175,176,176,177,177,178,179,182,187,192,200,208,220
51,59,77,95,116,136,156,171,183,193,199,201,202,201,199,197,195,193,193,195,196,197,200,202,204,205,207,209,213,217,224,230,238,244
53,63,85,109,137,163,188,208,222,229,232,230,227,224,222,221,222,222,222,222,222,223,225,229,233,236,241,244,247,251,258,266,276,285
