1,1,1,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,3,3,3,3,3,3,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,4,4,4,4,4,4,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,4,5,5,5,5,5,4,4,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,5,5,5,6,6,6,6,5,5,4,4,3,3,3,3,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,4,4,3,3,3,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,5,5,5,4,4,4,4,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1
6,6,6,7,7,7,7,7,7,7,7,7,8,8,7,7,7,7,7,6,6,6,6,5,5,5,4,4,4,4,3,3,3,3,2,2,2,2,2,2,2,1,1
6,6,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,6,6,6,6,5,5,5,5,4,4,4,4,3,3,3,3,3,2,2,2,2,2
7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,6,6,6,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,2
7,7,7,8,8,8,8,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,7,7,7,7,6,6,6,6,5,5,5,5,4,4,4,4,4,3,3,3,3
8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,7,7,7,7,7,6,6,6,6,5,5,5,5,4,4,4,4,4,4
8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,7,7,7,7,6,6,6,6,5,5,5,5,6
8,8,8,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,12,12,12,13,13,13,13,13,13,13,14,14,14,14,14,13,14,14,16,17,22
9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,11,11,11,11,12,12,13,13,14,14,15,15,16,16,17,17,18,19,19,20,20,21,22,22,23,24,25,27
9,9,9,9,10,10,10,10,11,11,10,10,10,11,11,11,11,12,12,13,13,13,14,15,15,16,16,17,17,18,19,19,20,21,22,23,24,24,25,26,27,28,30
9,9,9,10,10,10,11,11,11,11,11,11,11,11,12,12,12,13,13,13,14,15,15,16,17,18,18,19,20,21,21,22,23,24,26,27,29,30,31,33,36,40,46
10,10,10,10,11,11,11,11,11,12,12,12,12,13,13,13,14,14,15,15,16,17,19,20,22,23,25,27,28,30,32,34,36,38,39,42,45,48,52,58,64,70,75
10,10,10,11,11,11,12,12,12,13,13,14,15,15,16,16,17,17,17,18,20,21,23,25,26,29,31,34,37,41,44,47,50,53,57,61,66,71,78,84,92,99,108
11,11,11,11,12,12,13,13,13,14,15,16,18,19,20,21,21,21,22,23,25,27,29,32,35,38,42,45,49,54,58,62,68,73,79,86,94,103,112,122,134,144,158
12,12,12,12,13,13,13,14,14,16,17,19,22,24,26,27,27,28,28,30,32,35,39,42,45,49,53,57,63,69,76,84,92,102,111,123,135,148,161,174,191,206,232
12,13,13,13,14,14,14,14,15,17,19,21,25,28,30,31,31,32,33,35,38,41,46,50,54,59,64,70,78,87,95,104,113,124,134,148,164,181,198,214,227,238,247
14,14,14,14,14,15,15,15,16,18,21,24,28,32,35,37,38,39,41,43,46,50,55,60,66,71,77,83,91,100,111,123,136,150,162,178,195,214,234,256,276,296,315
