83,69,61,53,48,45,42,40,38,37,36,36,35,34,33,31,28,26,24,22,20,18,16,14,13,12,11,10,9,9,9,8,7
84,71,64,58,54,51,50,48,47,45,44,42,41,40,39,37,36,34,32,30,28,26,24,22,20,19,18,17,16,15,14,13,12
85,73,67,62,60,59,59,58,57,56,54,53,51,49,47,45,43,41,39,37,35,33,31,29,28,26,25,24,24,23,22,22,21
86,75,72,68,68,68,69,69,68,67,65,63,62,60,58,57,55,53,51,49,47,45,43,41,39,37,35,34,32,31,29,28,27
87,77,75,72,72,73,74,74,73,72,70,68,67,65,63,60,58,56,54,53,51,49,47,45,43,41,40,38,36,35,33,32,30
88,79,76,74,74,75,76,76,76,74,73,71,70,68,66,65,63,61,59,58,56,54,52,50,48,46,45,43,41,40,38,37,35
89,80,77,75,76,77,78,78,78,77,76,74,73,71,70,68,67,66,65,63,62,61,59,57,55,54,52,51,50,48,47,45,44
89,80,78,76,77,79,80,81,81,80,79,78,77,76,76,75,74,74,73,72,71,70,69,67,66,65,63,62,61,60,59,58,57
90,81,79,78,79,81,83,84,85,84,84,83,82,82,82,82,82,82,82,82,81,81,80,80,80,79,79,79,78,77,76,75,74
90,82,81,79,81,83,85,87,87,87,87,87,87,88,89,90,90,91,91,91,91,91,91,92,93,95,96,98,98,98,99,99,102
91,83,82,80,82,85,88,90,91,91,92,92,93,94,96,97,98,99,100,102,103,104,105,107,110,114,118,123,127,130,134,136,141
91,84,83,82,84,87,90,93,95,96,96,98,100,102,104,106,109,111,113,115,117,119,122,126,129,133,138,142,145,149,154,159,166
92,84,84,83,86,90,93,96,99,100,102,104,106,108,111,114,116,118,121,123,126,129,133,137,141,146,151,156,161,166,172,178,187
92,85,85,85,88,92,96,99,102,104,106,108,111,114,117,121,124,127,130,133,136,140,144,149,156,164,174,185,196,207,219,231,243
93,86,86,86,90,94,99,102,106,108,111,113,117,120,124,128,131,134,138,141,146,151,158,167,178,189,202,215,229,242,255,269,282
93,87,87,88,92,97,102,106,110,113,115,119,122,126,131,136,140,145,150,155,161,169,178,188,200,213,228,244,259,274,290,305,319
94,88,89,91,95,101,106,111,115,119,123,127,132,137,143,149,155,160,166,173,181,189,201,214,230,247,265,284,302,322,341,360,379
94,89,92,94,100,107,113,119,125,130,135,141,147,153,159,164,171,176,182,190,199,209,224,241,261,282,305,327,349,371,391,410,428
95,92,96,100,107,115,123,130,137,144,151,158,165,172,179,185,193,200,208,217,229,241,259,279,301,324,349,373,397,422,449,476,511
96,95,102,109,118,128,138,147,156,163,170,177,184,191,199,207,215,224,234,246,260,278,301,326,352,379,405,430,456,486,517,550,584
97,100,110,120,133,146,158,168,177,184,191,198,207,216,227,239,250,261,274,288,306,328,354,383,414,445,475,505,535,563,592,622,652
98,103,117,130,146,162,176,188,198,206,213,221,230,241,253,265,277,291,306,325,347,374,403,435,470,506,543,579,614,645,674,702,729
100,109,127,143,162,180,196,208,219,227,234,242,251,264,281,300,321,344,367,388,411,435,464,496,537,585,640,695,753,808,864,918,979
