0,0,2,3,6,9,13,18,23,27,31,34,36,39,41,43,44,46,47,49,50,51,52,53,54,55,55,56,57,57,58,59
0,1,3,6,9,13,18,22,27,30,34,36,39,41,43,45,47,48,50,52,53,55,56,57,58,59,60,61,62,62,63,64
1,3,6,9,13,17,21,25,29,32,35,38,40,42,45,47,49,51,53,54,56,58,59,60,62,63,64,66,67,68,69,70
2,4,8,12,16,20,24,27,31,34,37,40,42,45,47,50,52,54,56,58,60,62,64,65,67,68,70,71,72,73,74,75
2,5,9,13,17,21,25,28,32,35,38,41,44,46,49,51,54,56,58,60,62,64,66,68,69,71,73,74,76,77,79,80
3,6,10,14,18,22,26,29,33,36,39,42,45,48,51,53,56,58,61,63,65,67,69,71,73,75,77,78,80,81,83,84
3,7,11,15,19,22,26,30,33,37,40,43,46,49,52,54,57,60,62,65,67,69,71,73,75,77,79,81,83,84,86,88
3,7,11,15,19,23,27,31,34,37,41,44,47,50,53,56,59,62,64,67,69,71,74,76,78,80,82,84,85,87,89,91
4,7,12,16,20,24,28,32,35,39,42,46,49,52,55,58,61,64,67,69,72,75,77,80,82,84,86,88,90,92,94,96
4,8,12,16,20,25,29,33,36,40,44,48,52,55,59,62,66,69,73,76,80,83,86,89,92,95,98,100,103,105,108,110
4,8,12,17,21,25,30,34,38,43,47,51,56,60,64,69,73,77,81,85,90,94,98,103,107,111,115,119,122,126,129,132
4,9,13,18,22,27,31,36,41,46,52,57,63,69,75,82,87,93,99,105,112,118,125,132,139,146,153,160,166,173,179,185
5,9,14,18,23,29,34,41,47,55,63,72,80,88,96,103,110,116,123,131,138,146,154,162,171,180,190,200,209,217,226,232
5,9,15,21,27,35,43,51,61,71,81,91,100,110,118,126,134,142,150,158,166,175,184,192,201,209,216,224,232,241,250,258
5,11,18,25,34,43,53,63,74,85,96,107,116,126,135,144,152,161,170,180,188,197,205,213,221,229,237,246,256,266,276,286
5,12,22,31,42,53,63,74,85,96,107,118,129,139,149,159,169,178,187,196,205,214,223,232,241,250,258,267,277,288,299,310
6,15,26,37,49,61,73,84,96,108,119,131,142,153,164,175,186,197,208,219,229,240,250,260,270,279,288,297,307,317,328,340
6,18,31,45,58,71,84,97,109,121,134,146,159,171,183,195,207,219,231,242,253,264,274,285,295,306,317,327,336,345,353,361
6,22,38,54,69,84,98,112,125,137,150,163,176,190,203,216,229,241,252,263,274,285,296,308,319,331,341,351,360,369,377,386
7,27,46,64,80,97,112,127,142,156,170,185,199,212,225,238,251,263,276,289,302,314,325,336,346,355,365,374,384,394,404,415
7,33,55,76,97,117,136,154,171,187,202,217,231,247,262,278,293,307,320,331,342,352,362,373,384,396,407,419,430,440,450,462
9,40,67,93,117,139,159,179,198,217,237,257,275,292,308,322,336,350,365,377,390,402,414,425,436,447,457,467,476,485,494,503
9,49,82,114,142,168,192,214,234,255,275,294,312,331,347,363,378,392,404,417,429,441,453,465,478,491,504,516,527,536,544,549
