1,2,3,5,8,10,14,18,23,27,32,36,40,43,45,46,48,49,50,51,52,52,53,54,54,55,56,56,56,57,57,58
1,3,5,8,11,15,19,23,28,32,36,40,42,45,46,48,49,50,52,53,54,55,56,56,57,58,58,59,59,60,60,60
2,4,8,11,15,20,24,29,33,37,40,43,45,48,50,51,53,55,56,57,59,60,61,62,63,64,65,65,66,66,67,68
3,7,11,16,21,25,29,33,37,40,43,46,49,51,54,55,57,59,61,62,64,65,66,67,69,70,71,72,73,73,74,75
4,8,13,18,23,27,31,35,39,42,46,49,52,54,57,59,61,63,65,67,68,70,71,73,74,75,76,78,79,80,81,81
4,9,14,19,24,28,33,37,41,44,48,51,54,57,60,62,64,67,69,71,72,74,76,77,79,80,81,83,84,85,86,87
4,10,15,20,25,29,34,38,42,46,49,53,56,59,62,64,67,69,71,73,75,77,79,81,82,84,85,86,87,88,90,91
4,10,15,21,26,31,35,40,44,48,52,55,59,62,65,67,70,72,75,77,79,81,83,85,87,89,91,92,94,95,96,98
5,11,16,22,27,32,37,41,46,50,54,58,62,65,69,72,75,77,80,83,85,88,90,92,94,96,98,99,101,102,104,105
5,11,17,23,28,33,38,44,49,54,59,64,69,74,79,84,88,93,98,102,107,111,116,119,123,127,130,133,136,139,142,146
6,12,18,23,29,35,41,47,53,60,68,76,84,93,102,112,123,135,147,160,174,188,203,219,234,249,264,278,292,307,322,337
6,12,19,25,31,37,44,51,60,69,80,92,106,123,141,161,183,208,236,269,308,355,407,466,532,605,679,764,854,967,1080,1246
6,13,19,26,33,41,49,59,70,83,96,112,129,149,170,197,228,262,303,348,397,453,514,582,657,739,827,932,1049,1199,1354,1569
7,14,21,28,37,46,57,68,82,96,112,129,149,171,198,229,264,304,350,400,454,515,584,660,747,846,957,1084,1229,1401,1577,1801
7,15,23,32,41,52,64,77,93,109,128,147,169,194,223,256,294,337,386,439,497,562,638,728,830,948,1084,1241,1413,1622,1838,2113
8,16,26,35,46,58,71,86,102,120,140,162,186,213,245,281,322,368,421,478,542,616,701,800,914,1046,1195,1367,1561,1786,2018,2297
8,18,29,39,51,64,78,94,112,133,155,178,205,234,268,306,350,400,456,518,588,668,762,871,1001,1150,1322,1515,1726,1960,2200,2468
8,20,33,45,59,73,88,105,124,145,168,193,221,253,290,332,381,437,501,570,650,740,843,962,1100,1256,1437,1643,1870,2124,2387,2684
9,23,37,52,66,81,98,116,137,159,184,212,243,277,317,361,413,471,539,614,700,797,912,1042,1192,1361,1558,1777,2021,2294,2576,2897
10,28,44,61,76,93,110,130,152,176,204,233,267,304,347,395,451,512,584,667,761,872,1002,1149,1314,1504,1716,1953,2216,2507,2807,3137
11,35,55,74,92,110,130,152,177,206,238,274,312,354,400,453,511,578,655,748,855,985,1136,1307,1497,1713,1952,2222,2522,2855,3200,3588
11,40,62,85,106,125,146,170,198,228,263,301,343,389,443,503,567,639,723,821,936,1078,1249,1447,1669,1931,2217,2546,2914,3350,3793,4349
12,47,73,99,121,142,164,188,216,248,285,327,373,425,487,559,638,730,839,961,1102,1269,1464,1685,1950,2253,2605,2994,3420,3855,4308,4744
