64,63,59,55,51,47,43,39,35,31,28,24,22,21,20,19,18,17,16,15,14,14,13,13,12,12,12,12,12,12,12,11,11,10,10,10,9,9
66,64,60,57,53,49,46,42,39,37,35,33,32,32,32,32,31,31,29,28,26,24,23,21,20,19,18,17,17,16,15,15,14,13,13,12,11,11
66,65,62,59,55,52,49,46,44,42,41,40,39,39,38,38,37,36,34,32,30,29,27,26,24,23,22,21,20,19,18,17,16,15,15,14,14,13
68,67,64,61,58,55,52,50,49,48,48,47,47,46,45,44,42,40,39,37,35,33,32,30,29,27,26,25,24,23,22,21,20,20,19,19,19,18
68,68,65,63,60,57,55,53,52,51,51,51,50,49,48,47,45,44,43,41,40,38,37,36,35,33,32,31,30,29,28,27,26,25,25,24,23,22
69,68,66,64,61,58,56,55,54,53,53,53,53,52,51,50,48,47,45,44,43,41,40,39,38,36,35,34,33,32,31,30,29,28,27,27,26,25
69,69,67,64,62,59,57,56,55,55,55,55,54,53,52,51,50,48,47,46,45,43,42,41,40,39,38,36,35,34,33,32,31,30,29,29,28,27
70,69,67,65,63,61,59,58,57,57,56,56,55,55,54,52,51,50,49,47,46,45,44,43,42,40,39,38,37,36,35,34,33,32,31,30,30,29
70,70,68,66,64,62,60,59,58,58,58,57,57,56,54,53,52,51,50,48,47,46,45,44,43,42,41,40,39,37,36,35,35,34,33,33,32,32
70,71,69,67,65,63,61,60,59,59,59,58,58,57,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,37,36,35,35,34
71,71,69,68,66,64,62,61,61,60,60,59,59,58,56,55,54,53,52,51,50,49,49,48,47,46,45,44,43,42,41,40,39,38,38,37,36,36
71,72,70,69,67,65,63,62,62,62,61,61,60,59,58,57,56,55,54,53,52,51,51,50,49,48,47,46,45,44,43,43,42,41,41,40,40,39
71,72,71,69,67,66,65,64,63,63,63,63,62,62,61,60,59,59,58,57,57,56,55,54,53,52,50,49,48,47,46,46,45,45,44,44,44,43
72,73,71,70,68,67,66,65,65,65,66,66,66,66,66,65,64,64,63,63,62,62,61,60,59,58,57,55,54,53,52,51,50,50,49,49,49,50
72,73,72,71,69,68,67,67,67,68,69,71,72,72,72,72,71,70,70,69,69,68,67,66,65,64,63,62,60,59,58,57,57,56,55,55,55,55
73,74,73,72,71,70,69,69,71,73,75,77,79,80,81,80,79,78,77,76,76,75,74,74,73,72,71,70,69,68,66,65,64,63,62,61,60,61
73,75,74,73,72,71,71,72,75,78,82,86,90,92,93,93,92,90,88,86,85,84,83,82,81,80,78,77,76,75,74,73,72,71,70,69,69,69
74,75,75,74,73,73,74,76,80,85,90,96,102,105,107,107,105,103,101,98,96,95,93,92,91,90,89,88,86,85,83,81,80,79,77,77,77,78
74,76,76,75,75,75,77,80,86,92,100,107,113,117,119,120,119,117,115,113,111,109,107,105,103,101,99,98,96,95,93,91,89,88,86,86,85,84
75,77,77,77,77,78,81,87,94,102,111,119,126,131,135,137,137,136,134,131,128,126,123,121,118,115,113,110,108,106,104,103,102,101,99,98,97,97
77,79,79,79,80,83,88,96,106,117,127,137,146,152,157,161,162,160,159,156,153,150,147,144,141,137,133,129,126,124,123,122,122,121,119,117,114,112
77,80,80,81,83,87,95,106,118,132,146,158,168,177,182,184,185,182,180,177,174,170,167,162,158,152,148,144,142,139,138,137,136,134,132,128,124,119
78,81,82,84,87,94,103,117,133,149,165,180,192,202,208,211,212,207,202,196,191,185,182,180,176,173,169,165,161,158,157,155,153,151,148,145,142,141
