0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
3,3,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
3,3,3,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,4,4,5,5,5,5,5,5,6,6,6,6,5,5,4,4,3,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,5
4,6,10,13,15,16,17,17,17,17,17,17,17,16,15,14,12,11,11,11,11,11,11,10,10,10,10,11,11,12,12,13,13,15
4,9,16,22,28,30,32,31,30,30,30,31,32,31,31,29,27,25,24,23,23,23,22,22,22,22,22,22,23,24,25,26,27,28
5,12,23,33,43,49,52,53,51,50,48,46,46,45,44,43,42,40,39,37,36,35,35,35,35,35,36,37,37,39,39,40,41,43
5,17,35,50,65,72,76,77,76,75,73,72,70,68,65,64,62,61,60,59,57,56,55,54,54,54,55,57,59,61,62,63,64,61
6,20,42,60,78,87,92,93,92,90,89,88,86,84,81,79,78,78,77,76,75,73,71,70,69,69,70,71,73,76,79,84,90,98
6,21,47,70,94,107,116,120,118,115,112,109,105,101,98,95,94,94,95,97,97,96,95,93,90,88,88,89,91,96,100,104,108,109
