0,3,5,7,9,12,14,16,18,19,21,22,24,27,30,33,36,38,40,42,44,45,46,47,48,49,50,50,51,52,52,53,53,54,54,54,55,55,55
1,3,6,8,11,13,15,17,19,21,23,26,28,31,33,36,38,40,42,43,45,46,47,48,49,50,51,52,53,53,54,55,55,56,56,57,57,58,58
1,4,6,9,11,14,16,19,21,23,26,28,31,33,36,38,40,42,44,45,47,48,49,50,52,53,54,54,55,56,57,57,58,58,59,59,60,60,60
2,5,7,10,13,16,18,21,23,26,28,31,34,36,38,41,43,45,46,48,50,51,52,54,55,56,57,58,59,60,60,61,62,63,63,64,65,65,66
2,5,8,11,14,17,19,22,25,27,30,33,36,38,41,43,45,47,49,51,53,54,55,57,58,59,60,60,61,62,63,63,64,65,65,66,66,67,67
3,6,9,12,15,17,20,23,26,29,32,35,37,40,43,45,47,49,51,52,54,55,57,58,59,60,61,62,63,64,64,65,66,67,67,68,68,69,69
3,6,9,12,15,18,21,24,27,30,33,36,39,41,44,46,48,50,52,54,55,57,58,60,61,62,63,64,65,66,67,68,68,69,70,71,71,72,73
3,7,10,13,16,19,22,25,28,31,34,37,40,42,45,47,49,52,54,56,58,59,61,62,64,65,66,68,69,70,71,72,73,73,74,75,75,76,76
3,7,10,13,16,20,23,26,29,32,35,38,41,43,46,48,51,53,56,58,60,62,64,66,67,69,71,72,74,75,77,79,80,81,83,84,86,87,88
4,7,10,14,17,20,23,26,29,33,36,39,42,45,47,50,53,56,58,61,64,67,70,73,76,78,81,84,86,88,91,93,95,97,99,101,102,104,106
4,7,11,14,17,21,24,27,30,34,37,40,43,47,50,53,56,60,63,67,70,74,78,82,86,90,95,99,103,107,112,116,120,124,128,132,136,140,144
4,8,11,15,18,21,24,28,31,34,38,42,45,49,53,57,61,65,69,73,78,83,88,94,101,109,117,125,134,143,152,162,172,183,195,208,224,240,256
4,8,12,15,18,22,25,28,32,35,39,43,47,51,56,61,65,71,76,82,88,95,101,108,116,124,132,142,153,164,176,189,203,219,235,252,269,287,303
5,8,12,15,19,22,26,29,33,36,40,45,50,55,60,66,72,78,84,90,96,103,110,118,126,135,145,155,167,180,194,209,226,243,261,280,298,315,333
5,9,12,16,19,23,26,30,34,38,42,47,52,58,64,71,78,84,91,97,104,111,119,127,136,145,156,167,180,194,209,226,243,261,280,298,318,337,357
5,9,13,16,20,23,27,31,35,39,44,50,56,62,69,77,84,91,98,104,111,119,126,135,144,154,166,179,194,209,226,243,261,279,298,319,342,365,391
5,9,13,17,20,24,28,32,36,41,46,53,60,67,74,82,89,96,103,110,118,126,135,144,154,166,178,192,207,223,240,258,276,296,317,339,363,387,412
6,10,14,17,21,25,29,33,38,44,50,57,65,72,80,87,94,101,108,116,124,132,141,152,164,176,190,205,221,238,256,275,294,316,338,362,387,412,438
6,10,14,18,22,26,30,35,40,47,54,62,70,78,86,93,101,108,115,123,132,141,152,163,175,189,203,219,236,254,273,293,315,338,362,388,415,443,472
6,11,15,19,23,27,32,37,44,51,59,68,76,85,93,101,108,116,124,132,142,153,165,177,190,204,218,234,252,271,291,314,337,362,389,417,447,476,506
7,12,16,20,24,29,35,42,50,59,68,78,87,96,105,113,121,130,140,150,162,174,187,200,213,227,243,259,277,297,319,343,370,400,432,465,499,534,566
8,12,17,21,25,31,37,45,54,64,75,86,96,106,115,124,134,144,156,168,181,193,206,219,232,246,262,280,299,320,343,368,395,426,460,496,532,569,601
9,13,18,22,27,33,40,49,61,73,87,101,114,125,136,146,157,167,178,188,199,211,225,240,257,274,293,313,336,359,386,413,442,472,503,534,565,596,623
