45,46,48,50,52,53,53,53,51,48,45,42,40,38,37,36,35,34,32,30,29,28,27,26,24,23,21,20,18,17,16,15,14,13,12,11
45,48,50,53,55,55,56,56,55,53,51,49,48,46,45,44,42,40,38,36,34,32,30,28,27,25,23,22,20,19,18,16,15,14,13,12
46,49,52,55,57,58,60,60,59,58,57,55,54,52,50,48,46,44,42,40,38,36,35,33,32,30,28,27,25,24,23,21,20,19,18,17
46,50,54,57,60,62,64,65,64,64,63,61,60,58,57,55,53,51,50,48,46,45,44,43,42,40,39,38,36,35,33,31,30,29,28,28
47,51,55,59,62,65,66,67,67,67,66,64,63,62,61,60,59,59,58,58,58,58,59,59,58,59,58,59,58,58,58,58,59,61,64,66
47,52,56,60,64,66,68,70,70,69,68,66,65,64,64,64,64,64,65,65,65,66,66,67,67,67,68,68,68,69,69,69,70,70,70,71
48,53,57,62,65,68,70,71,71,70,69,67,66,65,65,65,65,65,65,66,66,67,67,67,68,68,69,69,69,70,70,71,71,71,72,72
48,54,58,63,67,70,72,73,73,73,71,69,68,67,66,66,66,66,66,67,67,68,68,69,70,71,72,73,74,74,75,76,77,78,81,83
49,55,59,64,68,71,74,75,75,75,73,72,70,69,68,68,69,70,71,73,75,77,79,82,83,85,87,88,89,90,91,92,92,93,94,94
49,55,60,65,70,73,76,77,78,77,76,75,73,73,73,73,75,77,79,81,83,85,86,88,88,89,90,91,92,92,93,94,94,95,96,96
50,56,61,66,71,74,77,79,79,79,78,77,77,77,77,78,80,82,84,85,86,88,88,89,90,91,92,93,94,94,95,96,97,98,99,100
50,56,62,67,72,75,78,80,81,81,81,80,80,80,81,82,83,85,86,87,88,89,90,92,93,95,98,101,104,108,113,118,126,134,143,151
50,57,62,68,72,76,79,81,82,83,83,82,82,83,83,84,85,87,88,90,92,94,96,100,105,111,117,124,132,140,149,161,176,193,212,233
51,57,63,69,73,77,80,83,84,84,84,84,83,84,85,86,88,90,92,95,99,103,109,115,122,131,139,149,159,172,187,205,227,248,270,285
51,58,64,69,74,78,82,84,85,85,85,85,85,85,87,89,92,95,99,104,110,116,123,132,141,150,160,171,184,200,218,240,266,293,322,349
52,59,64,70,75,79,83,85,87,87,87,86,87,88,90,93,97,102,108,114,121,128,137,147,157,168,181,195,211,231,253,279,308,339,371,404
52,59,65,71,76,81,84,87,88,89,89,89,89,91,94,98,104,110,117,125,133,142,152,164,177,192,207,224,242,263,289,319,357,399,445,494
52,60,66,72,78,82,86,89,90,91,91,92,93,96,100,105,112,119,127,135,145,156,168,182,198,216,234,253,276,301,332,369,413,464,518,579
53,61,67,74,80,84,89,92,94,95,96,97,99,103,108,114,121,129,138,149,161,175,190,208,227,247,268,291,316,344,377,417,465,522,581,651
54,62,68,75,81,87,92,95,98,100,102,104,107,112,118,125,133,143,154,167,183,201,220,241,261,282,305,331,360,393,432,477,529,588,651,724
55,63,70,78,85,91,98,103,107,111,114,117,122,128,135,143,153,166,180,196,215,237,260,286,313,345,380,419,462,512,562,617,675,739,802,877
55,64,72,80,87,95,103,110,116,123,130,138,148,159,168,180,192,205,220,241,266,294,325,360,395,436,483,538,598,667,736,814,902,1011,1120,1274
56,66,74,83,91,99,108,117,125,135,147,160,177,196,218,243,271,301,336,373,416,462,514,572,636,707,786,874,971,1078,1197,1329,1472,1629,1789,1968
