76,63,52,43,36,30,25,22,18,15,13,10,9,10,10,11,11,11,10,9,9,8,8,8,8,8,8,8,7,7,6,6,6,5,5
76,64,54,45,39,35,33,32,31,29,28,25,24,23,22,21,21,20,18,17,16,15,14,13,12,11,10,10,9,9,8,8,7,7,6
77,65,56,48,42,38,36,35,35,34,33,32,30,28,27,25,24,22,21,19,18,17,16,15,14,13,12,12,11,10,10,9,8,8,7
78,67,58,50,45,41,40,39,38,37,36,34,32,30,29,27,25,24,23,21,20,19,18,17,16,15,14,13,12,12,11,10,10,9,9
79,68,59,52,46,43,42,41,40,39,37,35,33,31,30,28,26,25,24,22,21,20,19,18,17,16,15,14,13,13,12,11,11,10,10
80,69,60,53,48,45,43,42,41,40,38,36,34,32,31,29,27,26,25,23,22,21,20,19,18,17,16,15,14,13,13,12,11,11,10
80,69,61,54,49,46,45,44,43,42,40,38,36,34,32,30,29,27,26,25,23,22,21,20,19,18,17,16,15,14,14,13,12,12,11
80,70,62,55,50,47,46,45,44,43,41,39,37,35,33,32,30,29,27,26,24,23,22,21,20,19,18,17,16,16,15,14,13,13,12
81,70,62,56,51,49,47,47,46,44,43,40,38,37,35,33,32,30,29,28,26,25,24,23,22,21,20,19,18,17,17,16,15,15,14
81,71,63,57,52,50,49,48,47,46,44,42,40,38,37,35,34,33,32,31,30,29,28,27,26,26,25,24,24,23,23,22,22,21,21
81,71,64,58,53,51,50,50,49,48,47,45,43,42,41,40,40,40,40,39,40,40,40,41,42,42,43,44,45,47,49,50,51,53,55
82,72,65,58,54,52,52,52,52,53,52,52,51,51,51,51,51,51,52,52,53,55,56,58,60,62,64,67,72,78,85,92,96,101,101
82,72,65,59,56,54,54,55,56,57,57,57,57,58,58,59,60,60,61,63,65,69,75,82,89,97,106,114,123,135,148,161,176,191,209
82,73,66,60,57,56,57,59,61,62,63,63,63,64,65,66,68,70,73,77,83,92,102,113,124,134,143,152,162,174,189,205,224,245,270
83,73,67,62,59,59,62,65,68,71,73,74,75,76,77,79,82,85,90,96,105,115,126,139,151,162,174,185,198,215,236,262,292,324,361
83,74,68,63,62,63,67,72,77,82,85,87,88,89,91,93,97,101,107,114,122,133,146,160,174,187,202,218,236,257,284,315,350,386,429
84,74,69,66,65,68,74,81,88,93,98,100,102,103,104,107,111,116,123,131,141,153,168,183,199,215,232,250,270,295,326,362,404,449,502
84,75,71,69,70,75,83,91,99,107,112,116,117,119,120,122,126,131,139,149,160,174,191,208,227,247,268,291,317,346,380,418,462,507,560
85,76,74,73,77,84,94,104,114,122,128,131,133,134,136,139,144,152,162,175,189,206,225,243,262,282,304,327,356,388,425,465,510,556,605
85,78,77,79,86,97,110,124,137,147,154,157,158,159,160,163,168,175,187,201,218,237,258,279,301,324,350,378,411,448,487,529,571,615,655
86,80,83,88,99,114,131,146,159,168,175,178,182,186,191,198,206,216,228,242,258,277,299,321,347,377,410,448,491,536,585,635,688,741,802
87,81,87,95,110,128,148,166,181,191,200,208,214,221,230,237,244,254,266,281,300,324,350,379,411,446,484,526,572,617,666,711,755,798,842
88,84,94,105,124,145,166,186,201,213,224,234,243,254,266,277,288,301,314,328,347,372,402,440,483,524,566,610,649,687,732,771,811,852,893
