8,21,31,40,48,57,66,77,89,102,115,128,141,153,165,177,188,199,209,218,226,233,238,243,247,251,254,257,260,263,266,268,271,273
11,24,35,46,57,69,82,95,109,123,137,150,163,175,186,196,206,215,224,232,240,248,254,260,265,269,273,277,280,283,286,289,292,295
12,26,38,51,64,78,93,108,124,139,153,165,177,187,197,207,216,224,233,240,247,253,259,264,269,273,278,282,286,289,293,296,299,302
14,29,44,58,73,89,104,120,135,149,162,174,185,196,206,216,225,234,242,250,258,265,271,278,284,289,294,298,303,307,311,314,317,321
15,31,46,62,78,94,109,125,140,154,167,179,191,202,212,222,231,240,249,257,264,272,279,285,291,297,302,307,311,316,319,323,327,330
15,32,48,65,81,97,113,129,144,158,172,184,196,207,217,227,237,245,254,262,270,277,284,291,297,303,309,314,318,323,327,331,335,339
16,33,50,67,84,100,116,132,147,161,175,187,199,210,221,231,241,250,259,267,275,283,291,298,304,310,316,321,326,330,334,338,342,346
16,34,51,68,86,102,119,134,149,164,177,190,202,213,224,234,244,254,263,273,282,291,300,308,315,322,328,334,340,345,350,355,360,365
17,35,52,70,87,104,120,136,151,165,179,192,205,217,228,239,250,260,270,280,289,299,308,318,326,334,342,350,357,364,370,376,382,388
17,36,54,71,89,106,122,139,154,169,183,196,209,221,233,245,256,266,277,288,300,311,322,333,343,352,362,371,379,387,395,402,408,414
18,36,55,73,90,107,124,140,156,171,186,200,213,226,239,251,264,276,288,300,314,327,341,355,369,382,394,405,415,425,435,446,456,468
19,37,56,74,92,109,127,143,160,175,190,205,220,234,248,262,277,291,306,321,337,354,371,388,405,421,436,450,464,478,493,506,519,529
19,38,57,75,93,111,129,146,163,179,195,211,227,243,259,276,293,311,329,348,368,389,408,428,446,463,480,496,512,529,546,564,582,602
20,39,58,77,95,114,132,150,168,186,203,220,238,257,276,296,317,338,358,378,398,418,438,457,477,496,515,534,554,574,595,617,639,660
20,40,59,79,98,117,137,157,176,196,215,234,253,273,292,313,334,355,376,398,420,442,464,486,509,531,553,575,595,616,636,657,678,701
21,41,61,81,101,122,143,163,184,205,225,246,266,287,308,329,351,374,397,420,443,467,492,517,542,568,593,617,640,662,682,705,727,751
22,42,63,84,106,128,150,172,194,217,239,260,282,304,326,348,370,393,416,440,464,490,516,544,571,599,625,651,676,701,727,754,781,811
22,43,67,90,115,139,163,187,210,233,255,277,299,321,344,366,389,412,435,459,484,511,539,567,596,625,652,679,705,732,759,787,816,846
23,45,71,97,124,151,178,204,228,252,276,300,323,347,371,393,415,438,460,484,510,538,567,598,630,659,687,714,741,768,797,828,859,892
24,48,77,106,137,167,196,224,250,276,300,324,349,374,398,423,447,471,496,521,548,577,607,639,670,702,734,766,797,828,856,883,910,936
26,52,85,118,154,188,222,254,282,309,335,362,388,416,444,471,499,528,557,587,617,649,679,710,740,770,802,834,867,898,927,955,981,1009
27,55,92,129,169,208,246,281,314,344,374,403,431,461,492,524,557,590,622,651,680,709,739,769,802,835,868,900,931,961,990,1021,1052,1090
27,60,102,144,191,235,277,319,356,389,419,448,477,509,544,581,619,655,689,722,753,784,817,849,880,912,944,974,1003,1032,1058,1087,1115,1156
