0,1,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,3,3,3,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,4,4,4,4,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,5,5,5,4,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,6,6,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,6,6,6,5,4,3,2,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,5,5,4,4,4,3,3,3,3,2,2,2,2,2,2,1,0
7,7,7,8,8,8,9,9,9,9,9,9,9,8,8,8,8,8,8,8,7,7,7,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3
7,7,8,8,8,9,9,9,9,10,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,7,7,7,7,6,6,6,6,6,5,5,5,4
7,8,8,8,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,8,8,8,8,7,7,7,6,6
8,8,8,9,9,9,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,9,9,9,9,9,8,8
8,8,9,9,10,10,10,10,10,10,10,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,10,10,10
8,9,9,10,10,10,10,10,10,11,11,11,11,11,11,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12
9,9,10,10,10,11,11,11,11,11,11,11,11,12,12,12,12,13,13,13,13,13,13,14,14,14,14,15,15,15,15,16,16,16,16,16,15,15
9,10,10,10,11,11,11,11,11,11,11,12,12,12,13,13,13,14,14,14,14,14,15,15,15,15,15,16,16,16,16,16,17,17,17,17,18,18
10,10,10,11,11,11,11,12,12,12,12,12,13,13,14,14,15,15,16,16,16,16,16,16,17,17,17,17,17,17,18,18,18,18,19,19,19,19
10,10,11,11,11,12,12,12,12,13,13,14,14,15,16,17,18,19,19,19,20,20,20,21,21,22,22,23,23,23,24,24,24,25,25,25,25,24
10,11,11,12,13,13,14,16,17,19,20,21,21,22,23,23,24,26,26,27,28,28,29,30,31,33,34,34,35,35,35,35,36,37,37,37,37,36
11,11,12,13,14,16,19,22,26,29,31,33,34,35,35,36,37,38,39,40,41,42,43,45,46,49,52,54,57,60,60,62,64,65,65,63,60,50
11,12,12,14,17,21,26,33,39,44,47,49,50,50,50,50,51,52,53,55,57,60,64,68,72,77,81,85,88,91,92,93,94,94,94,92,91,83
12,13,13,16,21,28,37,48,58,65,69,71,70,70,70,70,72,74,76,80,84,89,95,100,104,109,114,118,123,128,133,137,142,145,148,152,154,158
13,14,14,18,24,33,44,59,70,79,84,87,86,86,85,85,87,89,92,98,104,110,120,128,134,141,148,149,152,157,161,165,171,175,179,183,186,189
14,15,15,20,27,39,53,71,85,97,103,107,106,105,105,105,107,109,114,119,127,134,144,153,160,167,174,177,182,190,198,207,215,222,228,233,238,241
