0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5
3,3,3,3,3,3,3,4,4,4,4,4,5,5,5,5,5,6,6,7,7,7,8,8,8,9,11,12,14,15,17,18,21,24,32
4,4,4,4,4,4,4,5,5,5,6,6,6,6,7,7,8,8,9,10,11,12,13,14,16,18,20,23,26,29,32,35,39,44,52
4,4,5,5,6,6,6,6,7,7,7,7,8,8,9,10,11,12,13,14,16,17,20,22,25,29,32,36,40,44,49,55,61,68,78
4,5,6,7,8,8,9,9,10,10,10,10,11,11,12,13,15,17,19,21,23,26,29,33,38,43,49,55,60,66,73,82,95,108,128
5,6,7,9,11,12,13,14,14,14,14,15,15,16,18,19,21,24,27,29,33,37,41,46,52,59,67,75,85,95,107,120,137,154,179
5,6,8,10,13,14,16,17,18,18,18,18,19,20,22,24,26,29,32,37,41,46,52,58,65,74,83,95,107,120,135,150,168,186,209
6,7,10,12,15,18,20,21,21,21,21,22,22,24,26,28,31,34,39,45,51,58,65,73,81,92,104,120,138,158,178,199,223,246,280
