8,6,5,4,3,3,2,2,2,3,3,3,3,3,3,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1
8,6,5,4,4,4,4,4,5,5,5,6,6,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2
8,6,5,4,4,4,5,5,6,6,7,7,7,7,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,2
8,6,6,5,5,5,6,6,7,7,7,7,8,8,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,5,5,5,5,5,5,4
8,7,6,6,6,6,6,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,6,6,6,6,6,5
8,7,6,6,6,6,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,6,6,6
8,7,7,6,6,7,7,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,7,7,7,7,7,7
9,7,7,6,6,7,7,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8
9,7,7,7,7,7,8,8,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,10,10,10,10,10,10,10
9,8,7,7,7,8,8,9,9,10,10,10,10,10,10,10,10,10,11,11,11,11,11,12,12,12,12,12,13,13,13,13,13,13,13,13
9,8,7,7,8,8,9,9,10,10,10,11,11,11,11,11,11,12,12,12,13,13,13,13,14,14,14,14,14,14,14,15,15,15,16,16
9,8,8,8,8,8,9,10,10,11,11,12,12,12,13,13,14,14,15,16,16,17,17,18,18,19,20,20,21,21,21,21,21,22,23,24
9,8,8,8,8,9,10,11,12,13,14,15,16,16,17,17,17,17,18,19,19,20,21,22,23,24,25,26,27,28,28,28,29,30,31,34
9,8,8,8,9,10,11,13,15,17,19,22,23,25,25,26,26,27,28,29,30,31,31,32,32,33,34,35,36,36,37,37,37,39,41,45
9,8,8,9,9,11,13,16,20,23,27,30,32,34,35,36,36,37,37,38,39,39,40,41,41,42,43,44,44,45,45,46,47,48,50,54
10,9,9,9,11,13,16,20,24,29,33,36,38,40,41,42,43,43,44,45,46,48,49,50,50,51,51,51,51,51,52,53,55,57,60,64
10,9,9,10,12,15,20,25,31,36,40,44,47,48,50,51,51,52,53,53,54,55,56,57,57,58,58,59,59,60,61,63,65,68,71,75
10,9,10,11,14,18,24,30,37,43,48,52,54,56,57,58,59,60,60,61,61,63,64,65,66,67,67,67,68,68,69,71,73,76,79,83
10,9,11,13,17,22,29,37,45,52,57,62,64,66,67,67,68,69,69,70,70,71,72,73,74,75,76,76,76,77,79,81,83,87,91,98
10,10,12,15,20,28,36,45,54,61,67,71,73,75,75,77,78,80,81,82,82,82,82,83,83,85,85,87,88,89,91,93,96,99,103,106
11,10,14,18,25,35,47,59,70,79,86,90,92,92,93,93,94,96,97,98,98,97,97,97,97,99,100,101,103,105,107,110,114,119,124,129
11,11,15,20,29,41,54,68,81,92,100,105,107,108,108,107,107,109,109,109,109,108,108,108,109,111,113,114,116,118,121,125,129,134,139,145
11,11,16,23,33,47,63,79,93,104,113,118,121,123,123,123,124,124,124,123,122,121,120,121,123,124,127,129,130,132,136,140,148,156,164,170
