0,4,7,10,13,17,20,24,29,34,38,43,47,51,54,57,60,62,64,66,68,69,71,73,74,75,76,77,78,79,80,80,81,81,82
1,4,8,12,16,20,24,29,34,38,43,47,51,55,58,61,63,66,68,70,72,73,75,76,78,79,81,82,83,84,86,87,87,88,89
2,6,10,14,18,23,27,32,37,41,46,50,53,57,60,63,65,68,70,72,74,76,78,80,81,83,84,85,87,88,89,90,91,92,93
2,7,11,16,21,25,30,35,40,44,48,52,55,59,62,65,68,70,73,75,77,79,81,83,85,86,88,89,91,92,93,94,95,97,98
3,8,13,17,22,27,32,37,41,46,50,54,58,61,64,67,70,73,75,78,80,82,84,86,88,90,91,93,94,95,97,98,99,100,101
4,9,13,18,23,28,33,38,43,47,51,55,59,63,66,69,72,75,78,80,83,85,87,89,90,92,94,95,97,98,100,101,102,103,104
4,9,14,19,24,29,34,39,44,49,53,57,61,65,68,72,75,78,80,83,85,88,90,92,94,96,97,99,101,102,104,105,106,107,109
4,9,15,20,25,30,35,41,45,50,55,59,63,67,70,74,77,80,83,85,88,90,93,95,97,99,101,103,104,106,107,109,110,112,113
5,10,15,20,26,31,37,42,47,52,56,60,65,68,72,76,79,82,86,89,92,94,97,100,102,105,107,110,112,114,116,118,120,121,123
5,10,16,21,27,32,38,43,49,54,58,63,67,71,75,79,83,87,91,94,98,101,104,107,110,113,116,118,121,123,126,128,130,133,135
5,11,16,22,28,34,39,45,51,57,62,67,73,78,84,89,94,99,104,108,113,117,121,125,129,134,138,142,147,152,157,162,166,170,174
6,11,17,23,29,35,41,47,54,60,66,73,79,86,94,102,110,118,126,134,142,151,160,171,183,196,209,223,235,247,259,270,282,294,309
6,12,17,23,30,36,44,51,59,68,77,87,97,107,118,129,139,150,161,172,184,197,210,223,237,251,264,277,290,303,317,331,346,362,379
6,12,18,25,32,39,48,59,70,81,94,106,117,129,141,153,164,176,188,200,213,227,241,256,271,286,301,317,333,349,365,380,395,409,422
7,12,19,26,34,44,56,68,82,96,110,123,135,148,160,172,185,198,211,225,239,253,268,283,298,313,329,345,362,378,396,413,430,448,464
7,13,20,28,38,49,62,77,92,108,123,137,151,165,178,192,205,219,233,247,262,277,292,308,324,340,357,375,394,413,432,451,468,486,501
8,14,22,31,43,56,70,86,103,119,135,151,166,181,196,211,225,240,255,270,286,302,320,338,356,375,395,414,432,451,469,488,505,523,539
8,14,24,35,48,63,80,97,116,134,151,168,185,201,216,232,247,262,277,293,309,327,345,364,384,404,423,442,460,478,496,514,532,551,569
8,16,27,39,54,71,89,109,128,148,167,185,204,222,240,258,275,292,309,326,342,359,377,395,413,432,451,469,487,505,523,541,558,575,592
9,17,31,45,63,82,103,124,145,166,186,206,226,246,267,286,305,323,339,356,372,388,406,423,441,459,477,495,513,533,552,573,593,614,636
10,19,36,54,76,101,127,152,176,199,221,243,264,285,305,325,343,361,377,394,410,428,446,465,485,505,525,546,567,589,612,636,659,682,703
10,21,42,63,90,120,148,175,201,224,246,267,288,308,329,348,366,385,404,422,441,462,482,502,523,543,564,585,606,628,650,673,702,730,773
12,24,48,73,104,136,167,197,225,248,270,293,317,342,370,400,428,455,479,499,516,531,544,557,571,586,602,621,643,667,694,724,754,785,811
