8,22,36,49,62,73,83,92,102,112,124,136,150,163,176,190,203,216,229,241,250,258,265,271,276,280,285,289,293,297,301,304,307,310,312,315,317
9,23,38,52,65,77,88,100,113,127,142,157,173,186,199,212,224,235,245,254,261,268,274,279,285,290,294,298,302,306,309,312,315,318,321,323,326
10,25,40,55,68,82,95,110,125,141,157,173,188,202,214,225,236,246,256,265,274,282,290,297,304,310,316,322,328,333,338,343,347,351,355,359,362
12,28,43,58,73,88,103,119,135,151,167,182,197,210,223,236,248,260,272,283,293,304,313,322,331,339,347,354,361,368,375,381,388,394,399,405,411
13,29,45,61,76,92,108,124,140,156,172,188,202,216,229,242,255,267,279,290,301,312,323,333,343,353,362,371,380,388,397,404,411,418,425,431,438
14,30,47,63,79,95,112,128,145,161,176,192,206,221,234,247,260,273,285,296,308,319,331,342,352,362,372,381,390,399,407,415,423,431,438,446,453
14,31,48,64,81,98,114,131,148,164,180,195,210,224,238,252,265,277,290,302,314,326,337,348,358,368,378,388,398,407,416,425,434,442,451,459,467
16,32,49,66,82,99,116,133,150,167,183,198,213,228,242,256,269,282,294,307,319,331,343,354,365,376,387,397,407,417,426,435,444,453,462,470,478
16,33,50,67,84,101,118,136,153,170,186,202,217,232,246,260,274,287,300,313,326,338,350,361,373,384,395,406,417,427,438,447,457,466,475,484,493
17,34,51,68,86,103,121,139,156,173,189,206,221,237,252,266,280,294,307,321,334,347,361,374,387,400,412,423,435,446,457,468,478,488,498,508,518
17,35,52,70,87,105,123,141,159,176,193,209,225,240,255,270,284,299,314,329,344,360,376,391,405,420,434,447,461,475,489,502,516,528,541,554,566
18,35,53,71,89,107,125,143,161,179,196,214,230,247,264,281,298,316,335,354,374,394,413,432,451,469,488,507,528,549,571,595,620,647,680,713,760
18,36,54,72,90,109,127,146,164,183,203,223,246,270,295,322,352,383,414,447,482,519,558,597,638,677,714,751,788,823,858,894,933,969,1010,1051,1098
19,37,55,73,92,111,130,151,174,200,231,265,303,342,380,416,450,483,518,556,597,640,684,726,767,806,844,882,921,960,1000,1039,1076,1110,1140,1168,1188
20,38,56,75,94,114,136,162,190,223,261,302,344,388,431,473,515,557,598,640,682,723,764,807,849,892,935,977,1017,1056,1093,1127,1160,1190,1220,1248,1277
20,39,57,76,97,119,146,177,213,253,296,342,389,436,482,527,571,614,656,697,739,781,824,867,911,954,996,1037,1078,1117,1155,1193,1230,1266,1300,1334,1363
21,39,58,78,101,127,159,196,238,284,333,383,435,486,536,584,630,673,715,755,797,840,883,927,970,1013,1055,1096,1136,1175,1214,1251,1289,1326,1365,1404,1444
22,40,60,81,106,136,172,215,263,316,370,425,480,535,587,638,686,732,776,819,861,903,943,984,1024,1065,1106,1148,1189,1229,1269,1308,1347,1387,1427,1467,1510
22,42,62,86,114,149,192,242,296,353,413,473,531,591,647,701,752,801,845,888,930,971,1012,1054,1096,1137,1179,1220,1261,1301,1343,1383,1422,1461,1501,1540,1582
23,43,65,91,124,165,215,271,334,399,463,527,589,648,705,760,813,863,911,959,1007,1052,1098,1143,1186,1228,1269,1311,1353,1397,1443,1490,1535,1578,1618,1656,1690
25,46,69,100,139,187,249,317,387,458,530,597,661,723,782,839,895,951,1010,1070,1130,1188,1246,1299,1350,1397,1442,1484,1524,1562,1604,1646,1689,1735,1779,1823,1862
27,47,72,106,149,207,279,359,442,525,603,673,738,800,861,919,978,1038,1096,1154,1214,1272,1328,1382,1431,1475,1517,1556,1596,1640,1688,1737,1790,1842,1890,1938,1976
28,49,76,114,165,232,318,411,503,595,679,750,818,886,950,1013,1077,1135,1189,1242,1294,1344,1394,1444,1491,1536,1583,1633,1686,1747,1817,1893,1970,2050,2119,2188,2235
