0,1,2,3,5,6,8,9,11,13,15,16,18,20,21,22,23,24,25,26,26,27,28,28,29,29,30,30,30,31,31,31,32,32,32,32
0,1,2,4,5,7,9,11,12,14,16,18,19,21,22,24,25,26,27,28,29,30,31,32,33,34,34,35,35,36,37,37,38,38,38,39
0,1,3,5,6,8,10,12,14,16,18,20,22,24,26,27,29,30,31,33,34,35,35,36,37,38,38,39,40,40,41,41,42,42,42,43
0,2,4,5,7,9,11,14,16,18,20,22,24,26,28,29,31,32,34,35,36,37,39,40,41,41,42,43,44,45,46,46,47,48,48,49
1,2,4,6,8,10,12,15,17,19,21,23,26,27,29,31,33,34,36,37,38,40,41,42,43,44,45,46,47,48,48,49,50,51,51,52
1,3,5,7,9,11,13,16,18,20,22,25,27,29,31,32,34,36,37,39,40,42,43,44,45,47,48,49,50,51,52,53,54,54,55,56
1,3,5,7,9,11,14,16,18,21,23,25,28,30,32,34,35,37,39,41,43,44,46,47,49,50,52,53,54,55,56,57,58,59,60,61
1,3,5,7,10,12,14,17,19,22,24,26,28,31,33,35,37,39,41,43,45,47,49,51,53,55,57,58,60,62,63,65,66,68,69,70
2,4,6,8,10,12,15,17,20,22,25,27,30,32,34,37,39,41,43,46,48,51,53,55,58,60,62,65,67,69,71,74,76,78,80,82
2,4,6,8,11,13,15,18,21,23,26,29,31,34,36,39,42,45,49,52,55,59,62,65,69,72,76,79,83,87,90,94,98,101,105,109
2,4,6,9,11,13,16,19,21,24,27,30,33,36,39,43,46,50,54,58,62,67,72,77,83,89,95,102,109,115,122,130,137,145,152,161
2,4,7,9,11,14,17,19,22,25,28,32,35,39,44,48,53,58,63,69,75,82,89,97,105,114,124,135,146,159,174,190,208,228,249,273
2,4,7,9,12,14,17,20,23,27,30,34,39,44,49,54,59,65,71,78,86,95,105,115,125,136,148,159,173,187,204,223,244,266,288,311
2,5,7,10,12,15,18,21,25,29,34,38,44,49,54,60,66,72,79,87,96,106,116,128,140,152,164,177,191,207,225,244,266,288,310,331
3,5,7,10,13,16,19,23,27,32,37,42,48,54,59,65,72,78,86,94,103,113,124,135,148,161,175,189,205,222,241,261,283,306,329,353
3,5,8,11,13,17,21,25,30,35,41,47,53,59,65,71,78,85,93,102,111,122,133,145,158,172,186,202,218,237,256,278,301,326,351,380
3,6,8,11,14,18,22,27,33,38,45,51,57,63,70,77,84,92,99,108,118,129,140,153,166,181,196,213,231,250,271,294,318,344,371,399
3,6,9,12,15,20,25,30,36,43,49,56,62,69,75,82,90,98,106,116,126,137,149,162,177,192,209,227,247,267,288,311,335,362,389,420
4,6,9,13,17,22,28,34,41,49,56,63,69,76,83,90,97,105,113,123,134,146,159,173,189,206,224,243,262,283,304,328,354,385,418,459
4,7,10,14,19,25,32,39,47,54,61,69,76,83,90,98,106,114,123,133,144,157,171,187,205,223,243,263,283,305,329,356,386,420,456,499
5,7,12,16,22,29,38,46,55,63,71,79,87,95,103,111,120,128,138,149,160,174,190,208,228,248,269,290,312,336,363,394,429,469,510,559
5,8,13,18,25,33,42,52,61,71,80,89,98,108,117,126,135,144,152,162,174,188,204,223,243,265,288,312,338,366,395,427,463,506,549,606
5,9,14,20,27,37,47,57,67,77,87,97,108,118,128,138,147,157,167,178,191,206,223,242,264,286,311,338,366,398,432,468,507,547,587,627
