35,33,29,26,22,20,18,16,15,14,12,11,10,10,10,10,11,11,10,10,9,8,8,7,7,6,6,5,5,4,4,4,3,3,3,3,2,2,2,2
36,34,30,27,24,22,20,19,18,17,16,15,15,15,14,14,14,13,12,11,10,10,9,8,7,7,6,6,5,5,5,4,4,4,3,3,3,3,2,2
36,34,31,28,25,23,21,20,19,18,18,17,17,16,16,16,15,14,13,12,11,11,10,9,8,8,7,7,6,6,5,5,5,4,4,4,3,3,3,3
37,35,32,29,26,24,22,21,20,20,19,19,18,18,18,17,16,16,15,14,13,12,11,10,10,9,8,8,7,7,7,6,6,5,5,5,4,4,4,4
37,36,33,30,27,25,24,23,22,21,21,20,20,19,19,18,17,16,16,15,14,13,12,11,11,10,9,9,8,8,8,7,7,6,6,5,5,5,4,4
38,37,34,31,28,26,25,24,23,22,22,21,21,20,20,20,19,18,18,17,16,15,14,14,13,12,12,11,11,10,10,9,8,8,7,7,6,6,6,6
38,37,34,32,29,27,26,24,24,23,23,22,22,21,21,21,20,20,19,18,17,16,16,15,14,14,13,12,12,11,11,10,10,9,9,8,8,7,7,7
38,38,35,33,30,28,27,26,25,24,24,23,23,22,22,21,21,20,19,19,18,17,17,16,15,14,14,13,13,12,12,11,10,10,9,9,9,8,8,8
39,38,35,33,31,29,27,26,25,25,24,24,23,23,22,22,21,21,20,19,18,18,17,16,16,15,15,14,13,13,12,12,11,11,10,10,10,9,9,8
39,38,36,34,31,29,28,27,26,26,25,25,24,24,23,23,22,21,21,20,19,19,18,17,17,16,15,15,14,14,13,13,12,12,11,11,10,10,10,9
39,39,36,34,32,30,29,28,27,27,26,26,25,25,24,24,23,23,22,22,21,21,20,20,19,19,18,18,18,18,18,17,17,16,15,14,14,13,13,13
40,39,37,35,32,31,29,29,28,28,27,27,27,27,27,28,29,30,30,30,30,30,29,29,28,28,29,29,29,29,29,29,28,27,26,26,25,25,25,26
40,40,37,36,33,31,30,29,29,29,29,30,32,35,39,43,46,49,51,52,51,50,48,46,44,43,43,43,43,44,44,43,43,42,42,42,43,45,47,50
40,40,38,36,34,32,31,30,30,31,33,37,43,50,57,63,68,72,74,74,72,70,67,65,62,60,60,59,59,60,60,60,59,59,58,59,61,63,67,71
41,40,38,37,34,33,32,31,32,34,38,44,52,61,69,77,83,88,90,91,91,90,88,85,83,81,80,79,78,77,76,75,74,73,73,74,77,82,87,95
41,41,39,37,35,34,33,33,34,39,45,54,64,75,86,95,101,105,108,108,107,106,103,101,99,97,95,94,92,91,89,88,88,88,90,92,95,99,103,107
41,41,40,38,36,34,34,35,38,44,53,65,78,91,103,112,118,121,121,120,119,117,115,113,112,110,109,107,106,104,103,102,103,104,107,110,114,117,121,123
42,42,40,39,37,35,35,38,43,52,65,80,96,112,125,134,139,140,140,138,136,135,133,132,131,128,125,122,119,116,115,114,115,117,120,123,127,132,136,141
42,42,41,39,37,37,38,41,48,60,76,94,113,130,144,154,160,161,160,158,156,154,153,152,150,147,143,139,135,132,131,131,132,135,138,143,148,153,159,166
43,43,42,41,39,38,41,47,57,72,91,112,134,154,170,182,188,190,188,184,180,177,174,171,169,166,162,159,155,152,151,151,154,158,163,169,175,179,184,187
44,44,43,42,40,41,46,55,69,91,115,140,165,186,203,215,222,225,226,224,221,217,212,207,201,195,190,187,184,183,184,186,188,192,197,203,210,220,230,244
44,45,44,44,42,43,49,61,79,104,133,162,189,212,230,241,248,251,253,251,249,245,241,235,228,222,217,213,210,210,211,213,216,221,225,232,241,249,260,267
45,46,46,45,44,47,54,68,88,118,149,181,211,237,258,274,282,286,289,288,284,280,274,264,255,247,242,240,240,242,244,248,252,259,266,275,285,292,299,300
