4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
4,2,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3
4,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,5,5,6,6,6
4,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4,4,5,5,5,6,6,7,8,9,10,11,12,13
4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,4,4,5,5,5,5,5,5,6,6,6,6,7,7,8,9,9,11,12,13,15,16,17
4,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,4,5,6,6,7,7,7,8,8,8,8,8,8,8,8,9,9,9,10,11,12,13,15,17,18,20,22
5,3,3,2,2,2,2,2,2,2,2,2,2,3,4,5,6,7,8,8,9,9,10,10,10,10,10,10,10,10,11,11,11,12,12,14,15,17,19,21,23,26,28
5,3,3,2,2,2,2,2,2,2,2,2,3,4,5,6,7,8,9,10,11,11,11,11,11,11,12,12,12,13,13,14,14,14,15,17,18,20,23,26,29,33,36
5,4,3,3,3,2,2,2,2,2,2,3,3,4,6,7,9,10,11,12,13,13,13,13,13,14,14,14,14,15,15,16,16,17,18,19,21,23,26,30,34,39,44
5,4,3,3,3,3,3,3,2,2,3,3,4,5,7,8,10,11,13,13,14,15,15,15,16,16,16,16,17,17,17,18,18,19,20,21,24,27,30,35,41,46,54
5,4,3,3,3,3,3,3,3,3,3,4,5,7,8,10,12,13,14,15,16,16,17,17,18,18,18,19,19,20,20,21,21,22,24,25,28,31,35,40,47,53,61
5,4,4,3,3,3,3,3,3,3,4,5,6,8,10,12,14,15,16,17,18,19,20,20,21,21,22,22,22,23,23,23,24,26,27,30,33,36,41,46,53,61,70
5,4,4,4,3,3,3,3,4,4,5,6,8,10,12,15,17,18,19,21,21,22,23,24,24,25,26,26,27,27,27,28,29,30,33,36,40,45,50,56,63,70,77
5,5,4,4,4,4,4,4,4,4,5,7,9,11,14,16,18,20,22,23,24,25,26,26,27,28,28,29,29,30,30,31,33,35,38,43,48,54,60,67,74,82,89
6,5,4,4,4,4,4,4,4,5,6,8,10,13,16,19,21,24,26,27,29,29,30,30,30,31,32,32,33,33,34,35,37,39,44,50,57,65,73,81,89,97,103
