13,12,11,11,10,9,8,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13,12,12,11,10,9,7,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,14,14,14,13,12,10,8,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,16,15,15,15,13,12,9,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,17,17,16,16,14,12,10,7,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,18,17,17,16,15,14,12,9,7,5,4,3,3,3,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
18,18,18,18,18,18,18,18,17,16,15,14,13,13,12,12,12,12,11,10,10,10,9,8,8,7,6,6,6,6,5,5,5,4,4,4,4,4,4
19,19,19,19,19,19,19,18,18,18,17,17,16,16,15,15,14,13,13,12,12,11,11,10,10,9,9,9,8,8,8,7,7,6,6,6,6,6,5
20,20,20,19,19,19,19,19,19,18,18,17,17,16,16,16,15,15,14,13,13,13,12,12,11,11,10,10,10,9,9,9,8,8,8,7,7,7,6
21,21,20,20,20,20,19,19,19,19,18,18,17,17,17,16,16,15,15,14,14,14,13,13,12,12,11,11,11,10,10,10,10,9,9,9,8,8,8
22,21,21,21,20,20,20,20,19,19,19,18,18,17,17,16,16,16,15,15,14,14,14,13,13,13,12,12,11,11,11,11,10,10,10,9,9,9,8
22,22,22,21,21,21,20,20,20,19,19,18,18,17,17,17,16,16,15,15,15,14,14,14,13,13,13,12,12,12,11,11,11,10,10,10,9,9,9
23,22,22,22,22,21,21,21,20,19,19,19,18,18,17,17,17,16,16,15,15,15,14,14,14,13,13,13,12,12,12,11,11,11,10,10,10,10,9
23,23,23,23,22,22,22,21,21,20,19,19,19,18,18,18,17,17,16,16,16,15,15,15,14,14,14,13,13,13,12,12,12,11,11,11,11,10,10
23,24,23,23,23,23,22,22,21,21,20,20,19,19,19,19,18,18,18,17,17,17,17,16,16,15,15,15,15,14,14,14,13,13,13,13,12,12,11
24,24,24,24,24,23,23,22,22,21,21,21,20,20,20,20,20,19,19,19,19,19,18,18,18,17,17,17,17,16,16,16,16,15,15,15,15,15,14
25,25,25,25,24,24,24,24,23,23,23,23,23,24,24,24,23,23,23,23,23,23,23,23,22,22,22,21,21,21,21,21,20,20,20,21,21,22,21
25,26,25,25,26,27,28,31,33,35,36,37,37,37,37,36,35,34,33,33,33,34,35,34,34,33,32,32,33,33,33,33,33,32,32,33,33,34,32
26,26,26,26,28,30,35,41,47,52,55,57,57,58,57,57,56,55,55,54,54,55,56,55,55,54,53,52,53,54,54,54,54,54,54,56,57,58,58
28,28,28,27,29,34,40,49,60,69,76,82,84,85,85,85,83,81,79,78,77,76,76,76,76,76,77,77,78,79,80,80,81,81,81,80,80,79,80
30,29,29,29,32,39,49,63,82,98,112,122,130,131,131,128,124,119,115,111,110,110,110,109,109,108,107,106,106,108,111,115,117,119,120,117,115,112,114
31,31,30,30,34,42,55,73,95,115,132,144,153,156,157,154,151,145,141,137,136,135,137,137,138,137,136,135,134,135,138,141,145,148,148,146,145,143,146
33,32,32,31,36,48,66,88,119,146,167,181,190,191,186,180,175,169,164,163,162,163,166,167,168,169,168,167,166,167,170,173,176,180,181,180,178,175,173
